Public Research/Doctoral / FY2006 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Portland State University (Portland, OR) "	"$305,930 "	$0 	"$1,150 "	$668 	"$9,071 "	$0 	"$89,624 "	"$125,782 "	"$125,512 "	"$883,672 "	4.90%	--	4.60%	83.00%	13.50%	"106,916"	"5,224"	"$1,466,313 "	0	$0 	0	$0 	0	$0 	"$2,271,332 "	$551 	"$2,659,739 "	"$18,400 "	"$1,582,486 "	"$141,901 "	"$1,771,668 "	"$512,334 "	"$6,402,210 "	"$10,828,793 "	"$10,828,793 "	--	--	--
"Purdue University (West Lafayette, IN) "	"$8,085,841 "	"$61,688 "	"$293,214 "	"$327,808 "	"$111,969 "	"$1,599 "	"$2,629,407 "	"$3,850,396 "	"$621,670 "	"$17,908,637 "	15.40%	16.60%	14.90%	75.70%	36.10%	"361,503"	"55,564"	"$62,704,560 "	"8,352"	"$6,486,667 "	"1,143"	"$7,678,380 "	"9,495"	"$14,165,047 "	"$67,417,554 "	"$18,352 "	"$21,544,441 "	"$84,542 "	"$16,758,488 "	"$626,393 "	"$40,947,672 "	"$5,549,601 "	"$90,258,822 "	"$173,910,932 "	"$177,435,105 "	--	--	--
"Rutgers, The State University (New Brunswick, NJ) "	"$1,473,286 "	$125 	"$186,727 "	$700 	"$354,585 "	"$115,000 "	"$796,851 "	"$2,746,476 "	"$2,213,971 "	"$9,190,537 "	9.00%	9.00%	7.40%	100.00%	28.00%	"326,998"	"29,441"	"$21,827,267 "	"4,343"	"$3,810,583 "	268	"$1,984,081 "	"4,611"	"$5,794,664 "	"$17,485,554 "	"$24,442 "	"$22,120,047 "	"$525,300 "	"$20,035,447 "	"$333,940 "	"$14,700,289 "	"$4,226,266 "	"$55,870,064 "	"$77,873,137 "	"$78,544,147 "	--	--	--
"South Carolina State University (Orangeburg, SC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"South Dakota State University (Brookings, SD) "	"$668,437 "	"$5,490 "	"$100,000 "	"$40,400 "	"$2,755 "	"$154,535 "	"$604,549 "	$0 	"$195,070 "	"$1,829,472 "	17.50%	--	0.00%	81.60%	50.00%	"53,677"	"9,406"	"$6,908,181 "	0	$0 	0	$0 	0	$0 	"$1,921,246 "	"$15,084 "	"$612,217 "	$0 	"$357,818 "	$0 	"$1,370,728 "	$0 	"$4,198,144 "	"$13,814,814 "	"$14,875,400 "	--	--	--
"Southern Illinois Univ at Carbondale (Carbondale, IL) "	"$831,388 "	"$28,984 "	"$18,972 "	$823 	"$16,625 "	$0 	"$437,993 "	"$157,863 "	"$275,370 "	"$2,094,289 "	7.70%	--	7.50%	85.60%	33.30%	"214,108"	"16,477"	"$3,586,238 "	"2,790"	"$1,021,440 "	144	"$349,692 "	"2,934"	"$1,371,132 "	"$2,739,707 "	"$23,572 "	"$2,045,270 "	"$7,238 "	"$917,795 "	"$135,572 "	"$2,471,274 "	"$452,837 "	"$7,088,392 "	"$10,766,716 "	"$11,004,979 "	--	--	--
"SUNY-Albany (Albany, NY) "	"$404,407 "	$0 	$280 	$50 	"$118,255 "	$178 	"$91,078 "	"$98,934 "	"$79,364 "	"$1,193,573 "	9.60%	8.20%	8.30%	77.70%	3.30%	"120,221"	"11,506"	"$2,818,573 "	--	--	--	--	--	--	"$79,942,995 "	"$23,063 "	"$1,762,307 "	"$2,975 "	"$1,022,707 "	"$40,485 "	"$1,236,417 "	"$167,680 "	"$4,057,310 "	"$85,728,313 "	"$85,790,437 "	--	--	--
"SUNY-Binghamton (Binghamton, NY) "	"$322,103 "	"$174,521 "	$600 	"$2,165 "	"$16,872 "	$419 	"$29,982 "	"$64,502 "	"$87,775 "	"$1,031,696 "	9.90%	10.20%	9.40%	100.00%	7.00%	"83,538"	"8,242"	"$1,390,395 "	822	"$185,594 "	165	"$239,455 "	987	"$425,049 "	"$14,665,890 "	"$15,495 "	"$1,030,072 "	"$4,250 "	"$515,972 "	"$67,196 "	"$1,175,092 "	"$195,689 "	"$4,482,190 "	"$19,726,138 "	"$19,741,258 "	--	--	--
"SUNY-Buffalo (Buffalo, NY) "	"$2,701,247 "	$0 	"$15,625 "	"$220,219 "	"$36,939 "	$0 	"$353,232 "	$0 	"$6,967 "	"$3,452,447 "	12.70%	9.50%	12.40%	89.40%	33.70%	"171,790"	"21,845"	"$9,589,805 "	518	"$165,057 "	782	"$292,969 "	"1,300"	"$458,026 "	"$7,043,374 "	"$26,831 "	"$6,371,660 "	$0 	"$4,844,955 "	$0 	"$2,746,965 "	$0 	"$15,304,173 "	"$28,462,014 "	"$29,638,165 "	--	--	--
"SUNY-College of Env. Sci.-Forestry (Syracuse, NY) "	"$7,704 "	$0 	$0 	$0 	"$1,696 "	"$71,050 "	"$41,595 "	$0 	"$36,123 "	"$406,814 "	30.10%	--	22.10%	94.20%	48.00%	"15,000"	"4,509"	"$736,965 "	0	$0 	0	$0 	0	$0 	"$369,175 "	"$33,311 "	"$123,560 "	$0 	"$123,560 "	$0 	"$329,459 "	$0 	"$1,095,068 "	"$1,536,556 "	"$1,563,715 "	--	--	--
"SUNY-Stony Brook (Stony Brook, NY) "	"$233,558 "	"$2,974 "	"$8,613 "	"$39,482 "	"$1,000 "	$0 	"$311,126 "	"$136,535 "	"$91,480 "	"$1,049,458 "	6.20%	--	6.10%	90.90%	4.00%	"113,809"	"7,029"	"$1,458,770 "	151	"$186,104 "	--	--	151	"$186,104 "	"$6,200,958 "	"$28,329 "	"$20,244,952 "	$0 	"$19,257,252 "	"$25,800 "	"$4,430,306 "	"$186,104 "	"$32,182,018 "	"$36,063,117 "	"$36,120,412 "	--	--	--
"Temple University (Philadelphia, PA) "	--	--	--	--	--	--	--	--	--	--	11.80%	--	--	87.20%	22.20%	"192,696"	"22,754"	--	--	--	--	--	--	--	"$4,285,510 "	"$20,297 "	"$11,717,970 "	--	--	--	--	--	"$20,582,369 "	"$41,883,162 "	"$41,883,162 "	--	--	--
"Tennessee State University (Nashville, TN) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Texas A&M Univ.-Commerce (Commerce, TX) "	"$36,581 "	$0 	$0 	$0 	$70 	"$34,502 "	"$8,560 "	"$14,273 "	"$70,241 "	"$210,829 "	1.30%	--	1.00%	63.80%	53.80%	"78,395"	"1,032"	"$1,378,860 "	56	"$21,250 "	7	"$103,461 "	63	"$124,711 "	"$284,193 "	"$9,884 "	"$501,656 "	$0 	"$284,606 "	"$6,400 "	"$190,968 "	"$24,230 "	"$891,230 "	"$2,561,107 "	"$2,566,940 "	--	--	--
"Texas A&M Univ.-Kingsville (Kingsville, TX) "	--	--	--	--	--	--	--	--	--	--	5.40%	--	--	45.50%	8.60%	"33,000"	"1,774"	--	--	--	--	--	--	--	"$722,755 "	"$13,776 "	"$1,846,366 "	--	--	--	--	--	"$3,940,402 "	"$4,270,402 "	"$4,270,402 "	--	--	--
"Texas A&M University (College Station, TX) "	"$280,848 "	"$74,892 "	"$27,600 "	$0 	"$19,190 "	"$78,428 "	"$651,342 "	"$15,343,669 "	"$5,590,803 "	"$27,157,932 "	15.40%	--	15.40%	85.80%	41.50%	"287,029"	"44,128"	"$60,561,375 "	--	--	--	--	--	--	"$33,100,277 "	"$18,801 "	"$26,678,110 "	"$1,397 "	"$24,206,850 "	"$273,730 "	"$28,419,342 "	"$15,646,840 "	"$101,038,561 "	"$145,841,551 "	"$149,878,656 "	--	--	--
"Texas Tech University (Lubbock, TX) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Texas Woman's University (Denton, TX) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Univ of California, Berkeley (Berkeley, CA) "	"$7,965,938 "	$0 	"$1,758,570 "	"$779,541 "	"$1,794,177 "	$550 	"$3,320,429 "	"$5,431,201 "	"$4,256,726 "	"$27,731,619 "	8.40%	7.00%	8.10%	8.40%	33.30%	"398,458"	"33,625"	"$81,950,054 "	"6,987"	"$12,832,621 "	608	"$10,574,879 "	"7,595"	"$23,407,500 "	"$37,878,742 "	"$40,382 "	"$80,512,032 "	"$1,359,328 "	"$37,727,831 "	"$1,042,113 "	"$26,727,717 "	"$9,820,866 "	"$112,627,497 "	"$245,966,241 "	"$251,078,456 "	--	--	--
"Univ of California, Davis (Davis, CA) "	"$666,915 "	$0 	"$75,928 "	"$239,384 "	"$46,242 "	$0 	"$105,756 "	"$140,991 "	"$1,865,858 "	"$3,994,436 "	8.30%	8.70%	7.90%	82.90%	8.70%	"184,794"	"15,367"	"$6,758,144 "	846	"$288,642 "	1	"$2,500 "	847	"$291,142 "	"$23,345,645 "	"$43,256 "	"$13,510,266 "	"$36,319 "	"$10,358,474 "	"$28,993 "	"$19,648,805 "	"$345,287 "	"$53,065,563 "	"$77,670,221 "	"$77,856,028 "	--	--	--
"Univ of California, Irvine (Irvine, CA) "	"$3,176 "	"$12,950 "	"$59,329 "	$0 	"$7,167 "	$0 	"$97,494 "	"$72,868 "	"$923,558 "	"$4,135,529 "	9.60%	--	9.50%	74.10%	7.20%	"84,573"	"8,142"	"$6,029,347 "	0	$0 	0	$0 	0	$0 	"$20,678,794 "	"$34,436 "	"$36,191,342 "	"$1,350 "	"$31,856,706 "	"$175,716 "	"$18,013,157 "	"$496,165 "	"$71,815,705 "	"$84,075,243 "	"$84,351,801 "	--	--	--
"Univ of California, Los Angeles (Los Angeles, CA) "	"$7,269,507 "	$200 	"$1,260,893 "	"$442,040 "	"$6,000 "	$0 	"$942,257 "	"$3,554,677 "	"$171,806 "	"$17,763,452 "	8.90%	8.30%	8.70%	86.80%	15.40%	"336,476"	"30,093"	"$49,206,899 "	"3,380"	"$9,720,771 "	178	"$7,630,441 "	"3,558"	"$17,351,212 "	"$46,396,974 "	"$55,769 "	"$120,689,548 "	"$1,187,184 "	"$86,986,541 "	"$622,501 "	"$34,988,915 "	"$7,234,243 "	"$170,260,179 "	"$319,580,552 "	"$320,222,530 "	--	--	--
"Univ of California, Riverside (Riverside, CA) "	"$132,940 "	$0 	"$2,641 "	$0 	"$6,559 "	"$3,900 "	"$88,699 "	"$22,492 "	"$78,616 "	"$522,466 "	5.40%	5.40%	5.40%	99.40%	9.70%	"60,151"	"3,274"	"$2,927,840 "	463	"$338,368 "	2	"$27,500 "	465	"$365,868 "	"$7,641,530 "	"$22,500 "	"$4,486,792 "	"$18,650 "	"$3,395,247 "	"$140,043 "	"$7,535,310 "	"$338,365 "	"$16,911,573 "	"$30,276,324 "	"$41,537,417 "	--	--	--
"Univ of California, San Diego (La Jolla, CA) "	"$828,860 "	$0 	"$130,215 "	$0 	"$6,451 "	$20 	"$249,802 "	$0 	"$41,138 "	"$1,619,134 "	7.30%	--	6.70%	93.40%	1.30%	"111,236"	"8,152"	"$2,467,780 "	0	$0 	0	$0 	0	$0 	"$19,948,496 "	"$50,307 "	"$67,003,334 "	$0 	"$52,922,525 "	$0 	"$18,829,593 "	$0 	"$112,241,370 "	"$184,925,371 "	"$186,189,615 "	--	--	--
"Univ of California, Santa Barbara (Santa Barbara, CA) "	"$516,109 "	"$25,088 "	"$29,214 "	"$16,254 "	"$10,011 "	"$24,920 "	"$164,139 "	"$153,346 "	"$135,779 "	"$1,916,337 "	6.30%	--	6.10%	18.90%	12.80%	"140,633"	"8,845"	"$7,123,713 "	"1,407"	"$843,149 "	2	"$29,832 "	"1,409"	"$872,981 "	"$9,225,968 "	"$23,337 "	"$17,256,890 "	"$74,950 "	"$12,476,451 "	"$80,957 "	"$7,175,969 "	"$741,114 "	"$32,360,060 "	"$55,566,230 "	"$59,506,930 "	--	--	--
"Univ of California, Santa Cruz (Santa Cruz, CA) "	"$203,120 "	"$1,600 "	"$12,235 "	$0 	"$54,903 "	$858 	"$141,806 "	"$13,864 "	"$126,427 "	"$612,809 "	6.00%	5.40%	5.00%	47.20%	2.90%	"64,187"	"3,850"	"$757,838 "	--	--	--	--	--	--	"$2,743,399 "	"$22,689 "	"$15,306,842 "	"$9,350 "	"$15,236,662 "	"$43,579 "	"$2,621,387 "	"$246,598 "	"$22,675,414 "	"$26,050,711 "	"$26,050,711 "	--	--	--
Univ of Illinois - Chicago (IL) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Univ of Illinois - Urbana-Champaign (Urbana, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) "	"$8,295,155 "	"$2,065,071 "	"$692,252 "	"$366,726 "	"$148,456 "	"$223,897 "	"$857,238 "	"$8,925,892 "	"$1,733,945 "	"$24,189,105 "	18.70%	24.10%	--	78.80%	31.70%	"236,567"	"44,205"	"$75,011,694 "	"10,303"	"$11,765,805 "	475	"$9,892,700 "	"10,778"	"$21,658,505 "	"$27,858,882 "	"$48,171 "	"$76,711,424 "	"$167,501 "	"$62,676,686 "	"$558,592 "	"$22,653,180 "	"$12,384,662 "	"$150,853,156 "	"$236,579,182 "	"$239,206,762 "	--	--	--
"Univ of North Carolina at Charlotte (Charlotte, NC) "	"$211,169 "	$0 	"$5,000 "	$0 	$873 	$406 	"$32,130 "	"$357,012 "	"$2,283 "	"$676,586 "	6.30%	6.00%	5.90%	99.20%	6.60%	"71,656"	"4,522"	"$919,547 "	"2,009"	"$2,436,790 "	7	"$13,300 "	"2,016"	"$2,450,090 "	"$3,855,372 "	"$14,563 "	"$2,347,703 "	"$6,000 "	"$1,160,833 "	"$485,223 "	"$1,948,151 "	"$1,586,791 "	"$6,108,499 "	"$13,887,674 "	"$16,365,766 "	--	--	--
"Univ of North Carolina at Greensboro (Greensboro, NC) "	"$263,559 "	"$185,000 "	$0 	$0 	"$17,428 "	"$102,335 "	"$178,853 "	"$64,693 "	"$75,810 "	"$1,140,413 "	6.30%	7.20%	5.60%	85.50%	53.30%	"87,705"	"5,556"	"$8,067,068 "	498	"$149,295 "	27	"$180,279 "	525	"$329,574 "	"$1,143,416 "	"$17,004 "	"$1,089,885 "	"$3,500 "	"$738,930 "	"$26,151 "	"$427,739 "	"$149,294 "	"$3,566,338 "	"$15,124,785 "	"$15,633,169 "	--	--	--
"Univ. of South Carolina, Columbia (Columbia, SC) "	"$1,720,266 "	"$40,971 "	"$43,910 "	$0 	"$144,553 "	"$1,075 "	"$274,919 "	"$4,275,818 "	$0 	"$6,641,705 "	10.80%	--	10.20%	94.00%	22.30%	"206,473"	"22,370"	"$12,942,970 "	--	--	--	--	--	--	"$21,272,723 "	"$19,020 "	"$7,445,862 "	$0 	"$4,134,702 "	"$1,940,417 "	"$15,512,258 "	"$14,019,679 "	"$39,624,363 "	"$58,081,580 "	"$58,723,834 "	--	--	--
"Univ. of Texas at Arlington (Arlington, TX) "	"$280,149 "	$0 	"$20,850 "	"$6,000 "	"$11,340 "	$278 	"$61,737 "	"$58,114 "	"$7,748 "	"$488,585 "	4.50%	--	4.30%	43.70%	16.50%	"111,927"	"5,082"	"$959,543 "	825	"$202,131 "	78	"$40,820 "	903	"$242,951 "	"$2,466,125 "	"$12,265 "	"$1,099,589 "	$0 	"$1,009,539 "	"$53,298 "	"$1,403,617 "	"$201,032 "	"$3,488,830 "	"$5,829,351 "	"$5,829,351 "	--	--	--
"Univ. of Texas at Austin (Austin, TX) "	"$7,511,408 "	"$80,950 "	"$104,350 "	$910 	"$22,125 "	$0 	"$4,434,339 "	"$19,487,281 "	"$2,567,179 "	"$34,849,834 "	12.70%	13.80%	12.50%	47.90%	26.00%	"417,278"	"53,104"	"$45,819,950 "	"9,783"	"$28,777,225 "	15	"$305,005 "	"9,798"	"$29,082,230 "	"$48,061,349 "	"$28,985 "	"$49,956,745 "	"$2,095,168 "	"$30,947,348 "	"$3,019,549 "	"$20,593,007 "	"$28,777,225 "	"$102,791,542 "	"$176,497,498 "	"$177,546,502 "	--	--	--
"Univ. of Texas at Dallas (Richardson, TX) "	"$22,540 "	$0 	$625 	$0 	$840 	$0 	"$1,495 "	$430 	"$5,085 "	"$112,464 "	2.10%	--	1.90%	73.00%	2.50%	"54,020"	"1,133"	"$412,572 "	0	$0 	0	$0 	0	$0 	"$2,204,407 "	"$15,368 "	"$4,587,057 "	"$136,000 "	"$2,050,309 "	"$27,180 "	"$1,644,568 "	"$187,777 "	"$5,302,478 "	"$16,668,234 "	"$16,668,234 "	--	--	--
"Univ. of Texas at El Paso (El Paso, TX) "	"$276,902 "	$0 	$757 	$0 	"$15,683 "	$0 	"$65,911 "	"$644,878 "	"$32,550 "	"$1,128,643 "	7.60%	--	5.70%	76.70%	11.00%	"79,790"	"6,049"	"$1,512,650 "	"2,661"	"$3,075,295 "	16	"$219,322 "	"2,677"	"$3,294,617 "	"$4,928,410 "	"$11,583 "	"$4,858,810 "	"$78,570 "	"$4,727,242 "	"$1,263,287 "	"$4,379,333 "	"$3,075,295 "	"$12,082,560 "	"$13,702,772 "	"$13,716,693 "	--	--	--
"University of Akron (Akron, OH) "	"$615,743 "	$0 	$0 	$0 	"$5,267 "	$0 	$0 	"$218,665 "	"$150,462 "	"$1,266,731 "	7.20%	7.00%	5.80%	79.30%	22.10%	"149,273"	"10,816"	"$5,576,803 "	"1,730"	"$1,700,510 "	0	$0 	"1,730"	"$1,700,510 "	"$9,819,260 "	"$11,978 "	"$5,468,248 "	"$215,049 "	"$5,006,528 "	"$551,275 "	"$4,585,935 "	"$1,226,343 "	"$13,082,883 "	"$25,226,405 "	"$25,226,405 "	--	--	--
"University of Alabama (Tuscaloosa, AL) "	--	--	--	--	--	--	--	--	--	--	14.70%	--	--	66.10%	42.00%	"211,361"	"31,047"	--	--	--	--	--	--	--	"$15,075,344 "	"$19,148 "	"$4,750,419 "	--	--	--	--	--	"$32,508,793 "	"$57,750,502 "	"$57,759,735 "	--	--	--
"University of Alabama at Birmingham (Birmingham, AL) "	"$527,969 "	$0 	"$33,974 "	"$100,628 "	"$3,165 "	$0 	"$102,478 "	"$418,936 "	"$585,494 "	"$1,773,735 "	10.70%	11.90%	9.30%	100.00%	4.00%	"87,737"	"9,379"	"$2,992,262 "	0	$0 	0	$0 	0	$0 	"$17,213,928 "	"$50,687 "	"$27,254,381 "	"$604,271 "	"$20,167,786 "	"$687,194 "	"$13,648,399 "	"$2,869,537 "	"$56,847,103 "	"$75,277,227 "	"$75,584,742 "	--	--	--
"University of Alabama in Huntsville (Huntsville, AL) "	"$65,065 "	"$20,000 "	"$1,310 "	$0 	$75 	$0 	"$9,710 "	"$20,845 "	"$17,487 "	"$153,779 "	5.50%	6.20%	4.90%	81.70%	12.50%	"25,638"	"1,402"	"$650,363 "	"1,308"	"$180,080 "	0	$0 	"1,308"	"$180,080 "	"$2,165,080 "	"$16,236 "	"$421,091 "	$0 	"$345,075 "	"$40,386 "	"$1,945,096 "	"$180,079 "	"$2,952,693 "	"$5,216,996 "	"$5,216,996 "	--	--	--
"University of Alaska, Fairbanks (Fairbanks, AK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Arizona (Tucson, AZ) "	"$6,150,180 "	"$101,373 "	"$981,910 "	"$525,798 "	"$130,568 "	$0 	"$746,235 "	"$2,079,751 "	"$39,304 "	"$13,633,229 "	7.00%	7.20%	6.80%	75.00%	24.40%	"231,843"	"16,304"	"$29,563,333 "	"7,929"	"$8,314,271 "	451	"$4,091,045 "	"8,380"	"$12,405,316 "	"$27,958,979 "	"$28,567 "	"$29,991,461 "	"$457,769 "	"$22,900,474 "	"$1,356,254 "	"$22,761,107 "	"$6,519,237 "	"$84,467,940 "	"$121,019,697 "	"$122,820,744 "	--	--	--
"University of Arkansas (Fayetteville, AR) "	"$1,279,639 "	"$50,648 "	"$1,052 "	"$179,535 "	"$201,901 "	$0 	"$335,154 "	"$3,459,490 "	"$133,924 "	"$5,857,919 "	16.00%	20.30%	11.70%	51.30%	16.70%	"118,656"	"19,002"	"$15,416,160 "	832	"$10,955,208 "	0	$0 	832	"$10,955,208 "	"$45,506,205 "	"$28,124 "	"$17,889,392 "	"$75,438 "	"$4,791,631 "	"$3,597,147 "	"$9,986,633 "	"$10,881,263 "	"$30,678,201 "	"$92,302,688 "	"$92,652,224 "	--	--	--
"University of Arkansas at Little Rock (Little Rock, AR) "	"$1,120 "	$300 	$0 	"$5,163 "	$116 	$0 	"$2,513 "	"$25,086 "	"$14,744 "	"$50,225 "	0.30%	--	--	0.90%	3.50%	"129,891"	356	"$56,350 "	--	--	--	--	--	--	"$201,587 "	"$9,870 "	"$1,010,891 "	"$1,100 "	"$510,891 "	"$99,353 "	"$139,172 "	"$283,027 "	"$1,022,026 "	"$1,623,961 "	"$1,623,961 "	--	--	--
"University of Central Florida (Orlando, FL) "	"$239,657 "	$0 	"$11,200 "	$0 	"$1,877 "	$0 	"$74,960 "	"$621,898 "	"$195,517 "	"$1,203,419 "	5.20%	4.90%	4.90%	64.00%	5.10%	"161,680"	"8,404"	"$1,586,679 "	"2,642"	"$1,647,290 "	41	"$1,113,445 "	"2,683"	"$2,760,735 "	"$14,752,368 "	"$12,382 "	"$5,720,882 "	"$8,271 "	"$796,164 "	"$407,102 "	"$9,574,326 "	"$1,495,702 "	"$13,017,570 "	"$31,099,415 "	"$31,105,437 "	--	--	--
"University of Cincinnati (Cincinnati, OH) "	"$2,385,017 "	"$69,020 "	"$357,086 "	"$2,239,710 "	"$8,210 "	"$341,093 "	"$282,284 "	"$2,519,994 "	"$124,640 "	"$8,625,983 "	7.90%	7.60%	5.60%	100.00%	45.00%	"237,452"	"18,795"	"$31,824,425 "	"2,120"	"$4,191,093 "	53	"$7,517,320 "	"2,173"	"$11,708,413 "	"$13,258,806 "	"$25,686 "	"$16,434,092 "	"$186,553 "	"$12,722,676 "	"$457,827 "	"$10,496,735 "	"$4,191,093 "	"$36,204,439 "	"$70,706,310 "	"$70,907,220 "	--	--	--
"University of Colorado Foundation (Boulder, CO) "	"$2,882,406 "	"$69,325 "	"$969,544 "	"$125,822 "	"$43,498 "	"$1,181,545 "	"$1,060,091 "	"$271,247 "	"$3,393,302 "	"$11,151,264 "	6.00%	6.30%	5.60%	92.60%	20.60%	"303,368"	"18,315"	"$18,147,475 "	"1,555"	"$2,070,424 "	124	"$77,338 "	"1,679"	"$2,147,762 "	"$22,824,063 "	"$26,018 "	"$23,782,265 "	"$58,150 "	"$21,076,151 "	"$108,295 "	"$16,332,246 "	"$624,716 "	"$66,282,909 "	"$88,180,436 "	"$88,380,956 "	--	--	--
"University of Connecticut Foundation (Storrs, CT) "	"$810,586 "	"$1,080 "	"$4,621 "	$463 	"$36,787 "	$566 	"$178,322 "	"$2,558,118 "	"$908,890 "	"$5,028,124 "	11.50%	11.40%	11.00%	83.40%	18.60%	"171,992"	"19,781"	"$8,848,349 "	"9,263"	"$12,556,620 "	856	"$3,943,393 "	"10,119"	"$16,500,013 "	"$20,008,741 "	"$32,324 "	"$5,115,858 "	"$126,658 "	"$3,635,743 "	"$6,497,072 "	"$16,612,931 "	"$12,556,620 "	"$33,211,889 "	"$47,539,415 "	"$47,734,578 "	--	--	--
"University of Delaware (Newark, DE) "	"$807,293 "	$0 	$475 	"$37,104 "	"$66,273 "	"$1,490 "	"$102,369 "	"$459,873 "	"$78,601 "	"$2,422,884 "	10.60%	--	9.90%	97.90%	11.90%	"127,855"	"13,536"	"$5,633,780 "	0	$0 	0	$0 	0	$0 	"$22,112,548 "	"$29,262 "	"$12,484,049 "	"$2,500 "	"$7,886,959 "	"$394,362 "	"$6,260,243 "	"$1,282,520 "	"$20,425,824 "	"$47,479,287 "	"$47,815,607 "	--	--	--
"University of Florida (Gainesville, FL) "	--	--	--	--	--	--	--	--	--	--	16.80%	--	--	97.20%	22.40%	"282,075"	"47,435"	--	--	--	--	--	--	--	"$29,263,049 "	"$31,910 "	"$33,192,665 "	--	--	--	--	--	"$93,416,731 "	"$156,528,568 "	"$161,276,756 "	--	--	--
"University of Georgia (Athens, GA) "	"$4,022,754 "	"$1,000 "	"$2,200 "	"$137,761 "	"$36,981 "	$211 	"$46,371 "	"$14,137,187 "	"$165,896 "	"$19,411,677 "	13.60%	14.50%	13.30%	94.80%	40.70%	"227,852"	"31,023"	"$28,250,192 "	"18,893"	"$27,810,624 "	236	"$911,862 "	"19,129"	"$28,722,486 "	"$10,284,288 "	"$33,407 "	"$10,697,255 "	"$314,377 "	"$5,618,162 "	"$1,690,477 "	"$7,865,454 "	"$22,691,676 "	"$44,105,826 "	"$69,482,991 "	"$69,565,028 "	--	--	--
"University of Hawaii Foundation (Honolulu, HI) "	"$339,758 "	"$49,566 "	"$41,377 "	"$23,985 "	"$49,778 "	$0 	"$713,841 "	"$202,132 "	"$987,034 "	"$2,508,525 "	7.30%	7.20%	6.90%	100.00%	12.90%	"187,928"	"13,781"	"$3,636,318 "	--	--	--	--	--	--	"$5,530,512 "	"$23,226 "	"$9,172,708 "	"$156,160 "	"$8,372,230 "	"$467,413 "	"$4,402,914 "	"$2,736,241 "	"$23,463,766 "	"$28,115,185 "	"$28,844,042 "	--	--	--
"University of Houston (Houston, TX) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Idaho (Moscow, ID) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Iowa (Iowa City, IA) "	"$4,268,270 "	"$167,522 "	"$553,812 "	"$60,584 "	"$195,372 "	$0 	"$1,072,315 "	"$5,832,789 "	"$2,315,614 "	"$15,201,182 "	14.30%	14.70%	13.70%	62.50%	29.70%	"245,586"	"35,115"	"$30,353,846 "	"12,574"	"$15,245,161 "	"1,767"	"$4,941,670 "	"14,341"	"$20,186,831 "	"$14,747,471 "	"$37,775 "	"$17,808,827 "	"$302,770 "	"$10,283,097 "	"$3,308,216 "	"$7,611,962 "	"$13,922,250 "	"$56,940,273 "	"$102,224,654 "	"$103,271,605 "	--	--	--
"University of Kansas (Lawrence, KS) "	"$2,916,681 "	"$70,644 "	"$169,393 "	"$18,762 "	"$29,183 "	"$834,348 "	"$1,251,598 "	"$9,508,413 "	"$1,788,530 "	"$18,342,029 "	20.80%	20.50%	13.40%	83.00%	31.80%	"184,871"	"38,472"	"$31,682,771 "	"7,416"	"$20,040,349 "	141	"$671,608 "	"7,557"	"$20,711,957 "	"$19,782,216 "	"$26,971 "	"$33,587,189 "	"$2,215,066 "	"$27,674,856 "	"$4,879,337 "	"$18,015,028 "	"$20,136,399 "	"$74,714,666 "	"$99,683,351 "	"$101,112,152 "	--	--	--
