Private Research/Doctoral / FY2003 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Southern Methodist University (Dallas, TX) "	"$487,893 "	"$25,289 "	"$6,080 "	"$16,100 "	"$102,639 "	"$5,150 "	"$313,581 "	"$2,120,855 "	"$665,027 "	"$4,362,635 "	15.40%	--	14.90%	93.60%	29.00%	"71,634"	"11,013"	"$11,229,648 "	--	--	--	--	--	--	"$7,227,011 "	"$20,245 "	"$12,278,251 "	"$299,310 "	"$2,031,302 "	"$673,033 "	"$2,771,368 "	"$3,389,208 "	"$13,991,124 "	"$38,747,917 "	"$38,976,287 "	--	--	--
"Spalding University (Louisville, KY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Stanford University (Stanford, CA) "	"$41,711,142 "	"$1,448,746 "	"$3,681,650 "	$0 	"($5,438)"	"$23,836 "	"$2,362,901 "	"$169,973 "	"$30,664 "	"$65,175,510 "	30.50%	39.30%	--	98.90%	29.20%	"152,209"	"46,410"	"$141,818,211 "	"7,966"	"$7,423,679 "	404	"$10,538,450 "	"8,370"	"$17,962,129 "	"$38,295,121 "	"$102,289 "	"$125,707,524 "	"$1,400 "	"$58,797,955 "	"$11,470 "	"$30,523,367 "	"$430,042 "	"$252,300,680 "	"$486,075,131 "	"$486,075,131 "	--	--	--
"Stevens Institute of Technology (Hoboken, NJ) "	"$6,250 "	$0 	"$10,200 "	$0 	"$1,335 "	$0 	"$50,913 "	$0 	"$24,730 "	"$1,678,789 "	27.00%	--	24.30%	95.70%	52.50%	"12,397"	"3,347"	"$5,224,225 "	--	--	--	--	--	--	"$1,519,456 "	"$22,142 "	"$1,664,459 "	$0 	"$1,038,349 "	$0 	"$477,256 "	$0 	"$4,242,800 "	"$9,949,909 "	"$10,396,342 "	--	--	--
"Syracuse University (Syracuse, NY) "	"$1,896,321 "	"$2,500 "	"$1,875 "	$0 	"$17,414 "	$0 	"$859,383 "	"$21,743 "	"$2,926,808 "	"$7,955,598 "	11.30%	11.80%	10.50%	98.10%	33.30%	"183,688"	"20,672"	"$12,314,393 "	"5,452"	"$4,763,400 "	295	"$997,846 "	"5,747"	"$5,761,246 "	"$11,595,178 "	"$24,927 "	"$8,435,239 "	$0 	"$6,308,974 "	"$5,548 "	"$8,205,022 "	"$33,206 "	"$25,530,379 "	"$36,973,189 "	"$38,389,542 "	--	--	--
"Teachers College, Columbia University (New York, NY) "	"$3,580 "	$0 	$500 	$0 	"$9,663 "	"$2,000 "	"$126,041 "	$0 	"$34,499 "	"$1,113,351 "	4.80%	--	4.80%	49.90%	8.80%	"99,619"	"4,808"	"$1,610,518 "	0	$0 	0	$0 	0	$0 	"$671,730 "	"$22,164 "	"$14,666,876 "	$0 	"$12,919,387 "	$0 	"$646,630 "	$0 	"$15,739,829 "	"$18,248,292 "	"$18,473,281 "	--	--	--
"Texas Christian University (Fort Worth, TX) "	"$155,201 "	$0 	$0 	"$2,950 "	"$3,320 "	$0 	"$31,875 "	"$954,222 "	"$51,371 "	"$2,347,532 "	24.60%	27.50%	23.80%	92.20%	33.20%	"54,833"	"13,501"	"$8,684,105 "	"2,970"	"$2,075,847 "	279	"$4,608,799 "	"3,249"	"$6,684,646 "	"$2,843,529 "	"$22,281 "	"$9,984,818 "	"$360,930 "	"$2,178,131 "	"$360,411 "	"$2,005,194 "	"$2,075,847 "	"$8,407,079 "	"$26,174,600 "	"$26,523,878 "	--	--	--
"The George Washington University (Washington, DC) "	"$1,387,652 "	"$2,000 "	"$23,797 "	$0 	"$127,287 "	"$10,200 "	"$246,034 "	"$109,028 "	"$201,186 "	"$3,463,733 "	8.70%	--	8.50%	98.40%	25.30%	"162,419"	"14,050"	"$14,838,197 "	379	"$203,905 "	1	"$1,000 "	380	"$204,905 "	"$10,578,756 "	"$26,413 "	"$16,345,646 "	"$1,250 "	"$15,258,926 "	"$7,600 "	"$9,890,490 "	"$217,900 "	"$41,626,400 "	"$58,655,420 "	"$59,343,990 "	--	--	--
"Trevecca Nazarene University (Nashville, TN) "	"$1,600 "	$0 	$0 	$0 	$0 	$0 	"$32,622 "	$0 	"$50,112 "	"$126,550 "	31.70%	--	9.20%	100.00%	20.30%	"10,100"	"3,201"	"$827,598 "	0	$0 	0	$0 	0	$0 	"$297,631 "	"$12,075 "	"$5,000 "	$0 	"$4,000 "	$0 	"$236,411 "	$0 	"$3,139,473 "	"$4,077,987 "	"$4,153,339 "	--	--	--
"Trinity International University (Deerfield, IL) "	"$3,815 "	$0 	$0 	"$1,967 "	$0 	$0 	"$9,685 "	"$2,178 "	"$45,145 "	"$336,250 "	10.20%	--	9.70%	64.80%	12.80%	"17,894"	"1,834"	"$514,523 "	519	"$31,408 "	0	$0 	519	"$31,408 "	"$283,177 "	"$9,682 "	"$454,807 "	$50 	"$433,707 "	"$2,150 "	"$277,577 "	"$39,212 "	"$3,586,610 "	"$4,019,330 "	"$4,043,808 "	--	--	--
"Tufts University (Medford, MA) "	"$563,681 "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$10,866,080 "	"$16,622,608 "	27.40%	27.80%	25.30%	59.10%	30.40%	"76,493"	"20,960"	"$20,872,474 "	--	--	--	--	--	--	"$7,972,688 "	"$44,211 "	"$32,666,586 "	$0 	"$13,163,783 "	$0 	"$7,185,408 "	$0 	"$42,841,055 "	"$68,752,969 "	"$70,068,894 "	--	--	--
"Tulane University (New Orleans, LA) "	--	--	--	--	--	--	--	--	--	--	11.90%	--	--	97.40%	19.00%	"64,175"	"7,616"	--	--	--	--	--	--	--	"$7,748,356 "	"$46,480 "	"$16,100,112 "	--	--	--	--	--	"$32,172,013 "	"$50,650,772 "	"$51,951,980 "	--	--	--
"Union Institute & University (Cincinnati, OH) "	$0 	$0 	$0 	$0 	$0 	$0 	"$19,745 "	$0 	"$34,072 "	"$87,842 "	2.40%	--	2.30%	100.00%	34.10%	"16,773"	401	"$92,425 "	0	$0 	0	$0 	0	$0 	"$14,340 "	"$13,767 "	"$90,150 "	$0 	"$90,150 "	$0 	"$14,290 "	$0 	"$263,238 "	"$271,051 "	"$271,051 "	--	--	--
"University of Bridgeport (Bridgeport, CT) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Chicago (Chicago, IL) "	"$2,512,157 "	"$200,000 "	"$1,457,048 "	$565 	"$93,322 "	$0 	"$1,102,956 "	"$14,095 "	"$5,418,270 "	"$19,231,619 "	22.50%	27.40%	21.40%	98.50%	25.80%	"112,324"	"25,316"	"$45,487,230 "	144	"$23,369 "	197	"$730,255 "	341	"$753,624 "	"$11,082,909 "	"$73,132 "	"$70,203,037 "	$300 	"$57,123,919 "	"$1,600 "	"$9,982,571 "	"$23,369 "	"$109,360,471 "	"$157,753,578 "	"$163,592,019 "	--	--	--
"University of Dayton (Dayton, OH) "	--	--	--	--	--	--	--	--	--	--	17.90%	--	--	96.50%	52.80%	"88,263"	"15,802"	--	--	--	--	--	--	--	"$2,108,767 "	"$19,299 "	"$1,052,050 "	--	--	--	--	--	"$9,328,388 "	"$20,316,211 "	"$20,406,976 "	--	--	--
"University of Denver (Denver, CO) "	"$7,517,690 "	"$36,288 "	"$22,083 "	"$42,362 "	"$9,300 "	"$6,250 "	"$526,741 "	$0 	"$3,440,508 "	"$12,416,645 "	10.50%	--	9.90%	87.50%	44.10%	"82,147"	"8,649"	"$15,361,161 "	0	$0 	0	$0 	0	$0 	"$3,563,567 "	"$19,634 "	"$6,453,976 "	$0 	"$2,395,149 "	$0 	"$2,143,964 "	$0 	"$22,394,163 "	"$34,802,657 "	"$35,000,993 "	--	--	--
"University of Hartford (West Hartford, CT) "	"$13,190 "	$0 	$75 	"$1,241 "	"$1,080 "	$65 	"$37,675 "	"$56,133 "	"$188,143 "	"$672,544 "	7.70%	8.10%	7.10%	97.00%	10.60%	"49,036"	"3,752"	"$836,948 "	--	--	--	--	--	--	"$1,261,867 "	"$17,569 "	"$1,813,640 "	"$5,000 "	"$1,547,065 "	"$37,508 "	"$766,218 "	"$130,245 "	"$4,578,738 "	"$7,923,608 "	"$7,923,608 "	--	--	--
"University of La Verne (La Verne, CA) "	--	--	--	--	--	--	--	--	--	--	6.80%	--	--	25.50%	12.60%	"39,262"	"2,659"	--	--	--	--	--	--	--	"$316,102 "	"$10,879 "	"$1,203,891 "	--	--	--	--	--	"$2,539,572 "	"$6,207,536 "	"$6,217,536 "	--	--	--
"University of Miami (Coral Gables, FL) "	"$2,219,212 "	$0 	"$291,861 "	$0 	"$24,198 "	$0 	"$1,522,628 "	$0 	"$240,516 "	"$4,456,492 "	14.80%	15.10%	12.60%	66.40%	8.20%	"109,756"	"16,286"	"$7,532,010 "	"7,978"	"$4,388,780 "	573	"$1,897,915 "	"8,551"	"$6,286,695 "	"$16,191,960 "	"$46,097 "	"$34,860,598 "	$0 	"$25,203,204 "	$0 	"$11,109,530 "	$0 	"$60,688,123 "	"$91,975,043 "	"$92,769,907 "	--	--	--
"University of Notre Dame (Notre Dame, IN) "	"$1,398,223 "	$0 	"$324,081 "	"$538,135 "	"$96,965 "	"$277,568 "	"$1,052,372 "	"$148,406 "	"$1,646,719 "	"$19,159,194 "	43.50%	49.20%	38.20%	94.30%	41.60%	"102,737"	"44,654"	"$46,974,457 "	3	"$5,850 "	357	"$1,485,377 "	360	"$1,491,227 "	"$14,661,325 "	"$38,225 "	"$26,696,124 "	$0 	"$11,799,536 "	"$31,865 "	"$8,250,671 "	"$206,436 "	"$47,744,411 "	"$113,033,119 "	"$113,887,147 "	--	--	--
"University of Pennsylvania (Philadelphia, PA) "	$0 	"$553,802 "	"$372,648 "	$0 	"$133,333 "	"$153,608 "	"$1,190,773 "	"$1,997,906 "	"$15,445,043 "	"$31,428,286 "	27.50%	40.50%	26.00%	84.90%	41.70%	"239,795"	"65,943"	"$164,808,079 "	"2,770"	"$2,813,112 "	274	"$715,770 "	"3,044"	"$3,528,882 "	"$43,464,145 "	"$67,663 "	"$97,534,715 "	"$320,050 "	"$45,711,131 "	"$257,978 "	"$40,008,071 "	"$2,823,221 "	"$160,176,194 "	"$394,978,803 "	"$399,640,772 "	--	--	--
"University of Rochester (Rochester, NY) "	"$2,147,718 "	$637 	"$116,076 "	$0 	"$87,234 "	$0 	"$498,222 "	"$74,898 "	"$4,236,930 "	"$7,205,363 "	17.80%	19.50%	17.30%	91.00%	22.60%	"84,021"	"14,949"	"$12,825,026 "	485	"$103,485 "	190	"$606,345 "	675	"$709,830 "	"$8,878,713 "	"$76,711 "	"$11,457,655 "	"$3,700 "	"$9,320,318 "	"$5,313 "	"$7,846,672 "	"$98,851 "	"$40,163,151 "	"$56,731,922 "	"$59,429,981 "	--	--	--
"University of Saint Thomas (Saint Paul, MN) "	"$26,428 "	"$5,980 "	"$2,404 "	"$4,987 "	"$1,220 "	$0 	"$112,379 "	"$16,769 "	"$297,040 "	"$1,128,886 "	9.00%	12.30%	8.60%	76.10%	32.10%	"63,017"	"5,698"	"$4,643,950 "	--	--	--	--	--	--	"$2,125,805 "	"$14,582 "	"$4,409,241 "	$50 	"$1,998,375 "	$25 	"$1,690,980 "	"$22,632 "	"$6,050,397 "	"$14,454,153 "	"$14,469,402 "	--	--	--
"University of San Diego (San Diego, CA) "	"$106,025 "	$0 	$25 	"$2,650 "	"$3,273 "	$0 	"$73,499 "	"$129,012 "	"$170,841 "	"$602,426 "	7.10%	8.30%	6.40%	86.60%	27.20%	"44,480"	"3,139"	"$6,058,046 "	"1,195"	"$759,398 "	1	"$10,310 "	"1,196"	"$769,708 "	"$2,248,714 "	"$19,541 "	"$2,653,135 "	"$57,595 "	"$2,045,385 "	"$154,556 "	"$1,729,048 "	"$690,871 "	"$7,074,896 "	"$22,276,458 "	"$22,276,458 "	--	--	--
"University of San Francisco (San Francisco, CA) "	"$465,980 "	"$25,000 "	$100 	"$50,088 "	"$17,518 "	$50 	"$55,540 "	"$225,018 "	"$50,195 "	"$1,631,523 "	7.90%	--	8.10%	75.00%	27.60%	"80,236"	"6,352"	"$5,435,407 "	770	"$935,007 "	86	"$361,891 "	856	"$1,296,898 "	"$565,391 "	"$21,344 "	"$5,649,456 "	"$6,648 "	"$1,969,222 "	"$25,948 "	"$415,676 "	"$452,940 "	"$5,913,713 "	"$19,672,817 "	"$19,709,668 "	--	--	--
"University of Southern California (Los Angeles, CA) "	"$7,232,367 "	$0 	"$779,000 "	$0 	"$167,309 "	$0 	"$746,872 "	$0 	"$5,578,689 "	"$17,434,922 "	30.00%	30.00%	26.60%	99.30%	14.10%	"174,379"	"52,342"	"$40,572,194 "	--	--	--	--	--	--	"$54,024,354 "	"$41,197 "	"$112,226,152 "	$0 	"$47,017,124 "	$0 	"$45,551,530 "	$0 	"$170,853,494 "	"$288,208,475 "	"$305,981,845 "	--	--	--
"University of the Pacific (Stockton, CA) "	"$592,518 "	$0 	$0 	$0 	"$17,891 "	"$6,490 "	"$40,210 "	"$131,379 "	"$79,650 "	"$1,267,374 "	9.70%	10.90%	8.10%	95.60%	26.80%	"47,735"	"4,609"	"$5,833,355 "	"1,200"	"$1,097,682 "	1	"$1,000 "	"1,201"	"$1,098,682 "	"$1,960,620 "	"$29,222 "	"$5,372,240 "	"$52,000 "	"$588,818 "	"$710,607 "	"$1,135,683 "	"$1,097,682 "	"$5,466,869 "	"$21,766,131 "	"$22,647,947 "	--	--	--
"University of Tulsa (Tulsa, OK) "	"$3,812 "	$0 	"$24,400 "	"$69,700 "	"$25,883 "	"$7,960 "	"$31,860 "	"$819,879 "	"$73,111 "	"$1,627,445 "	17.20%	18.90%	10.60%	92.90%	11.10%	"32,616"	"5,594"	"$2,213,316 "	25	"$40,129 "	2	"$1,474 "	27	"$41,603 "	"$3,835,520 "	"$24,486 "	"$4,828,203 "	"$206,875 "	"$1,619,621 "	"$778,960 "	"$2,702,897 "	"$2,640,773 "	"$8,107,950 "	"$20,027,726 "	"$20,027,726 "	--	--	--
"Vanderbilt University (Nashville, TN) "	"$3,105,680 "	"$1,400 "	"$335,041 "	"$17,534 "	"$54,139 "	$25 	"$2,505,525 "	"$538,770 "	"$2,136,695 "	"$8,728,120 "	21.80%	25.20%	20.90%	97.30%	28.30%	"103,044"	"22,419"	"$27,827,820 "	422	"$884,019 "	0	$0 	422	"$884,019 "	"$12,513,163 "	"$62,928 "	"$29,872,521 "	"$195,056 "	"$18,849,858 "	"$22,770 "	"$10,623,869 "	"$907,613 "	"$51,042,855 "	"$98,298,088 "	"$98,800,492 "	--	--	--
"Wake Forest University (Winston-Salem, NC) "	"$1,858,790 "	$100 	"$103,612 "	"$5,618 "	"$2,063 "	"$2,138 "	"$95,330 "	"$2,448,169 "	"$35,473 "	"$6,158,559 "	31.80%	--	28.60%	85.00%	21.80%	"45,268"	"14,407"	"$11,780,414 "	"4,167"	"$6,202,567 "	214	"$1,780,152 "	"4,381"	"$7,982,719 "	"$9,288,673 "	"$106,322 "	"$18,225,268 "	"$134,974 "	"$12,023,054 "	"$1,159,165 "	"$5,918,802 "	"$5,033,132 "	"$31,394,230 "	"$54,125,902 "	"$57,211,664 "	--	--	--
"Washington University (St. Louis, MO) "	"$6,338,109 "	"$75,500 "	"$417,210 "	"$2,014 "	"$91,393 "	"$70,874 "	"$2,048,363 "	"$198,091 "	"$2,176,940 "	"$12,416,792 "	27.60%	28.10%	20.00%	91.70%	24.70%	"103,644"	"28,586"	"$26,734,663 "	941	"$288,003 "	6	"$483,765 "	947	"$771,768 "	"$24,457,306 "	"$106,072 "	"$25,938,037 "	"$1,880 "	"$17,509,998 "	"$36,163 "	"$7,330,580 "	"$288,003 "	"$56,291,553 "	"$108,055,674 "	"$110,229,782 "	--	--	--
"Widener University (Chester, PA) "	$145 	$0 	$0 	"$2,915 "	$260 	$0 	"$16,409 "	"$10,420 "	"$3,260 "	"$477,804 "	12.40%	--	10.50%	90.00%	37.50%	"34,931"	"4,345"	"$2,647,914 "	17	"$15,920 "	1	"$1,000 "	18	"$16,920 "	"$263,799 "	"$15,160 "	"$1,784,510 "	$0 	"$274,310 "	"$5,000 "	"$149,615 "	"$15,920 "	"$1,606,945 "	"$7,054,300 "	"$8,900,335 "	--	--	--
"William Marsh Rice University (Houston, TX) "	"$161,563 "	$0 	"$8,251 "	$0 	"$114,714 "	"$36,000 "	"$34,325 "	"$620,417 "	"$3,826,693 "	"$7,943,412 "	30.40%	36.10%	28.40%	91.30%	32.50%	"38,781"	"11,783"	"$19,323,514 "	--	--	--	--	--	--	"$9,703,621 "	"$56,473 "	"$18,790,714 "	"$8,080 "	"$10,793,887 "	"$37,973 "	"$4,299,567 "	"$1,075,386 "	"$26,227,955 "	"$57,175,554 "	"$57,930,193 "	--	--	--
"Wilmington College (New Castle, DE) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Yale University (New Haven, CT) "	"$7,671,530 "	"$330,054 "	"$2,257,917 "	$0 	"$16,460 "	"$307,859 "	"$6,195,319 "	"$2,118,128 "	"$12,504,631 "	"$44,078,275 "	32.50%	--	31.80%	92.60%	45.40%	"129,798"	"42,234"	"$99,237,762 "	--	--	--	--	--	--	"$15,581,128 "	"$146,455 "	"$63,692,838 "	"$1,172,860 "	"$48,128,625 "	"$123,723 "	"$11,266,930 "	"$3,794,804 "	"$127,644,265 "	"$218,488,172 "	"$222,088,800 "	--	--	--
"Yeshiva University (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
																																						
Mean	"$2,286,233 "	"$62,434 "	"$414,324 "	"$18,138 "	"$56,210 "	"$126,029 "	"$536,214 "	"$457,651 "	"$2,293,563 "	"$9,637,693 "	17.60%	25.20%	16.90%	86.60%	27.20%	"84,919"	"15,906"	"$22,685,918 "	"1,267"	"$1,066,352 "	110	"$736,020 "	"1,348"	"$1,764,024 "	"$10,439,995 "	"$44,851 "	"$24,123,385 "	"$108,756 "	"$14,529,241 "	"$120,051 "	"$7,174,717 "	"$871,848 "	"$44,845,668 "	"$80,933,793 "	"$82,374,763 "	--	--	--
Max Value	"$41,711,142 "	"$1,448,746 "	"$6,414,969 "	"$538,135 "	"$500,239 "	"$4,425,610 "	"$6,195,319 "	"$4,914,163 "	"$40,789,968 "	"$65,175,510 "	45.80%	61.30%	45.60%	100.00%	63.40%	"316,474"	"75,023"	"$164,808,079 "	"7,978"	"$7,423,679 "	740	"$10,538,450 "	"8,551"	"$17,962,129 "	"$54,650,775 "	"$225,169 "	"$140,588,401 "	"$2,936,025 "	"$100,090,990 "	"$1,188,955 "	"$45,551,530 "	"$12,333,795 "	"$252,300,680 "	"$544,793,619 "	"$555,639,350 "	--	--	--
75th Percentile	"$1,432,987 "	"$29,200 "	"$116,076 "	"$2,915 "	"$91,393 "	"$23,836 "	"$526,741 "	"$536,766 "	"$2,176,940 "	"$12,416,645 "	23.70%	32.10%	23.80%	97.80%	34.10%	"109,756"	"22,419"	"$21,220,372 "	"1,195"	"$1,097,682 "	214	"$715,770 "	"1,196"	"$1,681,573 "	"$12,513,163 "	"$56,473 "	"$29,872,521 "	"$17,600 "	"$17,190,317 "	"$66,785 "	"$8,205,022 "	"$907,613 "	"$51,285,874 "	"$91,975,043 "	"$92,769,907 "	--	--	--
50th Percentile (median)	"$449,441 "	$0 	"$3,052 "	$0 	"$10,323 "	$63 	"$119,210 "	"$37,089 "	"$179,492 "	"$3,328,437 "	15.60%	24.60%	14.00%	91.20%	25.40%	"71,680"	"11,471"	"$8,684,105 "	497	"$144,687 "	3	"$9,153 "	527	"$556,254 "	"$4,386,597 "	"$26,889 "	"$8,648,755 "	"$1,150 "	"$4,624,582 "	"$10,624 "	"$2,702,897 "	"$91,117 "	"$15,802,173 "	"$31,698,388 "	"$32,445,856 "	--	--	--
25th Percentile	"$22,497 "	$0 	$0 	$0 	"$1,335 "	$0 	"$37,675 "	$0 	"$50,112 "	"$1,121,796 "	9.70%	15.20%	8.60%	81.20%	15.40%	"34,931"	"4,044"	"$2,368,531 "	7	"$11,517 "	0	$0 	18	"$16,920 "	"$1,157,101 "	"$19,186 "	"$2,635,652 "	$0 	"$1,233,621 "	$0 	"$646,630 "	$0 	"$5,913,713 "	"$12,617,901 "	"$12,617,901 "	--	--	--
Min Value	$0 	$0 	$0 	$0 	"($5,438)"	$0 	$0 	$0 	$0 	"$87,842 "	2.40%	6.90%	2.20%	25.50%	3.20%	"10,100"	401	"$92,425 "	0	$0 	0	$0 	0	$0 	"$14,340 "	"$6,194 "	"$5,000 "	$0 	"$4,000 "	$0 	"$14,290 "	$0 	"$263,238 "	"$271,051 "	"$271,051 "	--	--	--
Number of Institutions	66	66	66	66	66	66	66	66	66	67	80	42	61	80	80	80	80	67	46	46	46	46	47	47	80	80	80	66	67	66	67	66	80	80	80	0	0	0
Reporting Valid (non-null) Data																																						
Total Number of Institutions	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101
																																						
©2010 CAE	Privacy Policy - Disclaimer 																																					
