Private Research/Doctoral / FY2009 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Southern Methodist University (Dallas, TX) "	"$3,716,898 "	"$36,789 "	"$53,105 "	"$54,288 "	"$80,121 "	$625 	"$1,875,780 "	"$2,556,916 "	"$433,728 "	"$9,492,457 "	16.30%	--	15.70%	96.80%	16.70%	"90,783"	"14,754"	"$17,352,138 "	--	--	--	--	--	--	"$10,105,028 "	"$37,112 "	"$63,977,432 "	"$930,725 "	"$18,292,109 "	"$489,780 "	"$2,713,825 "	"$4,485,263 "	"$34,899,204 "	"$103,746,850 "	"$104,106,928 "	--	--	--
"Spalding University (Louisville, KY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Stanford University (Stanford, CA) "	"$26,851,949 "	"$3,968,805 "	"$8,583,304 "	$0 	"$40,929 "	$0 	"$1,315,036 "	"$190,352 "	"$9,045,615 "	"$69,594,737 "	27.00%	--	--	98.90%	30.20%	"167,623"	"45,241"	"$193,318,720 "	--	--	--	--	--	--	"$70,363,313 "	"$142,074 "	"$94,697,479 "	"$176,000 "	"$77,626,359 "	"$46,235 "	"$48,625,771 "	"$713,444 "	"$334,068,451 "	"$640,107,311 "	"$640,107,341 "	--	--	--
"Stevens Institute of Technology (Hoboken, NJ) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Syracuse University (Syracuse, NY) "	"$2,684,456 "	"$75,290 "	"$5,558 "	$0 	"$31,420 "	"$2,000 "	"$1,973,533 "	"$24,114 "	"$5,899,611 "	"$13,415,683 "	8.20%	8.50%	7.80%	64.60%	35.80%	"216,683"	"17,688"	"$21,269,755 "	"5,240"	"$9,614,499 "	189	"$1,590,237 "	"5,429"	"$11,204,736 "	"$16,766,408 "	"$42,355 "	"$14,362,910 "	$0 	"$8,423,412 "	"$7,750 "	"$16,265,138 "	"$49,889 "	"$43,800,332 "	"$59,471,479 "	"$59,805,746 "	--	--	--
"Teachers College, Columbia University (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Texas Christian University (Fort Worth, TX) "	"$292,062 "	"$50,000 "	$0 	"$4,033 "	"$5,125 "	$0 	"$105,775 "	"$2,362,021 "	"$149,376 "	"$4,186,418 "	16.00%	18.00%	15.50%	88.30%	32.50%	"70,296"	"11,238"	"$11,478,777 "	"4,080"	"$4,821,734 "	42	"$6,818,414 "	"4,122"	"$11,640,148 "	"$4,622,799 "	"$30,958 "	"$9,369,224 "	"$498,597 "	"$3,012,021 "	"$751,068 "	"$1,593,285 "	"$4,826,049 "	"$11,839,655 "	"$35,293,641 "	"$35,510,667 "	--	--	--
"The George Washington University (Washington, DC) "	"$1,263,229 "	"$52,950 "	"$42,498 "	$0 	"$1,022,663 "	"$45,628 "	"$620,595 "	"$281,391 "	"$271,712 "	"$6,206,248 "	8.60%	8.50%	8.40%	100.00%	17.80%	"188,618"	"16,144"	"$15,061,886 "	432	"$229,823 "	--	--	432	"$229,823 "	"$6,386,721 "	"$37,958 "	"$43,575,240 "	"$54,800 "	"$37,535,311 "	"$31,970 "	"$5,051,740 "	"$615,328 "	"$62,315,198 "	"$84,645,047 "	"$85,037,957 "	--	--	--
"Trevecca Nazarene University (Nashville, TN) "	--	--	--	--	--	--	--	--	--	--	5.40%	--	--	74.90%	9.80%	"22,657"	"1,233"	--	--	--	--	--	--	--	"$200,556 "	"$14,226 "	"$132,225 "	--	--	--	--	--	"$3,364,304 "	"$3,896,163 "	"$3,896,163 "	--	--	--
"Trinity International University (Deerfield, IL) "	"$6,270 "	$0 	$0 	"$5,775 "	$0 	$0 	"$29,340 "	"$2,470 "	"$40,420 "	"$395,282 "	9.70%	--	8.40%	82.50%	15.70%	"17,620"	"1,712"	"$844,689 "	153	"$23,974 "	0	$0 	153	"$23,974 "	"$220,743 "	"$14,651 "	"$1,175,857 "	$0 	"$976,657 "	"$2,870 "	"$169,793 "	"$23,974 "	"$3,519,092 "	"$5,373,157 "	"$5,408,935 "	--	--	--
"Tufts University (Medford, MA) "	"$1,188,615 "	"$53,850 "	"$57,100 "	"$1,030 "	"$47,944 "	"$188,488 "	"$1,688,533 "	"$111,556 "	"$2,825,735 "	"$9,270,866 "	19.60%	19.90%	18.60%	96.40%	23.90%	"89,126"	"17,443"	"$16,294,487 "	677	"$325,986 "	31	"$152,548 "	708	"$478,534 "	"$5,681,128 "	"$59,919 "	"$26,582,277 "	"$18,517 "	"$10,957,540 "	"$32,905 "	"$4,900,906 "	"$252,810 "	"$34,260,713 "	"$68,177,887 "	"$69,350,325 "	--	--	--
"Tulane University (New Orleans, LA) "	--	--	--	--	--	--	--	--	--	--	9.70%	--	--	97.40%	21.30%	"101,285"	"9,815"	--	--	--	--	--	--	--	"$4,681,957 "	"$59,625 "	"$19,156,826 "	--	--	--	--	--	"$30,578,009 "	"$57,860,027 "	"$57,977,035 "	--	--	--
"Union Institute & University (Cincinnati, OH) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Bridgeport (Bridgeport, CT) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of Chicago (Chicago, IL) "	"$1,817,667 "	"$63,591 "	"$430,091 "	$0 	"$52,760 "	$0 	"$7,327,558 "	"$33,136 "	"$24,080,748 "	"$42,616,061 "	21.50%	28.70%	--	96.20%	31.20%	"139,851"	"30,023"	"$77,646,162 "	--	--	--	--	--	--	"$16,992,385 "	"$110,880 "	"$91,469,782 "	$0 	"$69,775,276 "	"$3,025 "	"$12,076,503 "	"$52,784 "	"$162,377,990 "	"$248,804,299 "	"$251,617,013 "	--	--	--
"University of Dayton (Dayton, OH) "	--	--	--	--	--	--	--	--	--	--	10.30%	--	--	84.60%	31.80%	"96,629"	"9,952"	--	--	--	--	--	--	--	"$7,524,994 "	"$26,129 "	"$1,942,303 "	--	--	--	--	--	"$11,141,053 "	"$21,158,562 "	"$21,660,175 "	--	--	--
"University of Denver (Denver, CO) "	"$1,593,894 "	"$1,620 "	"$26,862 "	"$30,547 "	"$15,827 "	"$115,370 "	"$473,337 "	"$176,852 "	"$1,084,501 "	"$4,020,403 "	3.70%	--	1.50%	85.30%	16.30%	"114,802"	"4,253"	"$5,269,614 "	"1,191"	"$1,426,478 "	2	"$22,500 "	"1,193"	"$1,448,978 "	"$2,392,708 "	"$21,741 "	"$13,763,460 "	"$821,218 "	"$6,509,885 "	"$54,719 "	"$2,105,121 "	"$1,426,478 "	"$22,679,522 "	"$32,401,440 "	"$33,240,434 "	--	--	--
"University of Hartford (West Hartford, CT) "	"$26,266 "	$0 	$30 	"$9,077 "	"$9,690 "	$0 	"$98,525 "	"$84,071 "	"$229,413 "	"$774,208 "	6.80%	--	5.30%	86.30%	15.00%	"62,834"	"4,303"	"$1,030,123 "	0	$0 	0	$0 	0	$0 	"$1,428,705 "	"$22,544 "	"$2,279,287 "	"$57,755 "	"$2,006,636 "	"$173,322 "	"$1,006,565 "	"$467,186 "	"$5,063,717 "	"$6,848,618 "	"$6,848,618 "	--	--	--
"University of La Verne (La Verne, CA) "	--	--	--	--	--	--	--	--	--	--	5.00%	--	--	85.70%	21.30%	"47,689"	"2,399"	--	--	--	--	--	--	--	"$550,135 "	"$13,149 "	"$407,766 "	--	--	--	--	--	"$1,290,589 "	"$3,824,909 "	"$4,102,976 "	--	--	--
"University of Miami (Coral Gables, FL) "	"$2,408,950 "	$0 	"$221,508 "	$0 	"$9,296 "	$0 	"$3,829,885 "	$0 	"$240,054 "	"$6,896,402 "	17.30%	17.70%	14.10%	100.00%	9.10%	"122,352"	"21,202"	"$13,930,483 "	"5,543"	"$10,448,366 "	450	"$3,477,784 "	"5,993"	"$13,926,150 "	"$21,957,971 "	"$69,997 "	"$59,218,838 "	$0 	"$51,485,311 "	$0 	"$20,268,912 "	$0 	"$121,554,811 "	"$153,521,165 "	"$153,639,634 "	--	--	--
"University of Notre Dame (Notre Dame, IN) "	"$1,577,382 "	$0 	"$808,814 "	"$193,825 "	"$181,462 "	"$4,043,968 "	"$1,349,819 "	"$918,208 "	"$4,004,304 "	"$40,634,279 "	37.30%	41.80%	32.20%	96.40%	50.50%	"108,244"	"40,334"	"$94,140,626 "	43	"$174,941 "	146	"$688,892 "	189	"$863,833 "	"$24,608,080 "	"$65,437 "	"$26,596,923 "	"$90,000 "	"$14,189,119 "	"$123,590 "	"$12,144,117 "	"$2,556,126 "	"$87,469,748 "	"$186,452,818 "	"$197,513,607 "	--	--	--
"University of Pennsylvania (Philadelphia, PA) "	"$9,110,356 "	"$244,400 "	"$1,235,821 "	"$185,600 "	"$314,066 "	"$560,322 "	"$1,599,811 "	"$2,293,338 "	"$5,738,018 "	"$38,799,714 "	24.30%	33.70%	23.40%	85.90%	27.10%	"268,762"	"65,335"	"$119,235,209 "	"3,682"	"$5,284,034 "	38	"$5,420,779 "	"3,720"	"$10,704,813 "	"$51,934,289 "	"$82,783 "	"$166,565,733 "	"$499,327 "	"$72,031,159 "	"$405,595 "	"$41,056,552 "	"$3,842,005 "	"$207,825,703 "	"$439,768,922 "	"$440,170,130 "	--	--	--
"University of Rochester (Rochester, NY) "	--	--	--	--	--	--	--	--	--	"$6,472,020 "	15.40%	16.10%	15.00%	91.50%	18.70%	"95,313"	"14,701"	"$11,992,541 "	218	"$111,617 "	8	"$67,550 "	226	"$179,167 "	"$10,566,876 "	"$92,024 "	"$17,303,646 "	--	"$15,493,877 "	--	"$10,034,152 "	--	"$49,660,883 "	"$64,195,888 "	"$68,413,140 "	--	--	--
"University of Saint Thomas (Saint Paul, MN) "	"$940,800 "	$0 	$100 	"$8,315 "	$150 	$0 	"$155,824 "	"$67,841 "	"$58,849 "	"$1,830,929 "	9.10%	12.80%	7.70%	88.20%	18.50%	"95,175"	"8,658"	"$3,345,451 "	--	--	--	--	--	--	"$5,820,922 "	"$23,774 "	"$3,400,884 "	"$1,394 "	"$1,210,269 "	"$21,555 "	"$928,286 "	"$133,594 "	"$6,039,411 "	"$18,112,849 "	"$18,115,875 "	--	--	--
"University of San Diego (San Diego, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"University of San Francisco (San Francisco, CA) "	"$468,795 "	$150 	$0 	"$54,173 "	"$4,125 "	$0 	"$204,892 "	"$23,530 "	"$620,619 "	"$1,775,816 "	7.50%	8.30%	6.80%	90.70%	20.70%	"83,989"	"6,283"	"$3,337,794 "	72	"$107,766 "	0	$0 	72	"$107,766 "	"$597,397 "	"$34,188 "	"$3,873,092 "	"$9,500 "	"$1,544,943 "	"$12,050 "	"$434,595 "	"$107,766 "	"$7,438,345 "	"$16,122,741 "	"$17,627,306 "	--	--	--
"University of Southern California (Los Angeles, CA) "	"$5,875,610 "	$0 	$0 	$0 	"$127,076 "	$0 	"$766,258 "	$0 	"$14,583,738 "	"$21,825,045 "	28.10%	46.00%	--	97.70%	10.20%	"194,971"	"54,716"	"$37,644,040 "	--	--	--	--	--	--	"$97,322,458 "	"$57,253 "	"$97,659,042 "	$0 	"$52,963,231 "	"$2,536,284 "	"$75,473,898 "	"$2,536,284 "	"$260,024,946 "	"$368,981,377 "	"$371,491,506 "	--	--	--
"University of the Pacific (Stockton, CA) "	"$760,573 "	$0 	$0 	$0 	"$7,086 "	"$5,000 "	"$52,630 "	"$125,642 "	"$370,658 "	"$1,799,183 "	9.10%	9.10%	8.20%	94.30%	30.30%	"53,600"	"4,874"	"$4,017,921 "	714	"$739,377 "	3	"$2,000 "	717	"$741,377 "	"$2,238,099 "	"$44,822 "	"$3,287,908 "	"$7,997 "	"$693,139 "	"$539,631 "	"$1,096,242 "	"$972,698 "	"$4,936,448 "	"$13,270,851 "	"$13,271,690 "	--	--	--
"University of Tulsa (Tulsa, OK) "	$245 	$0 	"$31,330 "	"$503,805 "	"$49,897 "	"$2,050 "	"$75,689 "	"$1,167,061 "	"$952,387 "	"$3,624,962 "	21.40%	21.50%	16.80%	81.80%	14.30%	"35,466"	"7,577"	"$5,023,213 "	16	"$9,085 "	2	"$22,379 "	18	"$31,464 "	"$6,133,353 "	"$39,974 "	"$10,341,196 "	"$202,677 "	"$3,650,792 "	"$1,006,890 "	"$3,920,754 "	"$3,431,971 "	"$17,621,180 "	"$35,052,448 "	"$35,052,448 "	--	--	--
"Vanderbilt University (Nashville, TN) "	"$4,623,281 "	"$114,694 "	"$466,250 "	"$345,952 "	"$34,529 "	"$82,515 "	"$2,770,383 "	"$147,287 "	"$1,405,496 "	"$10,074,841 "	18.40%	21.40%	17.70%	96.20%	13.10%	"117,479"	"21,600"	"$21,036,914 "	610	"$1,089,797 "	453	"$6,596,079 "	"1,063"	"$7,685,876 "	"$17,228,150 "	"$88,382 "	"$25,882,717 "	"$362,908 "	"$16,155,488 "	"$84,880 "	"$14,987,015 "	"$880,141 "	"$88,387,188 "	"$160,414,175 "	"$161,038,097 "	--	--	--
"Wake Forest University (Winston-Salem, NC) "	"$2,845,500 "	$500 	"$115,053 "	"$25,229 "	"$25,126 "	"$4,922 "	"$257,512 "	"$7,144,534 "	"$33,598 "	"$13,853,417 "	23.20%	27.20%	22.80%	90.00%	31.20%	"64,509"	"14,983"	"$18,783,638 "	"5,471"	"$11,518,099 "	11	"$235,526 "	"5,482"	"$11,753,625 "	"$8,286,722 "	"$153,576 "	"$11,792,745 "	"$51,371 "	"$9,616,229 "	"$1,445,380 "	"$6,184,850 "	"$11,518,098 "	"$43,697,760 "	"$60,135,146 "	"$60,412,937 "	--	--	--
"Washington University (St. Louis, MO) "	"$12,504,344 "	"$69,001 "	"$253,415 "	$0 	"$142,531 "	"$965,841 "	"$3,630,387 "	"$139,417 "	"$297,916 "	"$20,457,772 "	19.00%	20.00%	17.60%	85.80%	21.40%	"115,683"	"22,034"	"$32,785,335 "	--	--	--	--	--	--	"$23,643,487 "	"$142,342 "	"$60,119,795 "	$0 	"$47,425,457 "	"$25,578 "	"$16,716,830 "	"$342,099 "	"$113,364,977 "	"$152,947,420 "	"$154,573,277 "	--	--	--
"Widener University (Chester, PA) "	"$32,373 "	$0 	$0 	"$2,451 "	"$6,975 "	$0 	"$33,075 "	"$15,590 "	"$20,198 "	"$558,483 "	5.90%	--	5.70%	69.50%	28.30%	"50,855"	"3,016"	"$1,095,814 "	221	"$79,510 "	0	$0 	221	"$79,510 "	"$998,355 "	"$20,414 "	"$898,260 "	$0 	"$585,760 "	"$55,050 "	"$654,784 "	"$79,535 "	"$2,483,183 "	"$3,869,494 "	"$3,980,066 "	--	--	--
"William Marsh Rice University (Houston, TX) "	"$1,879,667 "	"$440,236 "	"$19,250 "	$100 	"$161,954 "	$0 	"$87,372 "	"$1,274,621 "	"$3,271,176 "	"$12,113,350 "	27.20%	33.50%	26.70%	92.80%	33.80%	"44,142"	"12,026"	"$32,296,775 "	--	--	--	--	--	--	"$8,289,031 "	"$78,756 "	"$41,625,861 "	"$169,735 "	"$14,498,967 "	"$129,401 "	"$6,887,848 "	"$2,449,588 "	"$39,391,258 "	"$95,588,041 "	"$96,711,278 "	--	--	--
"Wilmington College (New Castle, DE) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Yale University (New Haven, CT) "	"$14,148,612 "	"$29,028 "	"$185,683 "	$0 	"$118,771 "	"$232,749 "	"$7,679,196 "	"$5,922,515 "	"$12,370,746 "	"$53,459,012 "	27.80%	--	27.10%	93.90%	36.90%	"141,303"	"39,245"	"$132,205,477 "	--	--	--	--	--	--	"$24,366,861 "	"$197,092 "	"$137,475,901 "	"$1,533,520 "	"$71,332,953 "	"$175,912 "	"$20,729,344 "	"$8,246,230 "	"$178,982,013 "	"$358,147,948 "	"$367,936,201 "	--	--	--
"Yeshiva University (New York, NY) "	--	--	--	--	--	--	--	--	--	--	10.20%	--	--	100.00%	2.70%	"44,616"	"4,565"	--	--	--	--	--	--	--	"$882,583 "	"$83,849 "	"$21,367,124 "	--	--	--	--	--	"$55,009,247 "	"$102,326,726 "	"$102,642,170 "	--	--	--
																																						
Mean	"$2,671,137 "	"$127,396 "	"$640,114 "	"$41,137 "	"$150,232 "	"$445,799 "	"$1,191,968 "	"$916,021 "	"$2,584,123 "	"$12,900,067 "	14.90%	20.90%	13.90%	87.20%	26.30%	"106,308"	"16,768"	"$29,386,345 "	"1,810"	"$2,096,546 "	379	"$1,334,054 "	"2,123"	"$3,362,186 "	"$12,846,067 "	"$60,266 "	"$35,275,918 "	"$158,198 "	"$24,481,200 "	"$255,796 "	"$10,317,408 "	"$1,738,144 "	"$66,083,838 "	"$112,977,477 "	"$114,456,426 "	--	--	--
Max Value	"$26,851,949 "	"$3,968,805 "	"$15,545,552 "	"$503,805 "	"$2,025,734 "	"$12,863,281 "	"$10,754,382 "	"$7,144,534 "	"$24,080,748 "	"$69,594,737 "	44.60%	57.70%	44.40%	100.00%	71.40%	"398,209"	"65,335"	"$193,318,720 "	"10,110"	"$11,518,099 "	"11,927"	"$18,738,440 "	"22,037"	"$19,960,727 "	"$97,322,458 "	"$228,842 "	"$189,040,000 "	"$1,533,520 "	"$144,385,962 "	"$2,536,284 "	"$75,473,898 "	"$14,523,088 "	"$378,409,000 "	"$640,107,311 "	"$640,107,341 "	--	--	--
75th Percentile	"$2,845,500 "	"$63,591 "	"$152,377 "	"$25,229 "	"$101,051 "	"$82,515 "	"$1,599,811 "	"$918,208 "	"$1,830,458 "	"$13,853,417 "	19.20%	26.90%	17.70%	97.80%	35.20%	"133,416"	"23,528"	"$34,382,023 "	"3,221"	"$1,511,733 "	42	"$688,892 "	"3,161"	"$3,625,674 "	"$16,766,408 "	"$82,783 "	"$42,452,754 "	"$121,200 "	"$28,619,958 "	"$173,322 "	"$12,076,503 "	"$2,449,588 "	"$87,469,748 "	"$153,521,165 "	"$154,573,277 "	--	--	--
50th Percentile (median)	"$1,035,859 "	"$1,900 "	"$19,250 "	"$2,451 "	"$25,126 "	$700 	"$349,141 "	"$125,642 "	"$427,969 "	"$6,339,649 "	14.40%	18.00%	11.30%	92.20%	24.90%	"89,124"	"11,406"	"$13,120,341 "	648	"$642,849 "	19	"$145,318 "	708	"$741,377 "	"$6,345,659 "	"$38,243 "	"$11,824,162 "	"$9,500 "	"$7,177,465 "	"$54,719 "	"$4,572,539 "	"$467,186 "	"$31,594,236 "	"$50,451,042 "	"$51,531,600 "	--	--	--
25th Percentile	"$118,937 "	$0 	$100 	$0 	"$4,125 "	$0 	"$87,372 "	"$11,026 "	"$119,151 "	"$1,751,319 "	7.70%	10.90%	6.80%	84.70%	14.30%	"50,855"	"4,565"	"$2,932,348 "	153	"$79,510 "	0	$0 	153	"$79,510 "	"$1,401,494 "	"$24,871 "	"$1,942,303 "	$0 	"$1,176,937 "	"$5,455 "	"$1,006,565 "	"$52,784 "	"$6,039,411 "	"$13,270,851 "	"$13,271,690 "	--	--	--
Min Value	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$191,710 "	2.70%	2.60%	1.50%	40.30%	2.70%	"11,388"	689	"$223,145 "	0	$0 	0	$0 	0	$0 	"$113,622 "	"$13,149 "	"$51,555 "	$0 	"$50,555 "	$0 	"$169,793 "	$0 	"$967,376 "	"$1,623,088 "	"$1,623,088 "	--	--	--
Number of Institutions	57	57	57	57	57	57	57	57	58	61	74	43	57	74	74	74	74	61	38	39	37	37	39	39	74	74	74	57	61	57	61	57	74	74	74	0	0	0
Reporting Valid (non-null) Data																																						
Total Number of Institutions	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101
																																						
©2010 CAE	Privacy Policy - Disclaimer 																																					
