unitid,"instnm","city","stabbr",fips,obereg,fice,rstatus,imptype,parchild,idx,sector,iclevel,control,affil,hloffer,fpoffer,locale,pctmin1,pctmin2,pctmin3,pctmin4,hbcu,hospital,medical,tribal,carnegie,source,"opeid",opeind,hdegoffr,ncesedit,"formrt",cntygeo,resplast,respstat,"addr","zip","countynm",congdist,"gentele","fintele","admtele","ein","chfnm","chftitle"
"154688","BAKER UNIVERSITY COLLEGE OF ARTS AND SCIENCES","BALDWIN CITY","KS","20","4","1903","1","","","","2","1","2","6","5","","4","2","1","1","3","","","","","22","4","00190300","1","30","1","IC1","45","1","1","8TH AND GROVE","66006","DOUGLAS","2","9135946451","9135946451","9135946451","","DANIEL LAMBERT","PRESIDENT"
"154697","BARTON COUNTY COMMUNITY COLLEGE","GREAT BEND","KS","20","4","4608","1","","","","4","2","1","1","4","","6","9","0","1","4","","","","","40","4","00460800","1","40","1","IC1","9","1","1","245 NE 30TH RD","67530","BARTON","1","3167922701","3167929394","3167929241","480720175","VELDON L LAW","PRESIDENT"
"154712","BENEDICTINE COLLEGE","ATCHISON","KS","20","4","10256","1","","","","2","1","2","4","7","","6","5","1","4","6","","","","","32","4","01025600","1","20","1","IC1","5","1","1","1020 N 2ND ST","660021499","ATCHISON","2","9133675340","9133675340","9133675340","480777079","DANIEL J CAREY","PRESIDENT"
"154721","BETHANY COLLEGE","LINDSBORG","KS","20","4","1904","1","","","","2","1","2","6","5","","6","4","1","1","2","","","","","32","4","00190400","1","30","1","IC1","113","1","1","421 N FIRST","67456","MCPHERSON","5","7852273311","7852273311","7852273311","480543734","CHRISTOPHER THOMFORDE","PRESIDENT"
"154730","BETHANY MEDICAL CENTER SCHOOL OF RADIOLOGIC TECHN","KANSAS CITY","KS","20","4","","4","2","","","5","2","2","3","4","","2","9","0","0","91","","","","","","","00423800","3","0","","IC1","209","1","3","51 N 12TH ST","66102","WYANDOTTE","3","9132818931","9132818931","9132818931","","JOHN MILLARD","PRESIDENT"
"154749","BETHEL COLLEGE","NORTH NEWTON","KS","20","4","1905","1","","","","2","1","2","6","5","","7","3","1","2","5","","","","","32","4","00190500","1","30","1","IC1","79","1","1","300 E 27TH BOX B","67117","HARVEY","5","3162832500","3162832500","3162832500","480543782","DOUGLAS A PENNER","PRESIDENT"
"154767","THE BROWN MACKIE COLLEGE","OLATHE","KS","20","4","","1","","","","6","2","3","2","3","","2","31","0","2","6","","","","","","4","00675501","1","40","1","IC1","91","1","1","100 E SANTA FE STE 300","66061","JOHNSON","5","9137681900","9137681900","9137681900","481148444","J WILLIAM BROOKS","PRESIDENT"
"154776","THE BROWN MACKIE COLLEGE","SALINA","KS","20","4","","1","","","","6","2","3","2","3","","5","20","0","1","5","","","","","","4","00675500","1","40","1","IC1","169","1","1","126 S SANTA FE ST","674011787","SALINE","1","7858255422","7858255422","7853650433","481148444","J WILLIAMS BROOKS JR","PRESIDENT"
"154794","BRYAN CAREER COLLEGE","TOPEKA","KS","20","4","","1","","","","9","3","3","2","1","","2","11","0","0","0","","","","","","4","03066200","1","0","1","IC3","177","1","1","1527 SW FAIRLAWN RD","66604","SHAWNEE","2","9132720889","9132720889","9132720889","481072330","VIRGINIA DARK","PRESIDENT"
"154800","BUTLER COUNTY COMMUNITY COLLEGE","EL DORADO","KS","20","4","1906","1","","","","4","2","1","1","3","","3","7","3","3","3","","","","","40","4","00190600","1","40","1","IC1","15","1","1","901 S HAVERHILL RD","67042","BUTLER","5","3163212222","3163212222","3163212222","480690383","DR JACQUELINE VIETTI","PRESIDENT"
"154819","CAPITOL CITY HAIR DESIGN","KANSAS CITY","KS","20","4","","1","","","","9","3","3","2","2","","2","","","","","","","","","","4","02196400","1","0","1","IC3","209","1","1","4327 STATE AVE","66102","","","9132345401","9132345401","9132345401","481121603","DOUGLAS R RUSHING","PRESIDENT"
"154828","CAREER EDUCATION SYSTEM","KANSAS CITY","MO","29","4","","1","","","","9","3","3","2","1","","1","","","","","","","","","","4","","","0","1","IC4","95","1","1","8600 WARD PKY STE 1130","64114","JACKSON","3","8164447277","","","481077345","MARK BARKER","PRESIDENT"
"154837","CENTRAL BAPTIST THEOLOGICAL SEMINARY","KANSAS CITY","KS","20","4","1907","1","","","","2","1","2","6","7","1","2","15","2","0","0","","","","","51","4","00190700","1","21","2","IC1","209","1","1","741 N 31ST ST","661023964","WYANDOTTE","3","9133715313","9133715313","9133715313","480547725","THOMAS E CLIFTON","PRESIDENT"
"154855","CENTRAL COLLEGE","MCPHERSON","KS","20","4","1908","1","","","","2","1","2","6","5","","6","12","0","4","6","","","","","40","4","00190800","1","30","1","IC1","113","1","1","1200 S MAIN","67460","MCPHERSON","4","3162410723","3162410723","3162410723","480577656","DONALD MASON","PRESIDENT"
"154891","CLIMATE CONTROL INSTITUTE","WICHITA","KS","20","4","","1","","","","9","3","3","2","2","","1","8","1","6","6","","","","","","6","01316500","1","0","1","IC3","173","1","1","3030 N HILLSIDE","672193902","SEDGWICK","4","3166867355","3166867355","3166867355","","C. SUSAN HAMPTON","PRESIDENT"
"154907","CLOUD COUNTY COMMUNITY COLLEGE","CONCORDIA","KS","20","4","1909","1","","","","4","2","1","1","4","","6","4","1","1","2","","","","","40","4","00190900","1","40","2","IC1","29","1","1","2221 CAMPUS DR BOX 1002","669011002","CLOUD","1","9132431435","9132431435","9132431435","480732624","CHARLES R HEIN","INTERIM PRESIDENT"
"154925","COFFEYVILLE COMMUNITY COLLEGE","COFFEYVILLE","KS","20","4","1910","1","","","","4","2","1","1","3","","6","7","1","1","2","","","","","40","4","00191000","1","40","1","IC1","125","1","1","400 W 11TH ST","67337","MONTGOMERY","5","3162517700","3162517700","3162517700","480698570","RONALD E THOMAS","PRESIDENT"
"154934","COLBY COMMUNITY COLLEGE","COLBY","KS","20","4","1911","1","","","","4","2","1","1","3","","6","1","0","1","1","","","","","40","4","00191100","1","40","1","IC1","193","1","1","1255 S RANGE","67701","THOMAS","1","7854623984","7854624695","7854624690","480698000","MIKEL ARY","PRESIDENT"
"154943","COLLEGE OF HAIR DESIGN","OVERLAND PARK","KS","20","4","","4","2","","","9","3","3","2","2","","3","0","0","0","0","","","","","","","02124200","3","0","","IC3","91","1","3","10324 MASTIN","66212","OVERLAND PARK","3","9137824004","9134924114","9134924114","480893549","STEVE BROWN","PRESIDENT"
"154952","COWLEY COUNTY COMMUNITY COLLEGE","ARKANSAS CITY","KS","20","4","1902","1","","","","4","2","1","1","3","","6","4","2","1","3","","","","","40","4","00190200","1","40","1","IC1","35","1","1","125 S SECOND ST","67005","COWLEY","5","3164420430","3164420430","3164420430","480720889","DR PAT MCATEE","PRESIDENT"
"154970","CRUMS BEAUTY COLLEGE","MANHATTAN","KS","20","4","","1","","","","9","3","3","2","2","","5","15","2","7","2","","","","","","4","00833200","1","0","1","IC3","161","1","1","512 POYNTZ AVE  BOX 663","66502","RILEY","2","9137764794","9137764794","9137764794","480761882","CHARLES E CRUM","PRESIDENT"
"154998","DODGE CITY COMMUNITY COLLEGE","DODGE CITY","KS","20","4","1913","1","","","","4","2","1","1","3","","6","3","1","4","32","","","","","40","4","00191300","1","40","2","IC1","57","1","1","2501 N 14TH AVE","67801","DODGE CITY","1","3162251321","3162251321","3162251321","521718586","RICHARD DRUM","PRESIDENT"
"155007","DONNELLY COLLEGE","KANSAS CITY","KS","20","4","1914","1","","","","5","2","2","4","3","","2","47","1","3","15","","","","","40","4","00191400","1","40","1","IC1","209","1","1","608 N 18TH ST","66102","WYANDOTTE","3","9136216070","9136216070","9136216070","","JOHN P MURRY","PRESIDENT"
"155025","EMPORIA STATE UNIVERSITY","EMPORIA","KS","20","4","1927","1","","","","1","1","1","1","9","","5","3","0","1","2","","","","","21","4","00192700","1","10","1","IC1","111","1","1","1200 COMMERCIAL ST","66801","LYON","","3163411200","3163415457","3163415465","","KAY SCHALLENKAMP","PRESIDENT"
"155052","FLINT HILLS TECHNICAL COLLEGE","EMPORIA","KS","20","4","5264","1","","","","4","2","1","1","4","","5","2","0","3","3","","","","","","4","00526400","1","40","2","IC1","111","1","1","3301 W 18TH ST","66801","LYON","5","3163412300","3163412300","3163412300","","KEITH STOVER","DIRECTOR"
"155061","FORT HAYS STATE UNIVERSITY","HAYS","KS","20","4","1915","1","","","","1","1","1","1","8","","6","1","0","1","2","","","","","21","4","00191500","1","20","1","IC1","51","1","1","600 PARK ST","676014099","ELLIS","1","9136284000","9136284408","9136285666","","EDWARD HAMMOND","PRESIDENT"
"155070","BARCLAY COLLEGE","HAVILAND","KS","20","4","1917","1","","","","2","1","2","6","5","","7","0","3","4","2","","","","","51","4","00191700","1","30","1","IC1","97","1","1","607 N KINGMAN","67059","KIOWA","1","3168625252","3168625252","3168625252","480554341","WALTER MOODY","PRESIDENT"
"155089","FRIENDS UNIVERSITY","WICHITA","KS","20","4","1918","1","","","","2","1","2","6","7","","1","8","1","1","3","","","","","21","4","00191800","1","20","1","IC1","173","1","1","2100 UNIVERSITY","67213","SEDGWICK","4","3162955000","3162955200","3162955100","","BIFF GREEN","PRESIDENT"
"155098","FORT SCOTT COMMUNITY COLLEGE","FT SCOTT","KS","20","4","1916","1","","","","4","2","1","1","4","","6","5","2","1","2","","","","","40","4","00191600","1","40","1","IC1","11","1","1","2108 S HORTON","66701","BOURBON","5","3162232700","3162232700","3162232700","480723448","DR LAURA M MEEKS","PRESIDENT"
"155104","GARDEN CITY COMMUNITY COLLEGE","GARDEN CITY","KS","20","4","1919","1","","","","4","2","1","1","4","","6","3","1","1","10","","","","","40","4","00191900","1","40","1","IC1","55","1","1","801 CAMPUS DR","67846","FINNEY","1","3162767611","3162767611","3162767611","480698107","JAMES H TANGEMAN","PRESIDENT"
"155122","LAWRENCE BEAUTY ACADEMY","LAWRENCE","KS","20","4","","1","9","","","9","3","3","2","2","","2","","","","","","","","","","6","","","0","1","IC4","45","1","1","2211 SILICON AVE","66046","DOUGLAS","2","9138432535","9138432535","9138432535","481170569","SHARON CARUTHERS",""
"155140","HASKELL INDIAN NATIONS UNIVERSITY","LAWRENCE","KS","20","4","10438","1","","","","1","1","1","1","5","","2","0","99","0","0","","","","1","60","4","01043800","1","30","1","IC1","45","1","1","155 INDIAN AVE","660464800","DOUGLAS","3","7857498404","7857498468","7857498454","486184358","BOB MARTIN","PRESIDENT"
"155159","HAYS ACADEMY OF HAIR DESIGN","HAYS","KS","20","4","","1","","","","9","3","3","2","2","","6","0","3","0","0","","","","","","4","02257700","1","0","1","IC3","51","1","1","119 W 10TH ST","67601","","1","9136286624","9136283981","9136283981","","ROBIN GIEBLER","OWNER"
"155177","HESSTON COLLEGE","HESSTON","KS","20","4","1920","1","","","","5","2","2","7","3","","3","1","0","0","1","","","","","40","4","00192000","1","40","1","IC1","79","1","1","BOX 3000","67062","HARVEY","2","3163274221","3163278208","3163278222","480548361","LOREN SWARTZENDRUBER","PRESIDENT"
"155186","HIGHLAND COMMUNITY COLLEGE","HIGHLAND","KS","20","4","1921","1","","","","4","2","1","1","3","","7","3","1","1","1","","","","","40","4","00192100","1","40","1","IC1","43","1","1","PO BOX 68","660350068","DONIPHAN","2","9134426000","9134426023","9134426020","486025822","ELIZABETH E STEVENS","PRESIDENT"
"155195","HUTCHINSON COMMUNITY COLLEGE","HUTCHINSON","KS","20","4","1923","1","","","","4","2","1","1","3","","5","4","1","1","4","","","","","40","4","00192300","1","40","1","IC1","155","1","1","1300 N PLUM ST","67501","RENO","1","3166653500","3166653411","3166653536","480697529","EDWARD E BERGER","PRESIDENT"
"155201","INDEPENDENCE COMMUNITY COLLEGE","INDEPENDENCE","KS","20","4","1924","1","","","","4","2","1","1","3","","6","5","3","1","1","","","","","40","4","00192400","1","40","1","IC1","125","1","1","BROOKSIDE DR AND COL AVE","67301","MONTGOMERY","4","3163314100","3163314100","3163314100","480720287","DR JUDITH HANSEN","PRESIDENT"
"155210","JOHNSON COUNTY COMMUNITY COLLEGE","OVERLAND PARK","KS","20","4","8244","1","","","","4","2","1","1","4","","3","2","1","3","3","","","","","40","4","00824400","1","40","1","IC1","91","1","1","12345 COLLEGE BLVD","662101299","JOHNSON","3","9134698500","9134693840","9134693803","480735009","CHARLES CARLSEN","PRESIDENT"
"155265","KANSAS CITY AREA VOCATIONAL TECHNICAL SCHOOL","KANSAS CITY","KS","20","4","","1","","","","4","2","1","1","4","","2","31","0","1","4","","","","","","4","02246100","1","0","2","IC1","209","1","1","2220 N 59TH ST","66104","WYANDOTTE","2","9135965500","9135965500","9135965500","","JOHN LIND","DIRECTOR"
"155274","KANSAS CITY AVIATION CENTER INC","OLATHE","KS","20","4","","1","9","","","9","3","3","2","1","","2","","","","","","","","","","6","","","0","1","IC4","91","1","1","PO BOX 1850","66051","JOHNSON","3","9137820530","","","","DAVID S ARMACOST","PRESIDENT"
"155283","CONCORDE CAREER INSTITUTE","KANSAS CITY","MO","29","4","","1","","","","6","2","3","2","3","","1","30","0","0","1","","","","","","4","02361600","1","40","2","IC1","95","1","1","3239 BROADWAY","64111","JACKSON","3","8165315223","8165315223","8165315223","431440321","HAROLD E DOTSON","DIRECTOR"
"155292","KANSAS CITY KANSAS COMMUNITY COLLEGE","KANSAS CITY","KS","20","4","1925","1","","","","4","2","1","1","4","","2","21","1","2","5","","","","","40","4","00192500","1","40","1","IC1","209","1","1","7250 STATE AVE","66112","WYANDOTTE","3","9133341100","9133341100","9133341100","","THOMAS R BURKE","PRESIDENT"
"155308","KANSAS CITY COLLEGE AND BIBLE SCHOOL","OVERLAND PARK","KS","20","4","","1","","","","2","1","2","6","5","","3","","","","","","","","","","4","","","30","1","IC4","91","3","1","7401 METCALF","66204","JOHNSON","3","9137220272","9137220272","9137220272","480608889","GAYLE WOODS","PRESIDENT"
"155317","UNIVERSITY OF KANSAS MAIN CAMPUS","LAWRENCE","KS","20","4","1948","1","","","","1","1","1","1","9","1","2","3","1","3","2","","","","","11","4","00194800","1","11","1","IC1","45","1","1","","66045","DOUGLAS","2","7858642700","7858644700","7858643911","486029925","ROBERT E HEMENWAY","CHANCELLOR"
"155326","UNIVERSITY OF KANSAS MEDICAL CENTER","KANSAS CITY","KS","20","4","4605","1","","","","1","1","1","1","9","1","2","4","1","7","3","","1","1","","52","4","02457900","1","11","2","IC1","209","1","1","3901 RAINBOW BLVD","66160","WYANDOTTE","3","9135885000","9135885170","9135887055","486029925","DONALD HAGEN MD","EXECUTIVE VICE CHANCELLOR"
"155335","KANSAS NEWMAN COLLEGE","WICHITA","KS","20","4","1939","1","","","","2","1","2","4","7","","1","5","1","1","4","","","","","32","4","00193900","1","20","1","IC1","173","1","1","3100 MCCORMICK AVE","672132097","SEDGWICK","4","3169424291","3169424291","3169424291","480556716","S TARCISIA ROTHS","PRESIDENT"
"155353","KANSAS SCHOOL OF HAIR STYLING","WICHITA","KS","20","4","","1","","","","6","2","3","2","4","","1","51","0","3","5","","","","","","4","02134800","1","0","1","IC1","173","1","1","1207 E DOUGLAS","67211","SEDGWICK","4","3162644891","3162644891","3162644891","480804082","JOHN E JEWELL","DIRECTOR"
"155371","KANSAS SCHOOL OF FLORAL DESIGN","LAWRENCE","KS","20","4","","1","9","","","9","3","3","2","1","","2","","","","","","","","","","6","","","0","1","IC4","45","1","1","826 IOWA ST","660441783","DOUGLAS","2","9138431400","9138431400","9138431400","","BILL C NYE","OWNER-DIR"
"155399","KANSAS STATE UNIVERSITY","MANHATTAN","KS","20","4","1928","1","","1","155399","1","1","1","1","9","1","5","3","1","2","2","","","1","","12","4","00192800","1","11","1","IC1","161","1","1","ANDERSON HALL","66506","RILEY","2","7855325942","7855326420","7855326250","","JON WEFALD","PRESIDENT"
"155405","KANSAS STATE UNIVERSITY-SALINA COLLEGE OF TECHN","SALINA","KS","20","4","4611","1","","2","155399","1","1","1","1","5","","5","1","1","2","2","","","","","40","","00192801","1","30","2","IC1","169","1","3","2409 SCANLAN AVE","67401","SALINE","1","9138262600","9138262638","9138262640","","JACK C HENRY","DEAN"
"155414","KANSAS WESLEYAN UNIVERSITY","SALINA","KS","20","4","1929","1","","","","2","1","2","6","7","","5","6","1","2","2","","","","","32","4","00192900","1","20","1","IC1","169","1","1","100 E CLAFLIN","674016196","SALINE","1","7858275541","7858275541","7858275541","480543729","MARSHALL P STANTON","PRESIDENT"
"155423","KAW AREA TECHNICAL SCHOOL","TOPEKA","KS","20","4","","1","","","","7","3","1","1","2","","2","5","2","1","4","","","","","","4","01068900","1","0","1","IC1","177","1","1","5724 HUNTOON","66604","SHAWNEE","2","9132737140","9132737140","9132737140","486028563","RICHARD MCWHORTER","GENERAL DIRECTOR"
"155432","LIBERAL ACADEMY OF HAIR DESIGN","LIBERAL","KS","20","4","","1","","","","9","3","3","2","2","","6","","","","","","","","","","4","","","0","1","IC4","175","1","1","530 S KANSAS","67901","SEWARD","1","3166243271","3166245144","3166243271","481153141","DOROTHY GARRETT","ADMINISTRATOR OWNER"
"155441","LA BARON HAIRDRESSING ACADEMY","OVERLAND PARK","KS","20","4","","1","","","","9","3","3","2","2","","3","2","2","5","2","","","","","","4","02340700","1","0","1","IC3","91","1","1","8119 ROBINSON","66204","JOHNSON","3","9136420077","9136420077","9136420077","042512931","LOIS WROBLE","PRESIDENT"
"155450","LABETTE COMMUNITY COLLEGE","PARSONS","KS","20","4","1930","1","","","","4","2","1","1","3","","6","5","2","1","3","","","","","40","4","00193000","1","40","2","IC1","99","1","1","200 S 14TH","67357","LABETTE","5","3164216700","3164216700","3164216700","","JOSEPH  BIRMINGHAM","PRESIDENT"
"155469","LAND INSTITUTE","SALINA","KS","20","4","","1","","","","8","3","2","3","1","","5","","","","","","","","","","4","","","0","2","IC4","169","1","1","2440 E WATER WELL RD","67401","SALINE","1","9138235376","","9138235376","480842156","WES JACKSON","PRESIDENT"
"155478","SOUTHWEST KANSAS TECHNICAL SCHOOL","LIBERAL","KS","20","4","","1","","","","4","2","1","1","4","","6","2","0","1","16","","","","","","4","00817200","1","0","1","IC1","175","1","1","2215 N KANSAS","679051599","SEWARD","1","3166263819","3166263819","3166263819","480697752","RENEE VINCENT","DIRECTOR"
"155487","MANHATTAN AREA TECHNICAL COLLEGE","MANHATTAN","KS","20","4","","1","","","","4","2","1","1","4","","5","5","0","2","3","","","","","","4","00550000","1","40","2","IC1","161","1","1","3136 DICKENS AVE","66503","RILEY","2","7855872800","7855872800","7855872800","480697688","BILL BERRY","PRESIDENT"
"155496","MANHATTAN CHRISTIAN COLLEGE","MANHATTAN","KS","20","4","1931","1","","","","2","1","2","6","5","","5","3","0","1","1","","","","","51","4","00193100","1","30","1","IC1","161","1","1","1415 ANDERSON AVE","66502","RILEY","2","9135393571","9135393571","9135393571","","KENNETH CABLE","PRESIDENT"
"155511","MCPHERSON COLLEGE","MCPHERSON","KS","20","4","1933","1","","","","2","1","2","6","5","","6","5","0","1","4","","","","","32","4","00193300","1","30","2","IC1","113","1","1","1600 E EUCLID","67460","MCPHERSON","1","3162410731","3162410731","3162410731","480543736","GARY A DILL","PRESIDENT"
"155520","MIDAMERICA NAZARENE UNIVERSITY","OLATHE","KS","20","4","7032","1","","","","2","1","2","6","7","","2","4","2","1","3","","","","","22","4","00703200","1","20","2","IC1","91","1","1","2030 E COLLEGE WAY","660621899","JOHNSON","3","9137823750","9137823750","9137823750","480730814","RICHARD L SPINDLE","PRESIDENT"
"155548","MODELS & IMAGES","WICHITA","KS","20","4","","1","","","","9","3","3","2","1","","1","","","","","","","","","","4","","","0","1","IC4","173","1","1","1619 N ROCK RD","67206","SEDGWICK","4","3166342777","","3166342777","","MARYANN VAN SICKLE","CO-OWNER"
"155566","NEOSHO COUNTY COMMUNITY COLLEGE","CHANUTE","KS","20","4","1936","1","","","","4","2","1","1","3","","6","4","1","1","1","","","","","40","4","00193600","1","40","1","IC1","133","1","1","800 W 14TH ST","66720","NEOSHO","5","3164312820","3164312820","3164312820","","JAMES O HILL","PRESIDENT"
"155584","NORRIS TRAINING SYSTEMS","WICHITA","KS","20","4","","1","9","","","9","3","3","2","1","","1","","","","","","","","","","6","","","0","1","IC4","173","1","1","400 N WOODLAWN STE 113","67208","","4","3166855621","","","","DONALD NORRIS",""
"155593","NORTH CENTRAL KANSAS TECHNICAL COLLEGE","BELOIT","KS","20","4","","1","","","","4","2","1","1","4","","6","0","0","0","0","","","","","","4","00526500","1","40","1","IC1","123","1","1","BOX 507 HWY 24","67420","MITCHELL","1","9137382276","9137382276","9137382276","","W REEVES","PRESIDENT"
"155609","NORTHEAST KANSAS AREA VOCATIONAL TECHNICAL SCHOOL","ATCHISON","KS","20","4","","1","","","","4","2","1","1","4","","6","6","1","0","1","","","","","","4","00526600","1","0","1","IC1","5","1","1","1501 W RILEY ST PO BOX 277","66002","ATCHISON","2","9133676204","9133676204","9133676204","","KENNETH A CLOUSE","DIRECTOR"
"155618","NORTHWEST KANSAS AREA VOCATIONAL TECHNICAL SCHOOL","GOODLAND","KS","20","4","","1","","","","4","2","1","1","4","","6","0","1","0","5","","","","","","4","00526700","1","0","1","IC1","181","1","1","PO BOX 668","67735","SHERMAN","2","7858993641","7858993641","7858993641","480690968","LARRY KEIRNS","DIRECTOR"
"155627","OTTAWA UNIVERSITY","OTTAWA","KS","20","4","1937","1","","","","2","1","2","6","5","","6","5","2","1","2","","","","","32","4","00193700","1","30","1","IC1","59","1","1","1001 S CEDAR STE 5","660673399","FRANKLIN","5","7852425200","7852425200","7852425200","489540366","HAROLD D GERMER","PRESIDENT"
"155681","PITTSBURG STATE UNIVERSITY","PITTSBURG","KS","20","4","1926","1","","","","1","1","1","1","8","","6","2","2","1","1","","","","","21","4","00192600","1","20","1","IC1","37","1","1","1701 S BROADWAY","66762","CRAWFORD","2","3162317000","3162354240","3162354251","486119268","JOHN R DARLING","PRESIDENT"
"155715","PRATT COMMUNITY COLLEGE","PRATT","KS","20","4","1938","1","","","","4","2","1","1","3","","6","1","1","1","1","","","","","40","4","00193800","1","40","1","IC1","151","1","1","348 NE ST RTE 61","67124","PRATT","1","3166725641","3166725641","3166725641","480699112","WM A WOJCIECHOWSKI","PRESIDENT"
"155760","REAL ESTATE SCHOOL OF LAWRENCE","LAWRENCE","KS","20","4","","1","9","","","9","3","3","2","1","","2","","","","","","","","","","6","","","0","1","IC4","45","1","1","PO BOX 3271","66046","DOUGLAS","2","9138431309","","9138431011","","CHARLENE J GARZILLO","OWNER"
"155636","OTTAWA UNIVERSITY-KANSAS CITY","OVERLAND PARK","KS","20","4","901937","1","","","","2","1","2","6","7","","3","4","1","0","1","","","","","","4","00193702","1","20","2","IC1","91","1","1","10865 GRANDVIEW STE 2000","66210","JOHNSON","3","9134511431","9134511431","9134511431","480543772","JAMES C BILLICK","PROVOST"
"155812","SAINT MARY COLLEGE","LEAVENWORTH","KS","20","4","1943","1","","","","2","1","2","4","7","","2","13","0","1","4","","","","","32","4","00194300","1","20","1","IC1","103","1","1","4100 S 4TH ST TRAFFICWAY","660485082","LEAVENWORTH","2","9136825151","9137586449","9137586118","","RICHARD MUCOWSKI","PRESIDENT"
"155830","SALINA AREA VOCATIONAL TECHNICAL SCHOOL","SALINA","KS","20","4","","1","","","","4","2","1","1","4","","5","2","0","3","1","","","","","","4","00549900","1","0","2","IC1","169","1","1","2562 SCANLAN AVE","67401","SALINE","1","9138252261","9138252261","9138252261","486017165","JIM SWEENEY","DIRECTOR"
"155858","SEWARD COUNTY COMMUNITY COLLEGE","LIBERAL","KS","20","4","8228","1","","","","4","2","1","1","3","","6","2","1","2","8","","","","","40","4","00822800","1","40","1","IC1","175","1","1","BOX 1137","679051137","SEWARD","1","3166241951","3166292618","3166292710","480756704","DR JAMES GROTE","PRESIDENT"
"155867","SIDNEYS HAIR DRESSING COLLEGE","HUTCHINSON","KS","20","4","","1","9","","","9","3","3","2","2","","5","","","","","","","","","","6","","","0","1","IC4","155","1","1","916 E FOURTH ST","67501","RENO","4","3166625481","3166625481","3166625481","","WILLIAM WYER","PRESIDENT"
"155876","SOUTHEAST KANSAS AREA VOCATIONAL TECHNICAL SCHOOL","COFFEYVILLE","KS","20","4","","1","","","","4","2","1","1","4","","6","4","6","1","3","","","","","","4","00526800","1","0","1","IC1","125","1","1","600 ROOSEVELT","67337","MONTGOMERY","5","3162513910","","","480699910","AL BUFFINGTON","DIRECTOR"
"155900","SOUTHWESTERN COLLEGE","WINFIELD","KS","20","4","1940","1","","","","2","1","2","6","7","","6","6","1","2","3","","","","","32","4","00194000","1","20","1","IC1","35","1","1","100 COLLEGE ST","67156","COWLEY","5","3162214150","3162218215","3162218236","","CARL E MARTIN","PRESIDENT"
"155937","STERLING COLLEGE","STERLING","KS","20","4","1945","1","","","","2","1","2","6","5","","7","7","1","1","2","","","","","32","4","00194500","1","30","1","IC1","159","1","1","BROADWAY AND COOPER","67579","RICE","1","3162782173","3162784226","3162784275","480543728","EDWARD JOHNSON","PRESIDENT"
"155946","BAKER UNIVERSITY SCHOOL OF NURSING","TOPEKA","KS","20","4","901903","1","","","","2","1","2","6","5","","2","3","1","4","2","","","","","","4","00190302","1","30","1","IC1","177","1","1","1500 SW 10TH","666061353","SHAWNEE","2","9133545850","9133545880","9133545851","","DANIEL LAMBERT","PRESIDENT"
"155955","STUPPY MID-AMERICA SCHOOL OF FLORAL DESIGN","TOPEKA","KS","20","4","","1","","","","9","3","3","2","1","","2","","","","","","","","","","4","","","0","1","IC4","177","1","1","1720 SW 42ND ST","66609","","2","8168423071","","8168423071","","BILL HARPER","DIRECTOR"
"155973","TABOR COLLEGE","HILLSBORO","KS","20","4","1946","1","","","","2","1","2","6","5","","6","3","0","1","2","","","","","32","4","00194600","1","30","1","IC1","115","1","1","400 S JEFFERSON","670631799","MARION","5","3169473121","3169473121","3169473121","480556726","DR H DAVID BRANDT","PRESIDENT"
"155991","TOPEKA INSTITUTE OF REAL ESTATE","TOPEKA","KS","20","4","","1","9","","","9","3","3","2","1","","2","","","","","","","","","","6","","","0","1","IC4","177","1","1","5120 W 28TH","666142399","SHAWNEE","2","9132731330","","","","LOUANN CLINTSMAN","DIRECTOR"
"156019","TOPEKA TECHNICAL COLLEGE","TOPEKA","KS","20","4","","1","","","","6","2","3","2","3","","2","14","0","2","10","","","","","","4","01046100","1","40","2","IC1","177","1","1","1620 NORTHWEST GAGE","66618","SHAWNEE","2","7852325858","7852325858","7852325858","480991611","JERRY BARNETT","OWNER"
"156046","REMINGTON COLLEGE","WICHITA","KS","20","4","","1","","","","8","3","2","6","2","","1","23","1","1","8","","","","","","4","02612900","9","0","2","IC3","173","1","1","6130 E CENTRAL STE 202","67208","SEDGEWICK","4","3166816700","3166816720","3166816700","","GORDON H DYSON","DIRECTOR"
"156055","UNITED STATES ARMY COMMAND AND GENERAL STAFF COLL","FT LEAVENWORTH","KS","20","0","1947","1","","","","1","1","1","1","7","","7","9","0","0","1","","","","","59","4","15605500","2","20","2","IC1","103","1","1","1 REYNOLDS AVENUE BLDG 111","660271352","LEAVENWORTH","2","","","9136842312","","MONTGOMERY C MEIGS","MAJOR GENERAL"
"156082","WASHBURN UNIVERSITY OF TOPEKA","TOPEKA","KS","20","4","1949","1","","","","1","1","1","1","7","1","2","6","1","3","4","","","","","21","4","00194900","1","21","2","IC1","177","1","1","1700 COLLEGE AVE","66621","SHAWNEE","2","9132311010","9132311010","9132311010","486030115","JERRY FARLEY","PRESIDENT"
"156107","WICHITA AREA TECHNICAL COLLEGE","WICHITA","KS","20","4","5498","1","","","","4","2","1","1","4","","1","10","1","4","3","","","","","","4","00549800","1","40","2","IC1","173","1","1","201 N WATER","672021292","SEDGWICK","4","3168334910","3168332452","3168334326","486000351","ROSEMARY KIRBY","PRESIDENT"
