unitid,"instnm","addr","city","stabbr","zip",fips,obereg,"chfnm","chftitle","gentele","fintele","admtele","ein","duns","opeid",opeflag,"webaddr",sector,iclevel,control,hloffer,ugoffer,groffer,fpoffer,hdegoffr,deggrant,hbcu,hospital,medical,tribal,locale,openpubl,"act",newid,deathyr,"closedat",cyactive,postsec,pseflag,pset4flg,rptmth,instcat,ccbasic,ccipug,ccipgrad,ccugprof,ccenrprf,ccsizset,carnegie,tenursys,landgrnt,fte,instsize,enrtot
"172015","Ross Medical Education Center","1036 Gilbert Street","Flint","MI","48532","26","3","Paul Mitchell","President","8102301100","8102301100","8102301100","382018808","096318456","02099700","1","www.rossmedicaleducation.com","9","3","3","1","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","176","1","176"
"172033","Sacred Heart Major Seminary","2701 Chicago Blvd","Detroit","MI","48206-1799","26","3","Steven Boguslawski","Rector/ President","3138838512","3138838587","3138838520","381358214","091958348","00231300","1","WWW.SHMSONLINE.ORG","2","1","2","7","1","1","1","21","1","2","0","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","2","24","-2","-2","-2","6","-2","51","0","0","231","1","445"
"172051","Saginaw Valley State University","7400 Bay Rd","University Center","MI","48710","26","3","Eric Gilbertson","President","9899644000","9899644103","9899644200","381798800","076386747","00231400","1","www.svsu.edu","1","1","1","8","1","1","2","20","1","2","0","2","2","22","1","A","-2","-2","-2","1","1","1","1","1","2","18","13","9","8","3","12","21","1","0","7505","3","9569"
"172200","Schoolcraft College","18600 Haggerty Road","Livonia","MI","48152-2696","26","3","Dr. Conway A. Jeffress","President","7344624400","7344624433","7344624426","381685740","068818335","00231500","1","www.schoolcraft.edu","4","2","1","3","1","2","2","40","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","4","4","1","-1","1","1","4","40","0","0","6080","4","10606"
"172264","Siena Heights University","1247 Siena Heights Dr","Adrian","MI","49221","26","3","Richard R Artman","President","5172630731","5172647130","5172647180","381366958","790998314","00231600","1","www.sienahts.edu","2","1","2","8","1","1","2","20","1","2","0","2","2","32","1","A","-2","-2","-2","1","1","1","1","1","2","20","13","11","5","3","9","21","0","0","1384","2","2123"
"172291","St Clair County Community College","323 Erie","Port Huron","MI","48061-5015","26","3","Dr. Rose Bellanca","President","8109843881","8109895530","8109895500","381857017","076347210","00231000","1","www.sc4.edu","4","2","1","3","1","2","2","40","1","2","0","2","2","23","1","A","-2","-2","-2","1","1","1","1","1","4","4","1","-1","2","1","3","40","0","0","2613","2","4087"
"172307","Southwestern Michigan College","58900 Cherry Grove Rd","Dowagiac","MI","49047-9793","26","3","David M Mathews","President","2697821000","2697821313","2697821303","381786120","054650239","00231700","1","www.swmich.edu","4","2","1","4","1","2","2","40","1","2","0","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","4","2","1","-1","1","1","2","40","0","0","1573","2","2676"
"172325","Specs Howard School of Broadcast Arts Inc","19900 W Nine Mile Rd","Southfield","MI","48075","26","3","Jonathan Liebman","President","2483589000","2483589000","2483589000","381904145","078411857","02237800","1","specshoward.edu","9","3","3","1","1","2","2","0","2","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","1","0","540","1","540"
"172334","Spring Arbor University","106 E. Main St","Spring Arbor","MI","49283-9799","26","3","Gayle Beebe","President","5177501200","5177506468","5177506468","381359569","074215070","00231800","1","www.arbor.edu","2","1","2","7","1","1","2","20","1","2","0","2","2","23","1","A","-2","-2","-2","1","1","1","1","1","2","18","13","10","11","5","11","22","1","0","3046","2","3701"
"172422","Michigan Career and Technical Institute","11611 West Pine Lake Road","Plainwell","MI","49080-9254","26","3","F. Dennis Hart","Director","2696644461","2696649235","2696649245","999999999","809037120","02618400","1","www.michigan.gov","4","2","1","4","1","2","2","0","2","2","0","2","2","42","1","A","-2","-2","-2","1","1","1","1","1","6","-3","-3","-3","-3","-3","-3","-3","0","0","246","1","246"
"172440","Finlandia University","601 Quincy St","Hancock","MI","49930-1882","26","3","Robert Ubbelohde","President","9064825300","9064877240","9064877274","381359570","074797499","00232200","1","www.finlandia.edu","2","1","2","5","1","2","2","30","1","2","0","2","2","33","1","A","-2","-2","-2","1","1","1","1","1","3","22","12","-1","9","2","7","40","1","0","508","1","555"
"172468","Theological School of the Protestant Reform Church","4949 Ivanrest Ave SW","Grandville","MI","49418-9142","26","3","Prof Robert Decker","Rector","6165311490","6165311490","6165311490","382505559","","-2","6","","2","1","2","-2","2","2","1","1","1","2","-1","-1","2","13","1","A","-2","-2","-2","1","1","1","2","-1","-1","-3","-3","-3","-3","-3","-3","-3","-1","0","","-1",""
"172477","Thomas M Cooley Law School","300 S Capitol Ave","Lansing","MI","48901","26","3","Don LeDuc","President and Dean","5173715140","51737151402210","51737151402241","381988915","076371376","01262700","1","www.cooley.edu","2","1","2","-2","2","2","1","1","1","2","0","2","2","12","1","A","-2","-2","-2","1","1","1","1","1","1","31","-2","-2","-2","7","-2","57","1","0","2002","2","3252"
"172495","Twin City Beauty College","2600 Lincoln  Avenue","Saint Joseph","MI","49085","26","3","James F. Moored","Owner","2694282900","6165103515","2694282900","522193447","084578046","03075200","1","WWW.TCBEAUTYCOLLEGE.COM","9","3","3","2","1","2","2","0","2","2","0","2","2","23","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","14","1","36"
"172556","Virginia Farrell Beauty School","23620 Harper Rd","Saint Clair Shores","MI","48080","26","3","Pauline Drace","President","5867756640","2484249123","2484249123","381249568","183021674","00973200","1","WWW.VIRGINIAFARRELL.COM","9","3","3","2","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","102","1","111"
"172574","Virginia Farrell Beauty School","34580 Ford Rd","Westland","MI","48185","26","3","Pauline Drace","President","7347299220","2484249123","2484249123","381249568","163877301","01164600","1","virginiafarrell.com","9","3","3","2","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","186","1","301"
"172583","Virginia Farrell Beauty School","22925 Woodward Ave","Ferndale","MI","48220","26","3","Pauline Drace","President","2483984647","2484249123","2484249123","381249568","183020262","00973400","1","virginiafarrell.com","9","3","3","2","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","140","1","163"
"172608","Walsh College of Accountancy and Business Administration","3838 Livernois","Troy","MI","48083-5048","26","3","Keith A Pretty","President","2486898282","2488231665","2488231610","381308480","069828960","00407100","1","www.walshcollege.edu","2","1","2","8","1","1","2","20","1","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","2","29","-2","-2","-2","6","-2","55","0","0","1371","2","3137"
"172617","Washtenaw Community College","4800 E Huron River Dr","Ann Arbor","MI","48106-1610","26","3","Larry Whitworth","President","7349733543","7349733523","7349733543","381784300","074213703","00232800","1","www.wccnet.edu","4","2","1","4","1","2","2","40","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","4","6","1","-1","1","1","4","40","0","0","6571","4","12193"
"172635","Wayne County Community College District","801 W Fort St","Detroit","MI","48226","26","3","Curtis L Ivery","Chancellor","3134962600","3134962865","3134962655","","076386556","00923000","1","www.wcccd.edu","4","2","1","4","1","2","2","40","1","2","0","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","4","7","1","-1","1","1","4","40","0","0","7106","4","14764"
"172644","Wayne State University","656 West Kirby Street","Detroit","MI","48202","26","3","Irvin D Reid","President","3135772424","3135773378","3135773577","686028429","001962224","00232900","1","www.wayne.edu","1","1","1","9","1","1","1","11","1","2","0","1","2","11","1","A","-2","-2","-2","1","1","1","1","1","2","15","14","14","5","5","15","15","1","0","23437","5","32160"
"172671","West Shore Community College","3000 N Stiles Rd","Scottville","MI","49454-0277","26","3","Charles  T. Dillon","President","23184508243124","23184562113114","23184562113117","381852447","072584410","00795000","1","www.westshore.edu","4","2","1","4","1","2","2","40","1","2","0","2","2","42","1","A","-2","-2","-2","1","1","1","1","1","4","1","1","-1","2","1","2","40","1","0","810","2","1393"
"172699","Western Michigan University","1903 West Michigan Avenue","Kalamazoo","MI","49008-5167","26","3","Judith I. Bailey","President","2693873530","2693876000","2693872000","386007327","120172457","00233000","1","www.wmich.edu","1","1","1","9","1","1","2","10","1","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","2","16","13","15","11","4","15","15","1","0","22193","5","26239"
"172705","Western Theological Seminary","101 E 13th St","Holland","MI","49423-3622","26","3","Dennis N Voskuil","President","6163928555","6163928555","6163928555","-1","079292918","00233100","1","www.westernsem.edu","2","1","2","9","2","1","1","11","1","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","1","24","-2","-2","-2","7","-2","51","1","0","194","1","222"
"172802","Wright Beauty Academy","492 Capital SW","Battle Creek","MI","49015","26","3","Jessica Gieske","Owner","2699644016","2699644016","2699644016","382778976","072590425","01229100","1","","9","3","3","2","1","2","2","0","2","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","45","1","102"
"172866","Academy College","1101 E. 78th Street, Suite 100","Minneapolis","MN","55420-1554","27","4","Nancy Olson","Chief Executive Officier","9528510066","9528510066","9528510066","-1","094044195","02050300","1","www.academycollege.edu","3","1","3","5","1","2","2","30","1","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","3","14","2","-1","6","2","6","40","0","0","216","1","251"
"172918","Alexandria Technical College","1601 Jefferson St","Alexandria","MN","56308","27","4","Kevin Kopischke","President","3207620221","3207624540","3207624520","416000893","605742410","00554400","1","www.alextech.edu","4","2","1","4","1","2","2","40","1","2","0","2","2","33","1","A","-2","-2","-2","1","1","1","1","1","4","2","1","-1","3","1","2","40","1","0","1771","2","2116"
"172927","American Indian OIC Inc","1845 E. Franklin Ave","Minneapolis","MN","55404-2221","27","4","Lee Antell","Executive Director","6123413358","6123413358136","6123413358117","-1","161011515","02514100","1","WWW.AIOIC.ORG","8","3","2","1","1","2","2","0","2","2","0","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","6","-3","-3","-3","-3","-3","-3","-3","0","0","43","1","54"
"172954","Anoka Technical College","1355 W Hwy 10","Anoka","MN","55303","27","4","Anne Weyandt","President","7635764700","7635764760","7635764850","416008267","135933414","00735000","1","www.ank.tec.mn.us","4","2","1","4","1","2","2","40","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","4","4","1","-1","2","1","2","40","1","0","1472","2","2239"
"172963","Anoka-Ramsey Community College-Coon Rapids Campus","11200 Mississippi Blvd. NW","Coon Rapids","MN","55433","27","4","Patrick M. Johns","President","7634331240","7634331500","7634331300","411687554","807197041","00233200","1","www.anokaramsey.edu","4","2","1","3","1","2","2","40","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","4","4","1","-1","2","1","3","40","1","0","4478","3","7293"
"172972","Apostolic Bible Institute Inc","6944 Hudson Blvd N","Saint Paul","MN","55128-7021","27","4","Gerald Grant","President","6517397686","6517397686","6517397686","416042732","","-2","6","www.apostolic.org","2","1","2","5","1","2","2","30","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","2","1","3","-3","-3","-3","-3","-3","-3","-3","0","0","60","1","64"
"173045","Augsburg College","2211 Riverside Ave","Minneapolis","MN","55454","27","4","William Frame","President","6123301000","6123301046","6123301001","-1","078679347","00233400","1","www.augsburg.edu","2","1","2","8","1","1","2","20","1","2","0","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","2","20","10","8","11","4","10","22","1","0","2984","2","3479"
"173063","Riverland Community College","1900 8th Ave NW","Austin","MN","55912","27","4","Terry Leas","President","5074330600","5074330695","5074330517","-1","807197124","00233500","1","WWW.Riverland.edu","4","2","1","4","1","2","2","40","1","2","0","2","2","32","1","A","-2","-2","-2","1","1","1","1","1","4","2","1","-1","2","1","3","40","1","0","2210","2","3606"
"173115","Northwest Technical College","905 Grant Avenue SE","Bemidji","MN","56601-4907","27","4","Dr. Jon Quistgaard","President","2183336600","2183336648","2183336647","411687554","028536428","00575900","1","www.ntcmn.edu","4","2","1","4","1","2","2","40","1","2","0","2","2","33","1","A","-2","-2","-2","1","1","1","1","1","4","1","1","-1","3","1","2","-3","1","0","680","1","885"
"173124","Bemidji State University","1500 Birchmont Dr","Bemidji","MN","56601","27","4","Jon E. Quistgaard","President","8004752001","2187552034","2187552040","416007162","617358916","00233600","1","www.bemidjistate.edu","1","1","1","7","1","1","2","20","1","2","0","2","2","33","1","A","-2","-2","-2","1","1","1","1","1","2","20","13","6","8","3","13","22","1","0","3394","2","4474"
"173896","Luther Seminary","2481 Como Ave","Saint Paul","MN","55108-1496","27","4","Richard Bliese","President","6516413456","6516413463","6516413422","411425961","933208266","00235700","1","www.luthersem.edu","2","1","2","9","2","1","1","11","1","2","0","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","1","24","-2","-2","-2","7","-2","51","1","0","713","1","819"
"173142","Bethany Lutheran College","700 Luther Dr","Mankato","MN","56001","27","4","Dan Bruss","President","5073447000","5073447328","5073447330","410747165","084113919","00233700","1","www.blc.edu","2","1","2","5","1","2","2","30","1","2","0","2","2","33","1","A","-2","-2","-2","1","1","1","1","1","2","23","2","-1","11","2","8","40","0","0","549","1","584"
"173160","Bethel University","3900 Bethel Dr","Saint Paul","MN","55112-6902","27","4","George Brushaber","President","6516386400","6516386241","6516386242","410708577","071777692","00905800","1","www.bethel.edu","2","1","2","9","1","1","2","10","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","2","19","13","6","12","4","14","21","1","0","3485","2","3857"
"173179","Bethel Seminary","3949 Bethel Dr","Saint Paul","MN","55112","27","4","George Brushaber","President","6516386180","6516386278","6516386288","410208577","","00905803","1","www.bethel.edu","2","1","2","9","2","1","1","11","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","1","24","-2","-2","-2","7","-2","51","1","0","636","1","819"
"173203","Central Lakes College-Brainerd","501 West College Drive","Brainerd","MN","56401-3900","27","4","Dr. Larry Lundblad","President","2188558000","2188558025","2188558037","-1","807196860","00233900","1","WWW.CLCMN.EDU","4","2","1","4","1","2","2","40","1","2","0","2","2","33","1","A","-2","-2","-2","1","1","1","1","1","4","2","1","-1","3","1","3","40","1","0","2191","2","2875"
"173258","Carleton College","One North College Street","Northfield","MN","55057-4001","27","4","Robert Oden A Jr","President","5076464000","5076464138","5076464190","410694747","068184449","00234000","1","www.carleton.edu","2","1","2","5","1","2","2","30","1","2","0","2","2","31","1","A","-2","-2","-2","1","1","1","1","1","2","21","3","-1","12","2","11","31","1","0","1936","2","1936"
"173300","Concordia College at Moorhead","901 S 8th St","Moorhead","MN","56562","27","4","Pamela M. Jolicoeur","President","2182994100","2182993010","2182993004","410693977","071364293","00234600","1","www.cord.edu","2","1","2","7","1","1","2","20","1","2","0","2","2","22","1","A","-2","-2","-2","1","1","1","1","1","2","21","9","0","10","3","11","31","1","0","2726","2","2764"
"173328","Concordia University-Saint Paul","275 Syndicate Street North","Saint Paul","MN","55104-5494","27","4","Robert A Holst","President","6516418278","6516036300","6516418230","410696906","070744685","00234700","1","www.csp.edu","2","1","2","7","1","1","2","20","1","2","0","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","2","19","16","7","11","4","9","32","1","0","1883","2","2069"
"173416","Dakota County Technical College","1300  145th Street East","Rosemount","MN","55068-2999","27","4","Ronald E. Thomas","President","6514238301","6514238299","6514238302","411687554","176616118","01040200","1","www.dctc.mnscu.edu","4","2","1","4","1","2","2","40","1","2","0","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","4","4","1","-1","2","1","3","40","1","0","2044","2","3105"
"173452","Martin Luther College","1995 Luther Ct","New Ulm","MN","56073-3965","27","4","Theodore B Olsen","President","50735482210","5073548221221","5073548221280","410695520","083457432","00236100","1","www.mlc-wels.edu","2","1","2","7","1","1","2","20","1","2","0","2","2","33","1","A","-2","-2","-2","1","1","1","1","1","2","32","-2","-2","-2","2","-2","58","1","0","831","1","880"
"173461","Lake Superior College","2101 Trinity Rd","Duluth","MN","55811-3399","27","4","Kathleen Nelson","President","8004322884","2187337636","2187335903","411687554","193188752","00575700","1","www.lsc.edu","4","2","1","4","1","2","2","40","1","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","4","3","1","-1","2","1","3","40","1","0","3177","2","4954"
"173470","Cosmetology Careers Unlimited-Duluth","121 W Superior St","Duluth","MN","55802","27","4","Richard Shaffer","President","2187227484","2187227484","2187227484","201123518","076503093","00960000","1","www.coscareers.com","9","3","3","2","1","2","2","0","2","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","68","1","68"
"173489","Duluth Business University","4724 Mike Colalillo Drive","Dultuh","MN","55807","27","4","James Gessner","Owner","2187224000","2187404356","2187224000","410636850","039582465","00989200","1","www.dbumn.edu","6","2","3","3","1","2","2","40","1","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","4","10","1","-1","3","1","1","40","0","0","263","1","296"
"173559","Minnesota State Community and Technical College","1414 College Way","Fergus Falls","MN","56537-1000","27","4","Dr. David Gabrielson","Provost","2187361500","2187361534","2187361525","416007162","807197017","00554100","1","www.minnesota.edu","4","2","1","3","1","2","2","40","1","2","0","2","2","33","1","A","-2","-2","-2","1","1","1","1","1","4","2","1","-1","3","1","3","40","1","0","4273","3","5631"
"173629","Globe College","7166 10th St N","Oakdale","MN","55128-5939","27","4","Terry Myhre","President","6517305100","6517305100","6517305100","410670517","071345375","00464200","1","www.globecollege.edu","3","1","3","7","1","1","2","20","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","3","23","2","-1","5","2","6","40","0","0","666","1","871"
"173638","Minnesota West Community and Technical College","1593 11th Ave","Granite Falls","MN","56241","27","4","Ronald A. Wood","President","3205644511","3205644511","3205644511","416004911","071787725","00526300","1","www.mnwest.edu","4","2","1","4","1","2","2","40","1","2","0","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","4","2","1","-1","2","1","2","40","1","0","1891","2","2785"
"173647","Gustavus Adolphus College","800 West College Avenue","Saint Peter","MN","56082-1498","27","4","Dr. James L. Peterson","President","5079338000","5079337527","5079337676","410695524","006221808","00235300","1","WWW.GUSTAVUS.EDU","2","1","2","5","1","2","2","30","1","2","0","2","2","32","1","A","-2","-2","-2","1","1","1","1","1","2","21","6","-1","12","2","11","31","1","0","2518","2","2537"
"173665","Hamline University","1536 Hewitt Avenue","Saint Paul","MN","55104-1284","27","4","Linda N. Hanson","President","6515232800","6515232280","6515232207","410693960","078694155","00235400","1","www.hamline.edu","2","1","2","9","1","1","1","11","1","2","0","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","2","18","7","12","11","5","13","21","1","0","3611","2","4550"
"173708","Hennepin Technical College","9000 Brooklyn Blvd","Brooklyn Park","MN","55445","27","4","Sharon K Grossbach","President","9529951300","9529951472","7634882450","410970130","190818807","01049100","1","www.hennepintech.edu","4","2","1","4","1","2","2","40","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","4","4","1","-1","1","1","3","40","1","0","3292","3","5502"
"173726","Cosmetology Careers Unlimited-Hibbing","110 E Howard St","Hibbing","MN","55746","27","4","Richard Shaffer","President","2182638354","2187227484","2187227484","201123518","164158826","02159800","1","www.coscareers.com","9","3","3","2","1","2","2","0","2","2","0","2","2","33","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","37","1","37"
"173735","Hibbing Community College-A Technical and Community College","1515 E 25th St","Hibbing","MN","55746","27","4","Kenneth Simberg","Provost","2182627200","2182626731","2182627207","416007162","965034234","00235500","1","www.hcc.mnscu.edu","4","2","1","4","1","2","2","40","1","2","0","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","4","2","1","-1","2","1","2","40","1","0","1076","2","1360"
"173744","Aveda Institute","400 Central Ave SE","Minneapolis","MN","55414","27","4","Teri Cipowski","Chancellor","6123787401","6123787407","6123787400","411891207","119742195","02123200","1","www.aveda.com","9","3","3","2","1","2","2","0","2","2","0","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","275","1","288"
"173799","Inver Hills Community College","2500 80th St E","Inver Grove Heights","MN","55076-3224","27","4","Cheryl Frank","President","6514508500","6514508518","6514508503","411687554","807197207","00974000","1","www.inverhills.edu","4","2","1","3","1","2","2","40","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","4","4","1","-1","2","1","3","40","1","0","3143","3","5235"
"173805","Itasca Community College","1851 Hwy 169 E","Grand Rapids","MN","55744-3397","27","4","Dr. Joseph Sertich","President","2183274460","2183274467","2183274468","791840207","096488507","00235600","1","WWW.ITASCACC.EDU","4","2","1","3","1","2","2","40","1","2","0","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","4","1","1","-1","3","1","2","40","1","0","981","2","1200"
"173887","The Art Institutes International Minnesota","15 S 9th St","Minneapolis","MN","55402","27","4","Larry Horn","President","6123323361","6123323361","6123323361","251796999","076481712","01024800","1","www.aim.artinstitutes.edu","3","1","3","5","1","2","2","30","1","2","0","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","3","30","-2","-2","-2","2","-2","40","0","0","1402","2","1596"
"173902","MacAlester College","1600 Grand Ave","Saint Paul","MN","55105-1899","27","4","Brian C Rosenberg","President","6516966000","6516966214","6516966357","410693962","942645540","00235800","1","www.macalester.edu","2","1","2","5","1","2","2","30","1","2","0","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","2","21","3","-1","12","2","11","31","1","0","1843","2","1869"
"173911","South Central College","1920 Lee Blvd","North Mankato","MN","56003-1920","27","4","Keith Stover","President","5073897200","5073897269","5073897218","-1","786695643","00553700","1","www.sctc.mnscu.edu","4","2","1","4","1","2","2","40","1","2","0","2","2","33","1","A","-2","-2","-2","1","1","1","1","1","4","2","1","-1","2","1","3","40","1","0","2081","2","3166"
"173920","Minnesota State University-Mankato","South Rd and Ellis Ave","Mankato","MN","56001","27","4","Richard Davenport","President","5073896767","5073891866","5073891822","411662303","053423133","00236000","1","www.mnsu.edu","1","1","1","8","1","1","2","20","1","2","0","2","2","33","1","A","-2","-2","-2","1","1","1","1","1","2","18","13","4","11","3","16","21","1","0","12861","4","14333"
"173939","Regency Beauty Institute","40 County Road 10 NE","Blaine","MN","55434","27","4","J. Hayes Batson","President                ( 763-450-4320)","7637849102","7635333951","7637849102","411424058","620612184","01049000","1","www.regencybeauty.com","9","3","3","2","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","125","1","125"
"173957","Mayo Medical School","200 1st St SW","Rochester","MN","55905","27","4","Keith D. Lindor, MD","Dean","5072843671","5072844839","5072842316","416011702","194396750","01173200","1","www.mayo.edu/mms/","2","1","2","-2","2","2","1","1","1","2","0","1","2","13","1","A","-2","-2","-2","1","1","1","1","1","1","25","-2","-2","-2","7","-2","52","0","0","166","1","166"
"173966","Mayo School of Health Related Sciences","200 First St SW","Rochester","MN","55905","27","4","Claire Bender, M.D.","Dean","5072843678","5072844839","5072843678","416011702","006471700","01173201","1","www.mayo.edu/mshs/","2","1","2","7","1","1","2","20","1","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","2","1","26","-2","-2","-2","5","-2","53","0","0","337","1","339"
"173984","Argosy University-Twin Cities Campus","1515 Central Parkway","Eagan","MN","55121","27","4","William Cowan, DVM","Campus President","8888442004","8888442004","8888442004","362855674","071350359","02179901","1","www.argosyu.edu","3","1","3","9","1","1","2","10","1","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","3","17","2","13","6","5","9","40","0","0","1372","2","1719"
"173993","Mesabi Range Community and Technical College","1001 Chestnut St W","Virginia","MN","55792","27","4","Dr. Tina Royer","Provost","2187413095","2187497753","2187490314","416007162","012088352","00400900","1","www.mr.mnscu.edu","4","2","1","4","1","2","2","40","1","2","0","2","2","33","1","A","-2","-2","-2","1","1","1","1","1","4","1","1","-1","3","1","2","-3","1","0","1044","2","1495"
"174020","Metropolitan State University","700 E Seventh St","Saint Paul","MN","55106-5000","27","4","Wilson Bradshaw","President","6517931212","6517931414","6517931300","411607162","965519572","01037400","1","www.metrostate.edu","1","1","1","8","1","1","2","20","1","2","0","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","2","19","10","7","5","4","12","22","1","0","3952","3","6497"
"174066","University of Minnesota-Twin Cities","100 Church Street SE","Minneapolis","MN","55455-0213","27","4","Robert H. Bruininks","President","6126255000","6126241111","6126252008","416007513","968673616","00396900","1","www1.umn.edu/twincities/index.php","1","1","1","9","1","1","1","11","1","2","0","1","2","11","1","A","-2","-2","-2","1","1","1","1","1","2","15","11","14","13","5","15","15","1","1","41725","5","51175"
"174075","University of Minnesota-Crookston","105 Selvig Hall","Crookston","MN","56716","27","4","Charles Casey","Chancellor","2182818343","2182818563","2182818569","416007513","874229131","00406900","1","www.crk.umn.edu/","1","1","1","5","1","2","2","30","1","2","0","2","2","32","1","A","-2","-2","-2","1","1","1","1","1","2","22","15","-1","10","2","11","32","1","0","1437","2","2134"
"174118","Minneapolis Business College","1711 W County Rd B","Roseville","MN","55113-0000","27","4","David B Whitman","President","6516367406","6516367406","6516367406","251482719","020480752","00464500","1","minneapolisbusinesscollege.edu","6","2","3","3","1","2","2","40","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","4","10","1","-1","4","1","1","40","0","0","445","1","445"
"174127","Minneapolis College of Art and Design","2501 Stevens Ave","Minneapolis","MN","55404","27","4","Michael O'Keefe","President","6128743700","6128743782","6128743760","411607453","171665052","00236500","1","WWW.MCAD.EDU","2","1","2","7","1","1","2","20","1","2","0","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","2","30","-2","-2","-2","3","-2","56","0","0","680","1","712"
"174136","Minneapolis Community and Technical College","1501 Hennepin Ave","Minneapolis","MN","55403-1779","27","4","Phillip Davis","President","6126596000","6126596240","6126596200","411687554","807196985","00236200","1","/www.minneapolis.edu","4","2","1","4","1","2","2","40","1","2","0","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","4","6","1","-1","2","1","3","40","1","0","4738","3","7727"
"174154","Herzing College","5700 W Broadway","Minneapolis","MN","55428-3548","27","4","Thomas Kosel","College President","7635353000","7632313156","7635353000","391040865","071490437","01101700","1","www.herzing.edu","3","1","3","5","1","2","2","30","1","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","3","14","1","-1","2","1","1","40","0","0","246","1","341"
"174190","Minnesota School of Cosmetology","7166  Tenth St No","Oakdale","MN","55128","27","4","Terry Myhre","President","6512872180","6512872190","65128721801182","383687415","089778039","02238100","1","www.msccollege.edu","9","3","3","2","1","2","2","0","2","2","0","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","6","-3","-3","-3","-3","-3","-3","-3","0","0","101","1","101"
"174206","Crossroads College","920 Mayowood Rd SW","Rochester","MN","55902-2382","27","4","Bill J. Luce, Jr.","President","5072884563301","5072884563308","5072884563313","410789402","099057507","00236600","1","www.crossroadscollege.edu","2","1","2","5","1","2","2","30","1","2","0","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","3","24","-2","-2","-2","2","-2","51","0","0","159","1","173"
