unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc5,facloc6,facloc7,facloc8,facloc9,facloc10,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,admreq6,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,admreq13,yrscol,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3
"232867","1","1","","","1","","","1","","1","1","1","1","","1","","1","2","","","","1","","","","","","","1","1","1","","","","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"232885","1","1","","","","","","1","","1","","","","","","","","2","","","","1","","1","","","1","","","","1","","1","","","1","","","","","","","","","","","","1","","1","1","","","","1","","","2","232265","",""
"232919","7","","","","1","","","","","","","","1","","","","","2","","","","","","1","","","1","1","1","","","","","","","","","","","","","","1","","","","","","1","1","1","1","","1","1","","","3","","",""
"232937","1","1","","","1","","","1","","1","1","","1","","1","1","","1","1","","","1","","1","1","","","","","","1","1","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"232946","1","1","","","1","","","1","","1","1","","1","","","","","1","1","","","1","","","","","","","","","","","","","1","1","1","1","1","","","","","1","","1","","","1","1","1","","1","1","1","","","1","","",""
"232982","1","1","1","","1","","","1","","1","1","","1","","1","1","","1","1","","","1","1","1","1","1","","","","","1","","","","1","1","1","","1","","","1","1","1","1","1","","","1","1","1","1","1","1","1","","","1","","",""
"233000","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"233019","1","1","","","1","","","1","","1","1","1","1","","1","1","1","2","","","","1","","","","","","1","1","1","1","1","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"233037","1","1","","","1","","","1","","1","","1","1","","","1","1","2","","","","1","","","","","","","1","","1","","1","","1","","1","","1","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"233082","1","1","","","","","","1","","1","","1","","","","","","2","","","","1","1","1","1","","","","","","1","","","","","1","","","","","","","","","","","","","1","1","1","","","","","","","1","","",""
"233091","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"233116","1","1","","","1","","","1","","1","1","","1","","","","","2","","","","1","","","","","","1","1","","1","1","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"233161","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","","","1","","",""
"233189","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","1","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"233204","7","1","","","","","","1","","","","1","","","","","","2","","","","","","","","","","","","","1","","","4","","1","","","","","","1","","","","","","","","1","1","1","","","1","","","2","233842","",""
"233222","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","1","1","","1","","","","","","3","","",""
"233259","1","1","","","1","","","1","","","","","1","","","","","2","","","1","","","","","","","","","","","","","4","","","","","","","1","","","","","","","1","","1","","1","","","","1","","1","","",""
"233277","1","1","","","1","","","1","","1","","","1","","1","","","2","","","","1","1","1","1","","","","","","1","","","","","","","","","","1","","","","","","","1","","1","1","1","1","1","1","1","","1","","",""
"233286","7","1","","","","","","","","","","1","","","","","","2","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"233295","1","1","","1","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","1","","1","","1","","1","","","1","","","","","","","","","","","","1","","1","1","","","","","","","1","","",""
"233301","1","1","","1","","","","1","","","","1","1","","","","","2","","","","1","1","1","1","1","","","","","1","","1","","","1","","","","","","1","1","","","","","","1","1","1","","","","","","","1","","",""
"233310","1","1","","","1","","","1","1","1","1","1","1","","1","","","1","1","","","1","","","","","","","1","","1","","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"233329","2","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"233338","1","1","","","1","","","1","","","1","","1","","","","","1","1","","","1","1","1","1","","","","1","","1","","","","","","","","","","1","","","","","","","1","1","1","","","1","1","1","","","1","","",""
"233347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"233356","1","1","","","","","","1","","1","","","","","","","","2","","","","1","1","1","1","","","","1","","1","","","","","","","","","","1","1","","","","","","","","1","","","","","","","","1","","",""
"233374","1","1","","","1","","","1","","1","","","1","","","","","2","","","","1","1","1","1","1","1","","1","","1","","1","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"233383","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","1","","2","","",""
"233408","1","1","","","","","","1","","1","","","","","","","","2","","","","1","1","1","1","1","","","1","","1","","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"233417","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","1","","2","","",""
"233426","1","1","","1","1","","","1","","","","1","1","","","","","2","","","","1","1","1","1","1","","","1","","1","","1","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"233435","1","","","","1","","","","","","","","1","","","","","2","","","","1","1","1","1","1","","","","","","","","","","","","","","","","","1","","","","","","1","1","1","","","","","","","3","","",""
"233462","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","1","","","","","1","3","","1","","","","","","","","","","","","","","1","1","1","","","1","","","1","","",""
"233480","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","1","","","","","1","","1","","",""
"233499","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","","1","","1","","","","1","","1","1","","","","","","","","","","","","1","1","1","1","1","","","1","1","","1","","",""
"233505","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","1","","1","","","","","","","","1","","","","","","","","","","","","","","1","","","1","","",""
"233523","7","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","","","1","","","","","","1","","","1","","","","","","","","","","","","","1","1","","","","","","","","3","","",""
"233532","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","1","","","1","","","","","","","","","","","","","","","","1","","","","","","","","",""
"233541","1","1","","","1","","","1","","1","","1","1","","","","1","2","","","","1","","1","1","1","","","1","","1","","1","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"233596","7","1","","","","","","","","1","","","","","","","","2","","","","1","1","1","","","1","","","","","","1","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"233611","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","","","1","","1","","1","","","","","","","","1","","","","","","","","1","1","1","","","","1","","","1","","",""
"233620","5","","","","1","","","","","","","","1","","","","","2","","","","","","","","","","","1","1","","","1","","","1","","","","","","","1","","","","","","1","1","1","1","","","","","","1","","",""
"233639","1","1","","1","1","","","1","1","1","1","","1","","1","1","","1","1","","","1","","","","","","","1","1","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"233648","1","1","","","1","","","1","","1","1","1","1","","1","1","1","2","","","","1","","1","","","1","1","1","1","1","","1","","1","1","1","","1","","","1","1","1","","1","","","1","1","1","1","1","1","1","","","1","","",""
"233657","7","1","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"233666","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"233684","2","1","1","","","","","1","","","1","1","","","","","","1","1","","","1","","1","1","","1","","","","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"233718","4","1","","1","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","","","","","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"233727","1","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"233754","1","1","","","1","","","1","","1","1","1","1","","1","1","1","1","1","","","1","","1","","","1","","1","1","","","","","1","1","1","","1","","","1","1","","","","","","1","1","1","","1","1","1","","","1","","",""
"233772","1","1","","","1","","","1","","1","1","1","1","","","","1","1","1","","","","","","","","","","1","","","1","","","1","1","1","","1","","","1","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"233781","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","",""
"233842","1","1","1","","1","1","","1","","","","1","1","","","","1","2","","","1","","","","","","","","","","","","","4","1","","","","","","","","","","","","","","1","","1","1","","","1","","","1","","",""
"233897","1","1","","","1","","","1","","1","","","1","","1","","","2","","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","1","1","","","","","","1","1","1","1","1","1","1","","","1","","",""
"233903","1","1","","","1","","","1","","1","1","1","1","","1","1","1","2","","","","1","","1","","","1","1","1","","1","1","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"233912","1","1","","","","","","1","","","","1","","","","","","2","","","","1","1","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","1","1","1","1","","","","","","","1","","",""
"233921","1","1","","","1","","","1","","1","1","1","1","","1","1","1","2","","","","1","1","1","1","","","1","","","1","","","","1","1","","","","","","","","","","","","","","1","1","1","1","1","1","","","1","","",""
"233949","1","1","","","1","","","1","","1","1","1","1","","1","1","1","2","","","","1","","","","","","","1","1","1","","","","1","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"233985","3","","","1","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","1","1","","","","","","3","","",""
"234003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","",""
"234030","1","1","","","1","1","","1","","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","1","","","","","1","","1","","1","1","","","","","","1","1","1","1","","","","1","1","1","1","1","1","1","1","","1","","",""
"234049","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"234058","2","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","",""
"234076","1","1","1","1","1","1","","1","","1","1","","1","","1","","","1","1","","","1","1","1","1","1","","1","1","","1","","","","1","1","1","","1","","","","","","","","","","","1","1","1","1","1","1","1","","1","","",""
"234085","1","1","","","","","","1","","","","","1","","","","","2","","","","1","1","1","1","1","","","","1","1","","","","","","","","","","1","","","","","","","1","","1","1","1","","","","","","1","","",""
"234119","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","","1","1","","","","","","1","","",""
"234128","7","1","","","","","","","","","","1","","","","","","2","","","","1","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"234137","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","","","1","","","","","","","","","","","","1","","","","","","","","1","1","","","","","","","","1","","",""
"234155","1","1","","","1","","","1","","1","1","","1","1","1","1","","1","1","","","1","1","1","1","1","","","1","","1","","","","1","","","","","","","","","","","","","","","1","1","1","","1","1","","","1","","",""
"234164","1","1","","","1","","","1","","","","","1","","","","1","2","","","","1","1","1","1","1","","","1","","","","","","1","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"234173","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","","","1","","1","","1","","","1","","","","","","","","","","","","1","1","1","","1","1","1","1","","","1","","",""
"234191","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"234207","7","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","","","1","","1","","1","","","","","","","","1","","","","","","","1","","1","","1","1","1","1","","","1","","",""
"234216","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","1","","","","","","","","1","","","","","","","","1","1","1","1","","","1","","","1","","",""
"234225","7","1","","","","","","1","","","","","","","","","","2","","","","","","1","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","3","","",""
"234234","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"234243","","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","",""
"234313","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","","","","","1","1","","","1","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"234322","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","1","1","1","","","1","","1","1","","","","","","","","","","","","","1","1","1","1","","","","","","3","","",""
"234377","1","1","","","1","","","1","","1","","1","1","","","","1","2","","","","1","","","","","","","1","","1","","1","","","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"234386","3","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","1","","","1","","","3","","",""
"234401","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"234438","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","1","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"234492","2","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"234526","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","","","","","1","","1","","","","","","","","1","","","","","","","","","","","1","","","","","","1","","",""
"234650","7","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"234669","2","1","","","1","","","1","","1","","1","1","","1","","1","2","","","","1","","","","","","","","","1","1","","","1","1","1","","1","","","","","1","","1","","","1","1","1","1","1","1","1","1","","1","","",""
"234687","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"234696","2","1","","","1","","","1","","1","","1","1","","1","","1","2","","","","1","","1","","","1","1","1","1","","","1","","1","1","","","","","","1","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"234711","2","1","","","1","","","1","","1","1","","1","","1","1","","2","","","","","","","","","","","","","1","1","","","1","1","","","","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"234739","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","3","","",""
"234784","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","","","1","","",""
"234793","2","1","","","","","","1","","","","1","","","","","","2","","","","1","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","1","","","","","","","","1","","",""
"234827","2","1","","","1","","","1","","","","","1","","","","","1","1","","","1","1","1","1","1","","","","","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"234836","","1","","","","","","","","1","","","","","","","","2","","","","1","1","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","",""
"234845","2","1","","1","1","","","1","1","1","1","","1","","1","1","","2","","","","","","","","","","","1","1","1","1","","","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"234863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"234915","2","1","1","1","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","1","1","","","","","1","1","","","","","","","","","","","","1","","","","","1","","","1","","",""
"234924","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","","1","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"234933","2","1","","","1","","","1","1","1","","","1","1","1","","","2","","","","1","","","","","","","","1","1","","","","1","1","1","","1","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"234951","7","1","","","1","","","1","1","1","1","1","1","","1","1","1","2","","","","1","","","","","","","1","1","","","","","1","1","","","","","","1","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"234960","3","1","","","","","","1","","","","1","","","","","","2","","","","1","","1","1","","","","1","","1","","","","","","","","","","1","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"234979","2","1","","","1","","","1","1","","","","1","1","","","","2","","","","1","","1","","","1","","1","","1","1","","","1","1","1","","1","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"235024","1","1","","","1","","","1","","","","","1","","","","","2","","","","1","","1","1","1","1","","1","","1","","1","","","1","","","","","","","1","","","","","","","1","1","1","1","1","1","","","1","","",""
"235088","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"235097","2","1","1","1","1","","","1","","1","1","1","","","1","","","1","1","","","1","","1","1","1","","1","1","","1","","","","1","1","1","1","1","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"235103","2","1","","1","1","","1","1","1","1","","1","1","","","","1","2","","","","","","","","","","","","1","1","","","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"235149","2","1","","","1","","","1","1","1","1","1","1","","","1","","2","","","","1","","","","","","","1","1","1","","1","","1","1","1","","1","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"235158","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","","1","1","","","","","","","1","","",""
"235167","2","1","","","1","","","1","","","","","1","","","","","2","","","","","","1","1","","","","1","1","1","","","","","1","","","","","","","","","","","","","","1","1","1","1","1","1","1","","1","","",""
"235185","2","1","1","1","","","","1","","","","","","","","","","2","","","","","","","","","","","","","1","","","","","","1","1","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"235237","2","1","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","1","","","","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"235246","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","1","","",""
"235255","2","1","","","1","","","1","","","","1","1","","","","1","2","","","1","","","","","","","","","","","","","4","1","1","1","1","","","","","","","","","","1","","1","","1","","","1","","","3","","",""
"235273","7","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"235282","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","1","1","1","","","","","","","3","","",""
"235307","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"235316","1","1","1","1","1","1","","1","","1","1","","1","","","","","2","","","","1","1","1","1","1","1","","","","1","","","","1","1","","","","","","1","1","","","","","","","1","1","1","1","1","1","","","1","","",""
"235325","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","3","","",""
"235334","2","1","","","1","","","1","1","1","1","","1","","1","","1","2","","","","","","","","","","","1","1","1","","","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"235343","2","1","","1","","","1","1","","1","","1","1","","1","","1","2","","","","1","","","","","","","1","1","1","","1","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"235352","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"235422","1","1","1","","","","","1","","1","","","","","","","","2","","","","1","","","","","","","","","1","1","1","","1","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"235431","2","1","","","1","","","1","","1","","1","1","","1","","1","2","","","","1","","","","","","","1","1","1","1","","","1","","1","","1","","","","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"235440","2","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"235495","1","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","1","1","1","1","","","1","","","3","","",""
"235501","6","1","1","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","1","","1","","","","1","1","","","","","","","","","","","","1","","1","","","1","","","3","","",""
"235510","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","","","","","","1","","","","","","","","","1","1","1","","","1","","","1","","",""
"235529","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","1","","1","","","","","","","","1","","","","","","","","1","","1","1","","","1","","","1","","",""
"235547","2","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","3","","","1","1","","","","","","","","","","","","1","","","","","","","","1","","",""
"235574","7","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"235583","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","1","1","","","","","","1","","",""
"235592","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","1","","",""
"235671","7","1","","","1","","","1","","1","","","1","","1","1","1","2","","","","1","","","","","","","1","1","1","1","1","","1","1","1","","1","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"235699","2","1","","","1","","","1","","1","","1","1","","1","","1","2","","","","","","","","","","","1","1","","","","","1","1","","","","","","1","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"235750","2","1","","","1","","","1","","","","1","1","1","","","1","2","","","","","","","","","","","","","1","1","","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"235769","2","1","1","1","1","1","1","1","","","","1","1","","","","1","2","","","","1","","1","1","1","","","1","","1","","","","","1","","","","","","","","","","","","","","1","1","","","","1","","","1","","",""
"235796","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","1","","",""
"235954","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","3","","",""
"236009","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"236018","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","1","1","","","","","","1","","",""
"236027","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"236072","2","1","","","1","","","1","","1","1","1","1","","1","1","1","2","","","","1","","","","","","","1","1","","1","","","1","1","1","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"236090","2","1","1","1","","","","1","","","","1","","","","","","2","","","1","","","","","","","","","","","","","2","","1","","","","","","1","1","","","","","","","1","","","","","","","","1","","",""
"236106","2","1","","1","","","","1","","","","1","","","","","","2","","","1","","","","","","","","","","","","","3","","1","","","","","","","","","","","","","","1","","","","","1","","","1","","",""
"236124","2","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","1","","","","","","","1","","",""
"236133","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","","","1","","1","","","","","1","","","","","","","1","","","","","","1","1","1","1","1","","1","","","1","","",""
"236179","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","","","1","1","1","","","1","","",""
"236188","2","1","","","1","","","1","","1","1","","1","","1","1","","1","1","","","","","","","","","","1","","1","1","","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"236212","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","1","","","1","","","","","","","","","","","","","1","","1","1","","","","","","1","","",""
"236230","4","1","","1","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","1","","1","","1","","1","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"236258","2","1","","","1","","","1","1","1","","1","1","1","1","","1","2","","","","","","","","","","","1","1","1","1","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"236267","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","1","","","","","1","","","1","","",""
"236285","7","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"236300","2","1","","","1","","","1","","","","","1","","","","","2","","","","1","","","1","1","","","","","1","","1","","","1","","","","","","","","","","","","","1","1","1","","1","","","","","1","","",""
"236328","1","1","","","","","","1","","1","","","","","","","","2","","","","1","1","1","1","1","","","","","1","","","","1","","","","","","","","","","","","","","1","1","1","","","","1","","","1","","",""
"236373","","1","","","","","","1","","","","","","","","","","2","","","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","1","","",""
"236382","2","1","","","1","","","1","1","1","1","1","1","","1","","1","2","","","","","","","","","","","1","1","","","","","1","1","1","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"236391","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","1","","","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","3","","",""
"236452","1","1","","","1","","","1","","","","","1","","","","","1","1","","","","","1","1","1","","","","","1","","","","1","1","","","","","","","","","","","","","1","1","1","","","1","1","","","1","","",""
"236461","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"236470","7","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"236498","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
