unitid,"instnm","addr","city","stabbr","zip",fips,obereg,"chfnm","chftitle","gentele","fintele","admtele","ein","duns","opeid",opeflag,"webaddr",sector,iclevel,control,hloffer,ugoffer,groffer,fpoffer,hdegoffr,deggrant,hbcu,hospital,medical,tribal,carnegie,locale,openpubl,"act",newid,deathyr,"closedat",cyactive,postsec,pseflag,pset4flg,rptmth,fte,enrtot,instcat,tenursys
"144564","DANVILLE AREA COMMUNITY COLLEGE","2000 E MAIN ST","DANVILLE","IL","61832-5118","17","3","ALICE JACOBS","PRESIDENT","2174433222","2174438891","2174438803","370889813","071427314","00166900","1","www.dacc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","5","1","A","-2","-2","-2","1","1","1","1","1","1640","2559","4","1"
"144573","CONCEPT COLLEGE OF COSMETOLOGY","2500 GEORGETOWN RD","DANVILLE","IL","61832","17","3","JANET TROSPER","PRESIDENT","2174429329","2174429329","2174429329","371084657","079142337","02317300","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","5","1","A","-2","-2","-2","1","1","1","1","2","40","40","6","0"
"144616","VEES SCHOOL OF BEAUTY CULTURE","2701 STATE ST","EAST ST LOUIS","IL","62205","17","3","VERSIE RUFFIN","PRESIDENT","6182741751","6182741752","6182741751","371283494","-1","03623300","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","1","31","32","6","0"
"144740","DEPAUL UNIVERSITY","55 E JACKSON","CHICAGO","IL","60604","17","3","DENNIS H. HOLTSCHNEIDER","PRESIDENT","3123628000","3123628091","3123628300","362167048","825753379","00167100","1","www.depaul.edu","2","1","2","9","1","1","1","11","1","2","2","2","2","16","1","1","A","-2","-2","-2","1","1","1","1","1","19014","23570","2","1"
"144759","DEVRY UNIVERSITY-ILLINOIS","3300 N CAMPBELL AVE","CHICAGO","IL","60618-5994","17","3","GENE HALLONGREN","PRESIDENT","7739298500","7739298509","7739296550","362781982","782924005","01072700","1","www.devry.edu","3","1","3","7","1","1","2","20","1","2","2","2","2","54","1","1","A","-2","-2","-2","1","1","1","1","1","9024","14407","2","0"
"144777","DEVRY UNIVERSITY-CORPORATE OFFICE","ONE TOWER LANE - SUITE 1000","OAKBROOK TERRACE","IL","60181-4264","17","3","RONALD L TAYLOR","PRESIDENT","6305717700","6305717009","6305717000","362781982","-1","010727A1","2","www.devry.edu","0","1","3","7","1","1","2","20","1","2","2","-2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","-2","","","-2","-2"
"144795","THE COSMETOLOGY AND SPA INSTITUTE","700 E. TERRA COTTA","CRYSTAL LAKE","IL","60014","17","3","INAET HALIMI","PRESIDENT","815455590010","815455590013","815455590013","364236446","072471928","02150600","1","CSICL.COM","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","52","52","6","0"
"144838","ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE","3333 Green Bay Road","North Chicago","IL","60064","17","3","K. Michael Welch","President & CEO","3122802880","3122802949","3122802940","362181975","069986230","00169000","1","www.rosalindfranklin.edu","2","1","2","-2","2","2","1","1","1","2","1","-2","2","53","1","1","C","145558","2004","-2","3","1","3","9","1","","","-2","-1"
"144856","DU QUOIN BEAUTY COLLEGE","202 S WASHINGTON ST","DU QUOIN","IL","62832","17","3","H ALLEN","PRESIDENT","6185429777","6185429777","6185429777","370955842","075903047","01260800","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","6","1","A","-2","-2","-2","1","1","1","1","2","14","14","6","0"
"144865","COLLEGE OF DUPAGE","425 Fawell Blvd.","Glen Ellyn","IL","60137-6599","17","3","Dr. Sunil Chand","President","6309422800","6309422251","6309422482","362594972","066209610","00665600","1","www.cod.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","3","1","A","-2","-2","-2","1","1","1","1","1","17102","29854","4","1"
"144883","EAST-WEST UNIVERSITY","816 S MICHIGAN AVE","CHICAGO","IL","60605","17","3","M WASI KHAN","CHANCELLOR","31293901111800","31293901111801","31293901111829","391353508","037606936","02168600","1","www.eastwest.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","32","1","1","A","-2","-2","-2","1","1","1","1","1","1026","1031","3","1"
"144892","EASTERN ILLINOIS UNIVERSITY","600 Lincoln Avenue","Charleston","IL","61920","17","3","Louis V. Hencken","President","2175815000","2175813713","2175812223","376013590","624847984","00167400","1","www.eiu.edu","1","1","1","8","1","1","2","20","1","2","2","2","2","21","6","1","A","-2","-2","-2","1","1","1","1","1","10386","11651","2","1"
"144944","ELGIN COMMUNITY COLLEGE","1700 SPARTAN DRIVE","ELGIN","IL","60123-7193","17","3","MICHAEL SHIRLEY","PRESIDENT","8476971000","8472147360","8472147393","362600170","068007491","00167500","1","www.elgin.edu","4","2","1","4","1","2","2","40","1","2","2","2","2","40","2","1","A","-2","-2","-2","1","1","1","1","1","5867","10851","4","1"
"144962","ELMHURST COLLEGE","190 PROSPECT AVE","ELMHURST","IL","60126-3096","17","3","DR BRYANT L CURETON","PRESIDENT","6302794100","6306173075","6306173400","362169145","068467208","00167600","1","www.elmhurst.edu","2","1","2","7","1","1","2","20","1","2","2","2","2","32","3","1","A","-2","-2","-2","1","1","1","1","1","2344","2682","2","1"
"144971","EUREKA COLLEGE","300 COLLEGE AVE","EUREKA","IL","61530","17","3","PAUL LISTER","PRESIDENT","3094673721","3094676310","3094676350","370673484","075621888","00167800","1","WWW.EUREKA.EDU","2","1","2","5","1","2","2","30","1","2","2","2","2","32","4","1","A","-2","-2","-2","1","1","1","1","1","505","520","2","1"
"145099","FIRST INSTITUTE INC","790 MCHENRY AVE","CRYSTAL LAKE","IL","60014","17","3","RON BEIER","PRESIDENT","8154593500","8154593500","8154593500","363248432","783291560","02584900","1","www.FIRSTINSTITUTE.COM","9","3","3","1","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","1","61","61","6","0"
"145239","FOX COLLEGE INC","4201 W 93RD ST","OAK LAWN","IL","60453","17","3","Carey Cranston","President","7086367700","7086367700","7086367700","362070808","074385055","02522800","1","www.foxcollege.edu","6","2","3","3","1","2","2","40","1","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","1","251","251","4","0"
"145275","GARRETT-EVANGELICAL THEOLOGICAL SEMINARY","2121 SHERIDAN RD","EVANSTON","IL","60201-3298","17","3","TED A. CAMPBELL","PRESIDENT","8478663900","8478663987","8478663945","362167085","067460279","00168200","1","www.garrett.edu","2","1","2","9","2","1","1","11","1","2","2","2","2","51","2","1","A","-2","-2","-2","1","1","1","1","1","236","329","1","1"
"145309","GEM CITY COLLEGE","700 STATE ST","QUINCY","IL","62301","17","3","RUSSELL H HAGENAH","PRESIDENT","2172220391","2172220391","2172220391","370289990","068552934","00456000","1","www.gemcitycollege.com","9","3","3","2","1","2","2","0","2","2","2","2","2","40","5","1","A","-2","-2","-2","1","1","1","1","1","57","57","6","0"
"145336","GOVERNORS STATE UNIVERSITY","1 UNIVERSITY PKY","UNIVERSITY PARK","IL","60466-0975","17","3","Stuart I. Fagan","PRESIDENT","7085345000","7085344480","7085344490","362684803","069982130","00914500","1","www.govst.edu","1","1","1","8","1","1","2","20","1","2","2","2","2","21","3","1","A","-2","-2","-2","1","1","1","1","1","2979","5652","2","1"
"145354","GRAHAM HOSPITAL SCHOOL OF NURSING","210 W WALNUT ST","CANTON","IL","61520-2497","17","3","RAY SLAUBAUGH","PRESIDENT","3096474086","30964752402347","30964752402347","370673506","071429567","00893800","1","grahamschoolofnursing.org","5","2","2","4","1","2","2","0","2","2","2","2","2","-3","6","1","A","-2","-2","-2","1","1","1","1","1","55","62","6","0"
"145372","GREENVILLE COLLEGE","315 E. COLLEGE AVE","GREENVILLE","IL","62246-0159","17","3","V. JAMES MANNOIA","PRESIDENT","6186642800","6186647111","6186647100","370681530","077118222","00168400","1","www.greenville.edu","2","1","2","7","1","1","2","20","1","2","2","2","2","32","6","1","A","-2","-2","-2","1","1","1","1","1","1225","1315","2","1"
"145406","HAIR PROFESSIONALS ACADEMY OF COSMETOLOGY","825 B6 VILLAGE QUARTER ROAD","WEST DUNDEE","IL","60118","17","3","CAROL WESTPHAL","PRESIDENT","8478365900","8157867266","8478365900","363169617","009952649","02261200","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","2","81","129","6","0"
"145424","HAIR PROFESSIONALS CAREER COLLEGE INC","2245 Gateway Drive","Sycamore","IL","60178","17","3","WANDA ZACHARY","President","8157563596","8157563596","8157563596","363485100","930392014","02332200","1","www.beautyschool.com/hairpros/","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","2","76","144","6","0"
"145433","HAIR PROFESSIONALS SCHOOL OF COSMETOLOGY","5460 RTE 34","OSWEGO","IL","60543","17","3","WANDA ZACHARY","Secretary-Treasurer","6305542266","6305542266","6305542266","363025158","041126699","02262100","1","www.beautyschool.com/hairpros/","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","72","114","6","0"
"145460","HARRINGTON COLLEGE OF DESIGN","200 W. MAdison","Chicago","IL","60606","17","3","PATRICK W COMSTOCK","PRESIDENT","3129394975","3129394979","3129394975","362486327","079751855","02055200","1","WWW.INTERIORDESIGN.EDU","3","1","3","5","1","2","2","30","1","2","2","2","2","56","1","1","A","-2","-2","-2","1","1","1","1","1","1100","1558","3","0"
"145497","HEBREW THEOLOGICAL COLLEGE","7135 N CARPENTER RD","SKOKIE","IL","60077","17","3","RABBI DR, JEROLD ISENBERG","CHANCELLOR","8479822500","8479822500134","8479822500126","362167095","020040192","00168500","1","WWW.HTCNET.EDU","2","1","2","5","1","2","1","31","1","2","2","2","2","51","3","1","A","-2","-2","-2","1","1","1","1","1","393","412","2","0"
"145521","HIGHLAND COMMUNITY COLLEGE","2998 W PEARL CITY RD","FREEPORT","IL","61032-9341","17","3","RONALD J. FIELD","PRESIDENT","8152356121","81523561213519","81523561213414","362616076","010216521","00168100","1","www.highland.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","5","1","A","-2","-2","-2","1","1","1","1","1","1606","2500","4","1"
"145558","ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE","3333 GREEN BAY RD","NORTH CHICAGO","IL","60064","17","3","K. Michael Welch","PRESIDENT & CHIEF EXECUTIVE OFFICER","8475783000","8475783216","8475783205","362181973","069501252","00165900","1","www.rosalindfranklin.edu","2","1","2","9","1","1","1","11","1","2","2","1","2","52","2","1","A","-2","-2","-2","1","1","1","1","1","1592","1687","2","1"
"145600","UNIVERSITY OF ILLINOIS AT CHICAGO","601 S Morgan","Chicago","IL","60607","17","3","Sylvia Manning","Chancellor","3129963000","3129963126","3129964350","376000511","107509564","00177600","1","www.uic.edu/","1","1","1","9","1","1","1","11","1","2","1","1","2","15","1","1","A","-2","-2","-2","1","1","1","1","1","22039","24865","2","1"
"145619","BENEDICTINE UNIVERSITY","5700 COLLEGE RD","LISLE","IL","60532-0900","17","3","WILLIAM J CARROLL","PRESIDENT","6308296090","6308296100","6308296300","-1","069957298","00176700","1","www.ben.edu","2","1","2","9","1","1","2","10","1","2","2","2","2","21","3","1","A","-2","-2","-2","1","1","1","1","1","2310","3232","2","1"
"145628","ILLINOIS COLLEGE OF OPTOMETRY","3241 S MICHIGAN AVE","CHICAGO","IL","60616","17","3","Dr. Arol Augsburger","PRESIDENT","3129497400","3129497441","3129497400","362310478","010285898","00168900","1","WWW.ICO.EDU","2","1","2","5","1","2","1","31","1","2","1","2","2","53","1","1","A","-2","-2","-2","1","1","1","1","1","591","593","2","1"
"145637","UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN","601 E John Street","Champaign","IL","61820","17","3","Richard R. Herman","Chancellor","2173331000","2173330100","2173330302","376000511","119497873","00177500","1","www.uiuc.edu/","1","1","1","9","1","1","1","11","1","2","2","1","2","15","2","1","A","-2","-2","-2","1","1","1","1","1","38732","40687","2","1"
"145646","ILLINOIS WESLEYAN UNIVERSITY","1312 N PARK ST","BLOOMINGTON","IL","61702-2900","17","3","Richard F. Wilson","President","3095561000","3095563096","3095563031","370662594","048952246","00169600","1","www.iwu.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","31","2","1","A","-2","-2","-2","1","1","1","1","1","2113","2118","2","1"
"145682","ILLINOIS CENTRAL COLLEGE","ONE COLLEGE DR","EAST PEORIA","IL","61635-0001","17","3","DR. JOHN S. ERWIN","PRESIDENT","3096945011","3096945311","3096945235","370892531","041929217","00675300","1","www.icc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","2","1","A","-2","-2","-2","1","1","1","1","1","7314","12046","4","1"
"145691","ILLINOIS COLLEGE","1101 W COLLEGE AVE","JACKSONVILLE","IL","62650-2299","17","3","Axel Steuer","PRESIDENT","2172453000","2172453035","2172453030","370661211","030573596","00168800","1","www.ic.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","32","6","1","A","-2","-2","-2","1","1","1","1","1","1028","1037","2","1"
"145707","ILLINOIS EASTERN COMMUNITY COLLEGES-OLNEY CENTRAL COLLEGE","305 N WEST ST","OLNEY","IL","62450","17","3","TERRY BRUCE","CHIEF EXECUTIVE OFFICER","61839329825510","61839329825510","61839329825510","370906196","071988737","00174200","1","www.iecc.edu/occ","4","2","1","3","1","2","2","40","1","2","2","2","2","40","6","1","A","-2","-2","-2","1","1","1","1","1","1101","1670","4","1"
"145725","ILLINOIS INSTITUTE OF TECHNOLOGY","3300 S FEDERAL ST","CHICAGO","IL","60616","17","3","LEWIS COLLENS","PRESIDENT","3125673000","3125673100","3125673025","-1","042084434","00169100","1","www.iit.edu","2","1","2","9","1","1","1","11","1","2","2","2","2","16","1","1","A","-2","-2","-2","1","1","1","1","1","5093","6378","2","1"
"145761","ILLINOIS BAPTIST COLLEGE","209 VOHLAND ST","WASHINGTON","IL","61571-1933","17","3","MICHAEL D MCCOSKEY","PRESIDENT","3097459229","3097459229","3097459229","-1","-1","-2","6","www.imbi.edu","2","1","2","5","1","2","2","30","1","2","2","-1","2","-3","4","1","A","-2","-2","-2","1","1","1","2","1","","","-1","-1"
"145770","ARGOSY UNIVERSITY-CHICAGO DOWNTOWN CAMPUS","20 S CLARK ST TWO FIRST NATL PLZ, SUITE 300","CHICAGO","IL","60603","17","3","Marcia Bankirer, PhD","Campus President","3122010200","3128999900","3122010200","-1","075625814","02179900","1","www.argosyu.edu","3","1","3","9","1","1","2","10","1","2","2","2","2","59","1","1","A","-2","-2","-2","1","1","1","1","1","727","847","2","0"
"145813","ILLINOIS STATE UNIVERSITY","NORTH AND SCHOOL ST","NORMAL","IL","61790-1000","17","3","C. ALVIN BOWMAN","PRESIDENT","3094382111","3094382231","3094382181","376014070","364093161","00169200","1","www.ilstu.edu","1","1","1","9","1","1","2","10","1","2","2","2","2","16","2","1","A","-2","-2","-2","1","1","1","1","1","18896","20757","2","1"
"145831","ILLINOIS VALLEY COMMUNITY COLLEGE","815 N ORLANDO SMITH AVE","OGLESBY","IL","61348-9692","17","3","JEAN GOODNOW","PRESIDENT","8152242720","8152240440","8152240439","362614257","076886654","00170500","1","www.ivcc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","6","1","A","-2","-2","-2","1","1","1","1","1","2571","4078","4","1"
"145886","INSTITUTE FOR CLINICAL SOCIAL WORK","180 N. Michigan Avenue, Suite 1605","CHICAGO","IL","60601-7454","17","3","Amy H. Eldridge","Chief Admin. Officer","3127268480","312726848021","312726848031","363157451","103608170","02573700","1","www.icsw.edu","2","1","2","9","2","1","2","10","1","2","2","2","2","53","1","1","A","-2","-2","-2","1","1","1","1","1","67","82","1","0"
"146010","INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY","One North State Street - #400","Chicago","IL","60602-3300","17","3","John Ballester","President","3129809200","3129809200","3129809200","362946872","063736193","02160300","1","www.iadtchicago.com","3","1","3","5","1","2","2","30","1","2","2","2","2","56","1","1","A","-2","-2","-2","1","1","1","1","1","2668","2905","2","0"
"146205","JOHN A LOGAN COLLEGE","700 LOGAN COLLEGE ROAD","CARTERVILLE","IL","62918","17","3","ROBERT MEES","PRESIDENT","61898537418555","61898537418308","61898537418555","370905504","080000136","00807600","1","www.jalc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","6","1","A","-2","-2","-2","1","1","1","1","1","4260","7281","4","1"
"146214","JOHN AMICO SCHOOL OF HAIR DESIGN","15301 S CICERO","OAK FOREST","IL","60452-2501","17","3","JO ANN SAPORITO","PRESIDENT","7086877800","7086877800","7086877800","363786289","788083558","02166800","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","34","34","6","0"
"146241","JOHN MARSHALL LAW SCHOOL","315 S PLYMOUTH CT","CHICAGO","IL","60604","17","3","PATRICIA  MELL","DEAN","3124272737","3124272737454","3124272737462","362371220","076892579","00169800","1","WWW.JMLS.EDU","2","1","2","7","2","1","1","21","1","2","2","2","2","57","1","1","A","-2","-2","-2","1","1","1","1","1","1346","1571","1","1"
"146278","JOHN WOOD COMMUNITY COLLEGE","1301 S 48th Street","Quincy","IL","62305-8736","17","3","William Simpson, Ed. D.","President","2172246500","2176414312","2176414338","421027794","076969161","01281300","1","www.jwcc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","5","1","A","-2","-2","-2","1","1","1","1","1","1621","2411","4","1"
"146296","JOLIET JUNIOR COLLEGE","1215 HOUBOLT RD","JOLIET","IL","60431-8938","17","3","J D ROSS","PRESIDENT","8157299020","81572990202528","81572990202231","-1","069959013","00169900","1","www.jjc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","2","1","A","-2","-2","-2","1","1","1","1","1","7386","12751","4","1"
"146339","JUDSON COLLEGE","1151 N STATE ST","ELGIN","IL","60123-1498","17","3","JERRY B CAIN","PRESIDENT","8476281154","8476282553","8476282524","362515868","068007384","00170000","1","www.judsoncollege.edu","2","1","2","7","1","1","2","20","1","2","2","2","2","32","2","1","A","-2","-2","-2","1","1","1","1","1","1015","1220","2","1"
"146348","KANKAKEE COMMUNITY COLLEGE","817 River Road","KANKAKEE","IL","60901","17","3","G WEBER","PRESIDENT","8158028500","8158028550","8158028520","362612340","067417923","00769000","1","www.kankakee.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","2","1","A","-2","-2","-2","1","1","1","1","1","2013","3513","4","1"
"146366","KASKASKIA COLLEGE","27210 COLLEGE RD","CENTRALIA","IL","62801","17","3","DR. JAMES UNDERWOOD","PRESIDENT","6185453000","6185453080","6185453041","370892167","071982409","00170100","1","www.kaskaskia.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","3","1","A","-2","-2","-2","1","1","1","1","1","2860","4601","4","1"
"146393","KENDALL COLLEGE","900 N North Branch Ave","Chicago","IL","60622","17","3","HOWARD A. TULLMAN","PRESIDENT","3127522000","3127522216","3127522232","362170142","074389370","00170300","1","www.kendall.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","33","2","1","A","-2","-2","-2","1","1","1","1","1","508","615","3","0"
"146418","KISHWAUKEE COLLEGE","21193 MALTA RD","MALTA","IL","60150-9699","17","3","David Louis","President","8158252086","8158252086224","8158252086218","362610920","068006584","00768400","1","www.kishwaukeecollege.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","7","1","A","-2","-2","-2","1","1","1","1","1","2689","4192","4","1"
"146427","KNOX COLLEGE","2 E SOUTH ST","GALESBURG","IL","61401-9999","17","3","ROGER L. TAYLOR","PRESIDENT","3093417000","3093417130","3093417100","370673513","071429823","00170400","1","www.knox.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","31","5","1","A","-2","-2","-2","1","1","1","1","1","1189","1205","2","1"
"146454","EDUCATORS OF BEAUTY","122 WRIGHT ST","LA SALLE","IL","61301","17","3","DIANE CHAMBERLAIN","DIRECTOR","8152237326","8006102300","8006102300","362511890","038410072","00947500","1","www.educatorsofbeauty.com","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","6","1","A","-2","-2","-2","1","1","1","1","2","63","63","6","0"
"146472","COLLEGE OF LAKE COUNTY","19351 W WASHINGTON ST.","GRAYSLAKE","IL","60030-1198","17","3","DR. GRETCHEN NAFF","PRESIDENT","8475432000","8475432062","8475432061","362648760","602836488","00769400","1","WWW.CLCILLINOIS.EDU","4","2","1","4","1","2","2","40","1","2","2","2","2","40","3","1","A","-2","-2","-2","1","1","1","1","1","8224","15868","4","1"
"146481","LAKE FOREST COLLEGE","555 N SHERIDAN ROAD","LAKE FOREST","IL","60045-2399","17","3","Stephen D Schutt","PRESIDENT","8472343100","8477355103","8477355001","362167770","074583899","00170600","1","www.lakeforest.edu","2","1","2","7","1","1","2","20","1","2","2","2","2","31","3","1","A","-2","-2","-2","1","1","1","1","1","1383","1408","2","1"
"146490","LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT","1905 W. Field Court","LAKE FOREST","IL","60045","17","3","John N. Popoli","President & CEO","8472345005","8475745184","8472345080","237013253","074589250","02319200","1","www.LakeForestMBA.edu","2","1","2","7","2","1","2","20","1","2","2","2","2","55","3","1","A","-2","-2","-2","1","1","1","1","1","302","791","1","0"
"146506","LAKE LAND COLLEGE","5001 LAKE LAND BLVD","MATTOON","IL","61938","17","3","ROBERT K LUTHER","PRESIDENT","2172345253","2172345231","2172345434","-1","075598359","00764400","1","www.lakelandcollege.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","6","1","A","-2","-2","-2","1","1","1","1","1","4504","7196","4","1"
"146524","DANVILLE AREA COMMUNITY COLLEGE-RADIATION TECHNOLOGY PROGRAM","2000 E MAIN","DANVILLE","IL","61832-3788","17","3","DR ALICE M JACOBS","PRESIDENT/CEO","2174433222","2174438760","2174438803","364195126","848430385","001669A1","2","www.dacc.edu","4","2","1","4","1","2","2","0","2","2","2","2","2","-3","5","1","A","-2","-2","-2","1","1","1","1","1","20","20","6","0"
"146533","LAKEVIEW COLLEGE OF NURSING","903 N LOGAN AVE","DANVILLE","IL","61832","17","3","DR. ALICE JACOBS","CEO","2174435238","2175546887","2175546899","370692975","609312145","01050100","1","www.lakeviewcol.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","53","5","1","A","-2","-2","-2","1","1","1","1","1","126","147","2","0"
"146603","LEWIS AND CLARK COMMUNITY COLLEGE","5800 GODFREY RD","GODFREY","IL","62035","17","3","DALE T CHAPMAN","PRESIDENT","6184683411","6184682223","6184682222","370919339","071996722","01002000","1","www.lc.edu","4","2","1","4","1","2","2","40","1","2","2","2","2","40","3","1","A","-2","-2","-2","1","1","1","1","1","4079","7446","4","1"
"146612","LEWIS UNIVERSITY","ONE UNIVERSITY PARKWAY","ROMEOVILLE","IL","60446-2200","17","3","BROTHER JAMES GAFFNEY, FSC","PRESIDENT","8158380500","81583805005263","81583805005206","362167773","069964104","00170700","1","www.lewisu.edu","2","1","2","8","1","1","2","20","1","2","2","2","2","21","3","1","A","-2","-2","-2","1","1","1","1","1","3413","4848","2","1"
"146621","LEXINGTON COLLEGE","310 SOUTH PEORIA","CHICAGO","IL","60607-3534","17","3","SUSAN E MANGELS","PRESIDENT","3122266294","3122266294227","3122266294225","366205980","103323879","02527600","1","www.lexingtoncollege.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","40","1","1","A","-2","-2","-2","1","1","1","1","1","43","49","3","0"
"146667","LINCOLN CHRISTIAN COLLEGE AND SEMINARY","100 Campus View Drive","LINCOLN","IL","62656-2111","17","3","KEITH RAY","PRESIDENT","2177323168","21773231682250","21773231682251","370711798","067418178","00170800","1","www.lccs.edu","2","1","2","7","1","1","1","21","1","2","2","2","2","51","6","1","A","-2","-2","-2","1","1","1","1","1","843","1025","2","0"
"146676","LINCOLN COLLEGE","300 KEOKUK ST","LINCOLN","IL","62656","17","3","RONALD SCHILLING","PRESIDENT","2177323155242","2177323155230","2177323155252","370661227","071419733","00170900","1","www.lincolncollege.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","40","6","1","A","-2","-2","-2","1","1","1","1","1","1123","1272","3","1"
"146685","LINCOLN LAND COMMUNITY COLLEGE","5250 SHEPHERD RD","SPRINGFIELD","IL","62794-9256","17","3","Jack E. Daniels, III, Ph.D.","PRESIDENT","2177862200","2177862237","2177862298","370900960","071438204","00717000","1","www.llcc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","40","2","1","A","-2","-2","-2","1","1","1","1","1","4161","6942","4","1"
"146700","LINCOLN TECHNICAL INSTITUTE","8317 W. North Ave.","Melrose Park","IL","60160-1605","17","3","Helen M. Carver","EXECUTIVE DIRECTOR","7083444700200","7083444700209","7083444700307","222074593","077052629","01031600","1","www.lincolntech.com","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","1","524","524","6","0"
"146719","LOYOLA UNIVERSITY CHICAGO","820 N Michigan Avenue","Chicago","IL","60611-9810","17","3","Michael J. Garanzini, S.J.","PRESIDENT","3129156000","7735083155","3129156500","361408475","074368911","00171000","1","www.luc.edu","2","1","2","9","1","1","1","11","1","2","1","1","2","15","1","1","A","-2","-2","-2","1","1","1","1","1","12243","13909","2","1"
"146728","LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO","1100 E 55TH ST","CHICAGO","IL","60615-5112","17","3","JAMES KENNETH ECHOLS","PRESIDENT","7732560700","7732560726","7732560726","-1","069494748","00171200","1","www.lstc.edu","2","1","2","9","2","1","1","11","1","2","2","2","2","51","1","1","A","-2","-2","-2","1","1","1","1","1","258","349","1","1"
"146755","TRINITY COLLEGE OF NURSING AND HEALTH SCIENCES","2122 - 25TH AVENUE","ROCK ISLAND","IL","61201-5317","17","3","Leanne Hullett","Dean","3097797700","30977977007733","30977977007812","362739299","129996971","00622501","1","www.trinitycollegeqc.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","53","2","1","A","-2","-2","-2","1","1","1","1","1","112","168","3","0"
"146791","CET-CHICAGO","3333 W. ARTHINGTON STE 510","CHICAGO","IL","60624","17","3","Marie Pickett","DIRECTOR","4082877924","4082877924","4082877924","941658311","-1","02332839","1","-1","8","3","2","2","1","2","2","0","2","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","2","281","281","6","0"
"146807","MAC DANIELS BEAUTY SCHOOL","5228 N CLARK ST","CHICAGO","IL","60640","17","3","STEVEN PAPAGEORGE","DIRECTOR","7735612376","7735612376","7735612376","362764693","020964821","02228100","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","2","66","102","6","0"
"146816","MACCORMAC COLLEGE","29 E. Madison","CHICAGO","IL","60602-4405","17","3","Dr. Leo Loughead","President","3129221884203","3129221884221","3129221884106","362581098","082549981","00171600","1","www.maccormac.edu","5","2","2","3","1","2","2","40","1","2","2","2","2","40","1","1","A","-2","-2","-2","1","1","1","1","1","178","258","4","0"
"146825","MACMURRAY COLLEGE","447 E. COLLEGE AVE","JACKSONVILLE","IL","62650-2590","17","3","Lawrence  D. Bryan, Ph.D.","PRESIDENT","2174797000","2174797041","2174797056","370661217","071438386","00171700","1","www.mac.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","32","6","1","A","-2","-2","-2","1","1","1","1","1","634","667","2","1"
