unitid,"instnm","addr","city","stabbr","zip",fips,obereg,"chfnm","chftitle","gentele","fintele","admtele","ein","duns","opeid",opeflag,"webaddr",sector,iclevel,control,hloffer,ugoffer,groffer,fpoffer,hdegoffr,deggrant,hbcu,hospital,medical,tribal,locale,openpubl,"act",newid,deathyr,"closedat",cyactive,postsec,pseflag,pset4flg,rptmth,"ialias",instcat,ccbasic,ccipug,ccipgrad,ccugprof,ccenrprf,ccsizset,carnegie,tenursys,landgrnt,instsize
"132666","Bradenton Beauty and Barber Academy","5505 Manatee Ave W","Bradenton","FL","34209","12","5","A. Patricia Galdamez","President/Owner","9417614400","9417614650","9417614650","650539698","040206922","02200100","1","WWW.BEAUTY-ACADEMY.US","9","3","3","2","1","2","2","0","2","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"132675","Bradford-Union Area Career Technical Center","609 N Orange St","Starke","FL","32091","12","5","Clarence Desue","Director","9049666764","9049666765","9049666769","596000518","100160696","03382300","1","www.bradfordvotech.com","7","3","1","2","1","2","2","0","2","2","2","2","2","32","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","1","2","1"
"132693","Brevard Community College","1519 Clearlake Rd","Cocoa","FL","32922","12","5","Thomas E Gamble","District President","3216321111","3216321111","3216321111","590920675","081354318","00147000","1","www.brevardcc.edu","4","2","1","4","1","2","2","40","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","BCC","4","3","1","-1","1","1","4","40","1","2","4"
"132709","Broward Community College","225 E las Olas Blvd","Fort Lauderdale","FL","33301","12","5","Larry  Calderon","President","9542017400","9542017634","9542017465","-1","076023225","00150000","1","www.broward.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","12","1","A","-2","-2","-2","1","1","1","1","1","BCC","4","7","1","-1","1","1","5","40","1","2","5"
"132806","Central Florida College","1573 W. Fairbanks Ave","Winter Park","FL","32789","12","5","Roger Bradley","President","4078433984","4078433984","4078433984","581529483","081352379","02245500","1","","6","2","3","3","1","2","2","40","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","","4","10","1","-1","4","1","1","-3","2","2","1"
"132842","Carlos Albizu University-Miami Campus","2173 N.W.  99th Avenue","Miami","FL","33172-2209","12","5","Gerardo Rodriguez-Menendez, Ph.D., M.S. Cl. Pharm.","Chancellor","3055931223","3055931223169","3055931223137","592060342","061521597","01072401","1","www.mia.albizu.edu","2","1","2","9","1","1","2","10","1","2","2","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","","2","32","-2","-2","-2","6","-2","59","2","2","2"
"132851","Central Florida Community College","3001 SW College Rd","Ocala","FL","34474","12","5","Charles R. Dassance","President","3528735800","3528735801","3528735801","591213999","082406349","00147100","1","www.GoCFCC.com","4","2","1","4","1","2","2","40","1","2","2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","CFCC, Central FL Comm. College, Central Fla Comm Coll, Central Fla Community College,","4","3","1","-1","2","1","3","40","1","2","3"
"132879","Florida Christian College Inc","1011 Bill Beck Blvd","Kissimmee","FL","34744","12","5","Harold Armstrong","President","4078478966","4075691181","4075691175","510173775","145930210","02156700","1","www.fcc.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","22","1","A","-2","-2","-2","1","1","1","1","1","FCC","2","24","-2","-2","-2","2","-2","51","2","2","1"
"132903","University of Central Florida","4000 Central Florida Blvd","Orlando","FL","32816","12","5","John C Hitt","President","4078232000","4078232827","4078233000","","150805653","00395400","1","www.ucf.edu/","1","1","1","9","1","1","2","10","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","UCF","2","16","14","15","8","4","15","16","1","2","5"
"132976","Charlotte Technical Center","18150 Murdock Circle","Port Charlotte","FL","33948-3399","12","5","Barbara Witte","Center Director","9412557500","9412557500","9412557500","596000539","796112662","02297000","1","charlottetechcenter.ccps.k12.fl.us","4","2","1","4","1","2","2","0","2","2","2","2","2","22","1","A","-2","-2","-2","1","1","1","1","1","","6","-3","-3","-3","-3","-3","-3","-3","1","2","1"
"133021","Chipola College","3094 Indian Circle","Marianna","FL","32446-2053","12","5","Dr. Gene Prough","President","8505262761","8505262761","8505262761","596004084","069658599","00147200","1","www.chipola.edu","1","1","1","5","1","2","2","30","1","2","2","2","2","32","1","A","-2","-2","-2","1","1","1","1","1","Chipola|CJC|Chipola Junior College|Chipola Jr. College","3","12","1","-1","2","1","2","40","1","2","2"
"133085","Clearwater Christian College","3400 Gulf to Bay Blvd","Clearwater","FL","33759-4595","12","5","Richard A. Stratton","President","7277261153","7277261153214","7277261153220","591113963","069670032","00147300","1","www.clearwater.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","12","1","A","-2","-2","-2","1","1","1","1","1","","2","22","9","-1","12","2","8","32","2","2","1"
"133155","Lorenzo Walker Institute of Technology","3702 Estey Ave","Naples","FL","34104-4405","12","5","Jeanette Johnson","Principal","2393770900","2393770921","2393770966","596000557","100012699","01323400","1","www.lwit.edu","7","3","1","2","1","2","2","0","2","2","2","2","2","22","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"133386","Daytona Beach Community College","1200 W. International Speedway Blvd.","Daytona Beach","FL","32114","12","5","D Kent Sharples","President","3865063000","3865063000","3865063000","591211226","858986524","00147500","1","www.dbcc.edu","1","1","1","5","1","2","2","30","1","2","2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","","3","3","1","-1","1","1","4","40","1","2","4"
"133465","South University-West Palm Beach","1760 N Congress Ave","West Palm Beach","FL","33409","12","5","Tracey Schoonmaker","President","5616979200","5616979200","5616979200","581147090","101931921","01303904","1","www.southuniversity.edu","3","1","3","7","1","1","2","20","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","3","23","2","-1","6","2","6","-3","2","2","1"
"133492","Eckerd College","4200 54th Ave S","Saint Petersburg","FL","33711-4700","12","5","Donald R. Eastman III","President","7278671166","7278648334","7278648331","590859121","004112207","00148700","1","www.eckerd.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","12","1","A","-2","-2","-2","1","1","1","1","1","","2","21","6","-1","12","2","11","31","1","2","2"
"133508","Edison College","8099 College Pky SW","Fort Myers","FL","33919-0000","12","5","Kenneth Walker","District President","2394899300","2394899336","2394899360","591211051","078332145","00147700","1","www.edison.edu","1","1","1","5","1","2","2","30","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","3","3","1","-1","2","1","4","40","1","2","4"
"133526","Edward Waters College","1658 Kings Rd","Jacksonville","FL","32209","12","5","Dr. Oswald P. Bronson, Sr.","President","9044708000","9044708190","9044708202","591146751","065916280","00147800","1","www.ewc.edu","2","1","2","5","1","2","2","30","1","1","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","2","22","12","-1","10","2","10","32","1","2","1"
"133553","Embry Riddle Aeronautical University-Daytona Beach","600 S Clyde Morris Blvd","Daytona Beach","FL","32114-3900","12","5","Dr. John P. Johnson","President","8002223728","8009436279","8008622416","590936101","052104791","00147900","1","www.erau.edu","2","1","2","7","1","1","2","20","1","2","2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","","2","19","16","7","11","3","13","21","1","2","2"
"133650","Florida Agricultural and Mechanical University","","Tallahassee","FL","32307","12","5","Castell Vaughn Bryant","Interim President","8505993000","8505993730","8505993796","623751831","623751831","00148000","1","www.famu.edu","1","1","1","9","1","1","1","11","1","1","2","2","2","12","1","A","-2","-2","-2","1","1","1","1","1","FAMU|Florida A&M University|Florida A & M University |Rattlers|FAMU Rattlers","2","17","13","18","10","4","16","21","1","1","4"
"133669","Florida Atlantic University","777 Glades Rd","Boca Raton","FL","33431-0991","12","5","Frank T. Brogan","President","5612973000","5612973530","5612973040","-1","781309075","00148100","1","www.fau.edu/","1","1","1","9","1","1","2","10","1","2","2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","FAU","2","16","14","18","5","4","15","16","1","2","5"
"133702","Florida Community College at Jacksonville","501 W State St","Jacksonville","FL","32202","12","5","Steven R Wallace","College President","9046323000","9046323242","9046323100","591149317","060253002","00148400","1","www.fccj.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","4","7","1","-1","1","1","5","40","1","2","5"
"133711","Flagler College","74 King Street","Saint Augustine","FL","32084","12","5","William T. Abare, Jr.","President","9048296481","9048296481","9048296481","591157081","077583805","00789300","1","www.flagler.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","23","1","A","-2","-2","-2","1","1","1","1","1","Flagler","2","22","12","-1","12","2","10","32","2","2","2"
"133809","Florida College","119 N Glen Arven Ave","Temple Terrace","FL","33617-5578","12","5","C G Caldwell III","President","8139885131","8138996774","8138996716","590737882","073196511","00148200","1","www.floridacollege.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","3","13","2","-1","10","2","8","40","1","2","1"
"133845","Concorde Career Institute","7960 Arlington Expressway","Jacksonville","FL","32211-7480","12","5","Michael Beaty","Campus President","9047250525","9047250525","9047250525","363607546","803784081","02089600","1","www.concorde.edu","9","3","3","2","1","2","2","0","2","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"133854","Concorde Career Institute","4000 N. State Road 7","Lauderdale Lakes","FL","33319","12","5","Donald Roberts","Acting Campus President","9547318880","9547318880","9547318880","","098529357","02275100","1","www.concorde.edu","9","3","3","2","1","2","2","0","2","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"133863","Concorde Career Institute","4202 W. Spruce Street","Tampa","FL","33607","12","5","Donald Roberts","Acting Campus President","8138740094","8138740094","8138740094","","094605482","02172700","1","www.concorde.edu","9","3","3","2","1","2","2","0","2","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"133872","Florida Hospital College of Health Sciences","671 Winyah Drive","Orlando","FL","32803","12","5","David E Greenlaw","President","4073037742","4073031631","4073039798","593069793","835509993","03115500","1","www.fhchs.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","12","1","A","-2","-2","-2","1","1","1","1","1","Florida Hospital College","2","26","-2","-2","-2","2","-2","40","2","2","2"
"133881","Florida Institute of Technology","150 West University Boulevard","Melbourne","FL","32901-6975","12","5","Anthony J. Catanese","President","3216748000","3216748070","3216748030","596046500","053396669","00146900","1","www.fit.edu","2","1","2","9","1","1","2","10","1","2","2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","Florida Tech","2","16","14","17","13","5","14","16","2","2","2"
"133942","Florida Institute of Ultrasound Inc","8800 University Pky Ste 4a","Pensacola","FL","32514","12","5","Gregory M Davis","Administrative Direc","8504787611","8504787611","8504787611","591937480","097843056","02329900","1","www.fiuonline.net","6","2","3","4","1","2","2","0","2","2","-2","2","2","13","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"133951","Florida International University","11200 S. W. 8 Street","Miami","FL","33199","12","5","Modesto Maidique","President","3053482000","3053482431","3053482363","596001874","071298814","00963500","1","www.fiu.edu","1","1","1","9","1","1","1","11","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","FIU","2","16","14","15","7","4","15","15","1","2","5"
"133960","Florida Keys Community College","5901 College Rd","Key West","FL","33040","12","5","William Seeker","President","3052969081","3058093523","3058093188","591209205","071291843","00148500","1","www.fkcc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","33","1","A","-2","-2","-2","1","1","1","1","1","Key West Community College","4","2","1","-1","1","1","2","40","1","2","1"
"133979","Florida Memorial University","15800 NW 42 Ave","Miami Gardens","FL","33054-6199","12","5","Karl S. Wright","President","3056263600","3056263742","3056263750","590668483","077273951","00148600","1","www.fmuniv.edu","2","1","2","7","1","1","2","20","1","1","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","22","12","0","9","3","10","32","1","2","2"
"133997","Florida Career College","1321 SW 107 Ave Ste 201b","Miami","FL","33174","12","5","David Knobel","President/CEO","3055536065","3055536065","3055536065","650531478","130615354","02305800","1","www.careercollege.edu","6","2","3","3","1","2","2","40","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","4","10","1","-1","4","1","3","40","2","2","2"
"134079","Florida Southern College","111 Lk Hollingsworth Dr","Lakeland","FL","33801-5698","12","5","Anne B Kerr","President","8636804111","8636804140","8636804131","590624401","069653657","00148800","1","www.flsouthern.edu","2","1","2","7","1","1","2","20","1","2","2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","Florida Southern|FSC","2","22","12","2","7","3","10","32","2","2","2"
"134097","Florida State University","211 Westcott Bldg","Tallahassee","FL","32306-1037","12","5","T. K. Wetherell","President","8506442525","8506445871","8506446200","591961248","557521044","00148900","1","www.fsu.edu","1","1","1","9","1","1","1","11","1","2","2","1","2","12","1","A","-2","-2","-2","1","1","1","1","1","Florida State|F.S.U.|FSU|F. S. U.|Fla. State University|Fla. State|Fl State University|Fl State|FL State University|FL State|Seminoles|Noles|Florida State Seminoles|Florida State University Seminoles|Fl. State|Fl. State University|The Florida State University|Floridia State University|Florda State University|Florida State Univerisity|Flordia State University|Florida State Unversity|","2","15","11","14","13","4","15","15","1","2","5"
"134112","Florida Technical College","12689 Challenger Parkway Suite 130","Orlando","FL","32826","12","5","Patricia Bisciotti","Executive Director","4074477300","4074477300","4074477300","592377841","122632748","02218700","1","","6","2","3","3","1","2","2","40","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","","4","10","1","-1","4","1","2","40","2","2","1"
"134121","Florida Technical College of Jacksonville Inc","8711 Lone Star Rd","Jacksonville","FL","32211-5123","12","5","Barry Durden","Executive Director","9047242229","9047242229","9047242229","364389724","122632680","02598200","1","www.flatech.edu","6","2","3","3","1","2","2","40","1","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","","4","10","1","-1","4","1","1","40","2","2","1"
"134130","University of Florida","355 Tigert Hall","Gainesville","FL","32611","12","5","Dr. James Bernard Machen","President","3523923261","3523921275","3523921365","596002052","004426771","00153500","1","www.ufl.edu/","1","1","1","9","1","1","1","11","1","2","2","1","2","13","1","A","-2","-2","-2","1","1","1","1","1","","2","15","14","14","13","5","15","15","1","1","5"
"134149","Florida Metropolitan University","225 N. Federal Hwy.","Pompano Beach","FL","33062","12","5","Dr. Ilia Martin","Campus President","9547837339","9547837339","9547837339","330717605","076016625","00814600","1","www.fmu.edu","3","1","3","7","1","1","2","20","1","2","-2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","","3","23","2","2","5","3","9","55","2","2","2"
"134228","Fort Pierce Beauty Academy","3028 S US 1","Fort Pierce","FL","34982-6333","12","5","Michael Prevette","Director","7724644885","7724644885","7724644885","","094934700","02338400","1","","9","3","3","2","1","2","2","0","2","2","-2","2","2","13","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"134237","Full Sail Real World Education","3300 University Blvd","Winter Park","FL","32792-7429","12","5","Edward E. Haddock Jr.","CEO/Co-Chairman","4076790100","4076790100","4076796333","592111456","942136979","02362100","1","www.fullsail.com","3","1","3","5","1","2","2","30","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","3","30","-2","-2","-2","2","-2","40","2","2","3"
"134291","George Stone Career Center","2400 Longleaf Dr","Pensacola","FL","32526-8922","12","5","Bill Slayton","Principal","8509416200","8509416200","8509416200","596000597","627575152","02307400","1","www.georgestonecenter.com","4","2","1","4","1","2","2","0","2","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","1","2","1"
"134307","George T Baker Aviation School","3275 NW 42nd Ave","Miami","FL","33142","12","5","Sean Gallagan","Principal","3058713143","30587131432317","3058713143","-1","938867835","03079800","1","bakeraviation.dadeschools.net","4","2","1","4","1","2","2","0","2","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","6","-3","-3","-3","-3","-3","-3","-3","1","2","1"
"134343","Gulf Coast Community College","5230 W Hwy 98","Panama City","FL","32401","12","5","Robert L McSpadden","President","8507691551","8507691551","8507691551","591208155","026280982","00149000","1","www.gulfcoast.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","","4","3","1","-1","1","1","3","40","1","2","3"
"134361","Gulf Coast Seminary","2240 Edgewood Dr","Panama City","FL","32405","12","5","Dr. Larry E. Wade","President","9048729308","9048729308","9048729308","591743603","","-2","6","","99","-3","-3","-3","-3","-3","-3","-3","-3","2","2","-2","2","13","1","Q","-2","-2","-2","2","1","3","9","-2","","-2","-3","-3","-3","-3","-3","-3","-3","-1","2","-2"
"134422","Key College","225 East Dania Beach Blvd., #130","Dania Beach","FL","33004-3046","12","5","Ronald Dooley","President/Director","9549234440","9549234440","9549234440","650615684","838675841","02325100","1","www.keycollege.edu","6","2","3","4","1","2","2","40","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","None","4","10","1","-1","4","1","1","40","2","2","1"
"134495","Hillsborough Community College","39 Columbia Drive","Tampa","FL","33606","12","5","Dr. Gwendolyn W. Stephenson","President","8132537000","8132537159","8132537004","591219841","065915209","00787000","1","www.hccfl.edu","4","2","1","4","1","2","2","40","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","4","7","1","-1","1","1","5","40","1","2","5"
"134510","Hobe Sound Bible College","11298 SE Gomez","Hobe Sound","FL","33455-1065","12","5","P Daniel Stetler","President","7725465534","77254655341033","77254555341017","591407629","073864142","02188900","1","www.hsbc.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","24","-2","-2","-2","2","-2","51","2","2","1"
"134574","Cortiva Institute-Humanities Center School of Massage","4045 Park Blvd","Pinellas Park","FL","33781","12","5","Peggy Smith","President","7275415200","7275415200","7275415200","203338099","115152878","02279600","1","www.cortiva.com","9","3","3","1","1","2","2","0","2","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"134608","Indian River Community College","3209 Virginia Ave","Fort Pierce","FL","34981-5596","12","5","Dr. Edwin R Massey","President","7724624722","7724627450","7724627460","591206516","072220825","00149300","1","www.ircc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","","4","3","1","-1","1","1","4","40","1","2","4"
"134680","International Academy of Design and Technology","5104 Eisenhower Blvd","Tampa","FL","33634","12","5","Edmund Gross","President","8138810007","8138810007","8138810007","592887925","115159956","03031400","1","www.academy.edu","3","1","3","7","1","1","2","20","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","3","30","-2","-2","-2","2","-2","56","2","2","2"
"134714","International Academy","2550 S Ridgewood Ave","South Daytona","FL","32119","12","5","M Varol","Administrator","3867674600226","3867674600223","3867674600224","592124125","108942707","02257900","1","www.intl-academy.com","9","3","3","2","1","2","2","0","2","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"134811","Ai Miami International University of Art and Design","1501 Biscayne Boulevard","Miami","FL","33132-1418","12","5","Erika Fleming","President","3054285700","3054285700","3054285700","58264106","063632772","00887800","1","www.aimiu.aii.edu","3","1","3","7","1","1","2","20","1","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","2","30","-2","-2","-2","3","-2","56","2","2","2"
"134875","ATI College of Health","1395 NW 167th Street","Miami","FL","33169","12","5","Connie Bailus","Regional Director of Compliance & Education","3056281000","3056281000","3056281000","752208589","182905521","02151100","1","www.aticareertraining.edu","6","2","3","3","1","2","2","40","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","4","10","1","-1","4","1","1","40","2","2","1"
"134909","ITT Technical Institute-Tampa","4809 Memorial Hwy","Tampa","FL","33634-7350","12","5","Dennis W Alspaugh","Director","8138852244","8138852249","8138852244","362061311","145384160","02286500","1","www.itt-tech.edu","3","1","3","5","1","2","2","30","1","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","3","28","-2","-2","-2","2","-2","54","2","2","1"
"134945","Jacksonville University","2800 University Blvd N","Jacksonville","FL","32211-3394","12","5","Kerry D. Romesburg, Ph.D.","President","9042568000","9042567060","9042567000","590624412","078314903","00149500","1","www.jacksonville.edu","2","1","2","7","1","1","1","20","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","2","19","10","7","8","3","10","21","1","2","2"
"135063","Jones College-Jacksonville","5353 Arlington Expy","Jacksonville","FL","32211","12","5","Dorothy D Jones","CEO President","9047431122","9047431122","9047431122","590587238","041136623","00149700","1","www.jones.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","2","22","15","-1","5","2","6","32","2","2","1"
"135081","Keiser College-Ft Lauderdale","1500 NW 49th St.","Fort Lauderdale","FL","33309","12","5","Arthur Keiser","President","9547764476","9547764476","9547764476","591829662","099617847","02151900","1","www.keisercollege.edu","3","1","3","5","1","2","2","30","1","2","-2","2","2","12","1","A","-2","-2","-2","1","1","1","1","1","","3","14","1","-1","3","1","4","40","2","2","3"
"135124","Heritage Institute-Ft Myers","6811 Palisades Park Ct","Fort Myers","FL","33912","12","5","Earl Weston","President","2399365822","2399365822","2399365822","841499709","091649343","02597100","1","heritage-education.com","9","3","3","2","1","2","2","0","2","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"135142","La Belle Beauty School","775 W 49th Street  Suite 5","Hialeah","FL","33012","12","5","Linda  Balboa","C.A.","3055580562","3055580562","3055580562","591686693","094944113","02287100","1","www.BeautyAcademy.com","9","3","3","2","1","2","2","0","2","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","1","2","1"
"135160","Lake City Community College","Highway 90 East","Lake City","FL","32025-2007","12","5","Charles W Hall","President","3867521822","3867544282","3867544396","590971286","010826451","00150100","1","www.lakecitycc.edu","4","2","1","4","1","2","2","40","1","2","2","2","2","32","1","A","-2","-2","-2","1","1","1","1","1","LCCC","4","2","1","-1","2","1","2","40","1","2","2"
"135179","Lake Technical Center","2001 Kurt St","Eustis","FL","32726","12","5","Terry Miller","Director","35258922500","3525892250121","3525892250105","596000694","083201434","02228300","1","www.laketech.org","7","3","1","2","1","2","2","0","2","2","2","2","2","23","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","1","2","1"
"135188","Lake-Sumter Community College","9501 US Hwy 441","Leesburg","FL","34788-8751","12","5","Dr. Charles R. Mojock","President","3527873747","3523653512","3523233665","591210132","055950745","00150200","1","www.lscc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","23","1","A","-2","-2","-2","1","1","1","1","1","LSCC","4","4","1","-1","1","1","2","40","1","2","2"
"135267","Lee County High Tech Center Central","3800 Michigan Ave","Fort Myers","FL","33916","12","5","Robert R. Durham","Director","2393344544","2393344544","2393344544","596000701","133444786","00755800","1","www.hightechcentral.org","4","2","1","4","1","2","2","0","2","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","1","2","1"
"135276","Lively Technical Center","500 N Appleyard Dr","Tallahassee","FL","32304-2895","12","5","Woody Hildebrandt","Principal","8504877555","8504877420","8504877473","-1","095564233","00558500","1","www.livelytech.com","4","2","1","4","1","2","2","0","2","2","2","2","2","12","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","1","2","2"
"135294","Lindsey Hopkins Technical Education Center","750 NW 20 Street","Miami","FL","33127","12","5","Rosa Borgen","Principal","30532460707006","30532460707098","30532460707046","","184113447","00558600","1","lindsey.dadeschools.net","4","2","1","4","1","2","2","0","2","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","2"
"135337","Loraines Academy Inc","1012 58th St N","Saint Petersburg","FL","33710","12","5","Nancy B Fordham","Administrator","7273474247105","7273474247107","7273474247103","591144048","092972769","01016100","1","www.lorainesacademy.edu","9","3","3","2","1","2","2","0","2","2","-2","2","2","12","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"135364","Luther Rice University","3038 Evans Mill Rd","Lithonia","GA","30038-2418","13","5","James Flanagan","President","7704841204","7704841204","8004421577","591197022","051274355","03100900","1","www.lru.edu","2","1","2","9","1","1","1","11","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","24","-2","-2","-2","6","-2","51","2","2","2"
"135391","Manatee Community College","5840 26th St W","Bradenton","FL","34207","12","5","Sarah H Pappas","President","9417525000","9417525000","9417525000","596031182","073239923","00150400","1","www.mccfl.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","MCC","4","7","1","-1","1","1","4","40","1","2","3"
"135407","Manatee Technical Institute","5603 34th St W","Bradenton","FL","34210-5603","12","5","Mary Cantrell","Director","9417517900","9417517900","9417517900","596000728","100168079","00561200","1","www.manateetechnicalinstitute.org/","4","2","1","4","1","2","2","0","2","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","1","2","2"
"135416","Manhattan Hair","4315 S Manhattan Ave","Tampa","FL","33611","12","5","Robert E Valdez","Chief Executive Director","8132580505","8132580505204","8132580505202","591731191","077588325","02148300","1","","9","3","3","2","1","2","2","0","2","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","Manhattan Hairstyling Academy","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"135434","Margate School of Beauty Inc","5281 Coconut Creek Pkwy","Margate","FL","33063-3962","12","5","Stan Barnett","President","9549729630","954972963017","9549729630","591754250","086381373","02156300","5","www.margateschoolofbeauty.net","9","3","3","2","1","2","2","0","2","2","-2","-1","2","21","1","A","-2","-2","-2","1","1","1","2","2","","6","-3","-3","-3","-3","-3","-3","-3","-1","2","1"
"135522","Traviss Career Center","3225 Winter Lake Rd","Lakeland","FL","33803","12","5","Kenneth Lloyd","Director","8634992700","8634992713239","8634992713","596000807","124810037","00560800","1","www.travisstech.org","4","2","1","4","1","2","2","0","2","2","2","2","2","22","1","A","-2","-2","-2","1","1","1","1","1","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"135610","Trinity International University","8190 West State Road 84","Davie","FL","33324","12","5","Dr. Gregory L. Waybright","University President","9543826400","9543826442","9543826415","362216176","077270056","00177201","1","www.tiu.edu/tiu/frc","2","1","2","7","1","1","2","20","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","21","6","5","6","5","6","32","1","2","1"
"135647","Miami Lakes Educational Center","5780 NW 158th St","Miami Lakes","FL","33014","12","5","James V. Parker","Principal","3055571100","3055571100","3055571100","596000572","942395294","02316200","1","mlec.dadeschools.net","4","2","1","4","1","2","2","0","2","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","6","-3","-3","-3","-3","-3","-3","-3","2","2","2"
